user_id,is_concentrated,concentrated_category
43051852,1,8877
43056888,1,1863
43139118,1,1863
43238774,1,2513
43250746,1,7957
43348892,1,6648
43399261,1,9517
43409746,1,6977
43522898,1,11497
43545603,1,983
43621565,1,5444
43624984,1,3064
43660726,1,3099
43796808,1,2040
43801317,1,3942
43864355,1,11597
43864538,1,4250
43953561,1,4329
43971939,1,12982
43987061,1,1797
43991184,1,8004
44048864,1,3368
44073291,1,3424
44076621,1,895
44109897,1,10431
44130547,1,3457
44220176,1,242
44267557,1,3660
44431225,1,451
44433489,1,5399
44444422,1,6576
44445119,1,3662
44448258,1,6255
44462249,1,849
44521455,1,483
44542843,1,7572
44632141,1,8468
44640814,1,10282
44663398,1,2254
44710562,1,10894
44711100,1,2883
44725106,1,1863
44738368,1,1863
44817147,1,11327
44849978,1,1838
44985159,1,1564
45022376,1,9155
45069561,1,5554
45074656,1,11376
45094965,1,7103
45133531,1,4560
45149630,1,6717
45159377,1,630
45163199,1,5944
45253676,1,2762
45258440,1,9397
45317186,1,446
45360868,1,4593
45434795,1,13186
45460855,1,6253
45542148,1,3064
45616833,1,4898
45714300,1,12722
45743550,1,8829
45801743,1,7312
45820472,1,10661
45881494,1,13500
46011980,1,24
46043523,1,7195
46086237,1,7660
46094459,1,9820
46129619,1,3015
46241573,1,10431
46249710,1,738
46274658,1,9444
46312993,1,10431
46334333,1,5908
46387925,1,9232
46405869,1,3709
46408460,1,3783
46433093,1,10223
46445715,1,9829
46515907,1,6697
46591450,1,1769
46607628,1,5232
46661434,1,1961
46669341,1,438
46840769,1,12405
46877762,1,675
46945718,1,3662
46955464,1,11376
46989305,1,3381
47043568,1,3368
47047755,1,12326
47087121,1,8771
47090672,1,7125
47106355,1,881
47272457,1,6344
47293645,1,9650
47294743,1,4356
47296218,1,10984
47321903,1,1083
47328088,1,11497
47399128,1,5399
47410940,1,2284
47416853,1,3064
47534581,1,889
47630700,1,2513
47693061,1,10079
47727944,1,1121
47753824,1,7995
47780833,1,3381
47792171,1,5232
47825067,1,8095
47942346,1,767
48123195,1,3067
48186482,1,7957
48292690,1,110
48304965,1,1954
48434349,1,3942
48470191,1,5437
48505064,1,13729
48700638,1,3673
48851432,1,6507
48862784,1,10984
48867580,1,3424
48890303,1,5533
48962129,1,12294
49000569,1,3424
49002030,1,9516
49007368,1,10507
49026431,1,6531
49272447,1,3942
49279997,1,939
49285159,1,9516
49303053,1,6977
49362840,1,10121
49396813,1,6344
49546726,1,939
49598175,1,11270
49622041,1,1863
49646570,1,4322
49660995,1,874
49683822,1,5867
49784280,1,6424
49787656,1,8874
49896332,1,13152
49904939,1,940
49911829,1,5869
50042882,1,6344
50071113,1,5027
50099861,1,2271
50146318,1,6648
50157359,1,10121
50169478,1,12855
50197899,1,438
50198894,1,13087
50200830,1,11824
50208513,1,10290
50312283,1,107
50323186,1,3252
50347397,1,12919
50355045,1,3093
50430840,1,5232
50443823,1,6512
50478366,1,11406
50555770,1,9727
50608870,1,7312
50660286,1,3673
50698254,1,2513
50704206,1,12326
50721809,1,3475
50728797,1,8561
50743966,1,3424
50927089,1,6513
51053646,1,5232
51123305,1,5232
51176209,1,552
51417755,1,11282
51426415,1,8161
51492142,1,6977
51619092,1,4110
51763538,1,8619
51926383,1,231
51969724,1,8690
51969859,1,7590
52046180,1,3056
52066451,1,11273
52137505,1,3424
52368085,1,3988
52394552,1,6226
52416277,1,1854
52431232,1,2993
52461307,1,3483
52523404,1,11618
52610344,1,3064
52655107,1,4468
52665292,1,9790
52683211,1,6344
52757653,1,4869
52763242,1,10121
52785857,1,5689
52795855,1,5232
52807388,1,5625
52825214,1,2334
52844100,1,3368
53026057,1,11552
53051494,1,5271
53135843,1,10431
53162708,1,6717
53219515,1,5894
53247630,1,1863
53253442,1,1396
53391754,1,10703
53451276,1,5602
53472380,1,10708
53517495,1,3424
53527205,1,10431
53672814,1,10740
53688809,1,3475
53708814,1,94
53733006,1,11552
53899840,1,10431
53910293,1,1863
53920496,1,6678
53933746,1,10507
54007195,1,13932
54053723,1,6564
54073830,1,8
54200331,1,9516
54204970,1,13230
54214799,1,7957
54233520,1,10121
54242064,1,9310
54330697,1,6513
54340712,1,6977
54365017,1,1083
54368655,1,2254
54388253,1,9970
54465497,1,3368
54481329,1,11311
54482567,1,3798
54547365,1,12863
54554843,1,9397
54572872,1,11537
54586263,1,11279
54590569,1,5894
54597316,1,6264
54658786,1,1863
54668253,1,6717
54769390,1,3424
54798076,1,2825
54917114,1,12294
54962988,1,3424
55050954,1,4582
55101915,1,1186
55136020,1,1838
55192254,1,874
55192915,1,1083
55193222,1,5550
55219760,1,7602
55275004,1,2204
55305887,1,10121
55369150,1,12368
55415825,1,3942
55441310,1,9693
55456593,1,4153
55501034,1,3032
55528877,1,7767
55548424,1,446
55588786,1,9569
55603065,1,6194
55619772,1,2949
55764582,1,3424
55766107,1,13404
55828617,1,9790
55832101,1,6352
55864105,1,633
56119326,1,11279
56161120,1,552
56199602,1,10121
56201536,1,9574
56205838,1,1838
56219133,1,7117
56278193,1,3102
56279008,1,3381
56296919,1,3628
56376570,1,9517
56410564,1,11589
56491938,1,10392
56528086,1,12304
56646633,1,11497
56690952,1,9179
56709846,1,388
56790163,1,1421
56823809,1,6977
56878355,1,3760
56920355,1,8771
56970308,1,2284
56972597,1,2683
56978241,1,7957
56997547,1,7767
57074474,1,6000
57115045,1,3628
57122531,1,8877
57140122,1,10392
57160373,1,3424
57175975,1,6344
57299030,1,5027
57391950,1,1863
57432644,1,10431
57454165,1,13038
57548588,1,6331
57577068,1,8178
57618932,1,3424
57625459,1,3424
57628198,1,9516
57808521,1,5814
57834315,1,1863
57921246,1,2395
57938833,1,12836
57950413,1,10472
58040963,1,3975
58173672,1,3064
58207688,1,3783
58238111,1,11821
58280056,1,3064
58391417,1,3424
58423360,1,7697
58468151,1,7572
58479383,1,12630
58581609,1,8291
58663495,1,292
58805712,1,9835
58902373,1,9909
58992390,1,3673
59076389,1,4370
59138148,1,5689
59167469,1,9247
59174013,1,4370
59241675,1,4370
59244307,1,4282
59248477,1,12753
59302934,1,10865
59323197,1,2993
59480165,1,3015
59518778,1,1230
59705015,1,8515
59766636,1,12345
59767111,1,10121
59781040,1,887
59781337,1,6977
59783248,1,9261
59921221,1,3321
59934685,1,12621
60014035,1,150
60030689,1,12569
60069670,1,874
60155217,1,3321
60248227,1,1005
60301498,1,8877
60351038,1,10021
60386008,1,8029
60441587,1,10431
60457466,1,10286
60481646,1,3064
60495861,1,11652
60497165,1,9444
60532141,1,437
60534988,1,4008
60550509,1,4269
60615660,1,4322
60643405,1,3628
60660467,1,4751
60695400,1,12135
60702257,1,3424
60802539,1,8869
60988267,1,1838
61058989,1,11406
61068008,1,7957
61228049,1,1863
61328324,1,4676
61409141,1,11824
61454609,1,12067
61534398,1,3628
61561686,1,4676
61626894,1,1863
61644490,1,6513
61657695,1,4245
61718224,1,7549
61739067,1,508
61779777,1,1807
61809502,1,13230
61887588,1,7213
61974693,1,3424
61975328,1,2993
62107563,1,11636
62118780,1,10213
62124329,1,6516
62173755,1,13186
62192186,1,3424
62324857,1,7711
62355811,1,3064
62575215,1,5399
62585019,1,5399
62672024,1,9569
62699395,1,2284
62764698,1,1509
62806088,1,9614
62826060,1,6344
62833198,1,969
62871223,1,5908
62889051,1,10930
62941911,1,4584
62944220,1,1346
62989173,1,1599
63080911,1,9179
63183196,1,895
63281686,1,2443
63347672,1,4676
63382326,1,5908
63588363,1,5388
63802255,1,10514
63853211,1,7673
63889098,1,12514
63960502,1,5399
63977892,1,4076
64022179,1,1361
64051525,1,12409
64056262,1,7590
64076866,1,5232
64245350,1,2605
64266338,1,6678
64337070,1,1518
64349342,1,1303
64431010,1,1863
64473744,1,10703
64493138,1,3321
64494141,1,2950
64597982,1,5468
64643879,1,983
64649517,1,5232
64707730,1,3636
64739789,1,3064
64743108,1,1863
64784548,1,5998
64798736,1,13831
64804685,1,3368
64818293,1,8744
64819934,1,12304
64863066,1,10392
64896456,1,1530
64947869,1,9517
65010632,1,5334
65013453,1,3368
65068683,1,6608
65116572,1,8665
65120590,1,13381
65143114,1,10015
65157695,1,3424
65320445,1,10592
65373436,1,2993
65387293,1,10984
65400270,1,889
65430876,1,2254
65463789,1,583
65544144,1,3673
65578659,1,6402
65860183,1,5220
65949779,1,3093
65960071,1,5027
66058598,1,3673
66132570,1,4869
66190657,1,11815
66200828,1,5399
66274733,1,6344
66315804,1,3942
66336544,1,11379
66621061,1,3424
66652324,1,10431
66699196,1,1317
66737372,1,7622
66819472,1,3368
66866811,1,205
66961542,1,874
67021316,1,5232
67030902,1,874
67043644,1,292
67053820,1,292
67077817,1,3783
67128572,1,8099
67155716,1,1083
67166709,1,1838
67229067,1,5232
67236570,1,1198
67309595,1,1198
67312926,1,13230
67386849,1,4329
67508764,1,3424
67658666,1,1838
67725088,1,8132
67797025,1,3636
67840643,1,7953
67872611,1,10392
67942365,1,3424
68008677,1,12753
68071856,1,1483
68165769,1,1166
68210335,1,5232
68225403,1,10740
68271052,1,4269
68284108,1,2236
68299137,1,8877
68342657,1,1863
68362875,1,6344
68381564,1,12652
68476997,1,5017
68583482,1,4753
68597508,1,3942
68646634,1,5898
68680724,1,4269
68710047,1,3472
68711920,1,522
68723589,1,5027
68778928,1,2993
68784632,1,10250
68826278,1,3988
68875424,1,889
68917618,1,10431
68942144,1,10431
68989686,1,9559
69033110,1,5017
69146917,1,4422
69152695,1,9517
69159969,1,3760
69174349,1,3475
69192727,1,3628
69240582,1,8877
69289834,1,738
69308679,1,6000
69309041,1,1083
69347492,1,2479
69412823,1,1852
69439796,1,6327
69486826,1,3381
69562165,1,7516
69620201,1,1863
69631141,1,438
69663083,1,9307
69781008,1,8874
69807585,1,3475
70015965,1,3424
70070588,1,2901
70233601,1,1518
70260190,1,292
70352132,1,3064
70542990,1,10662
70573626,1,3064
70606713,1,9579
70656441,1,9412
70664874,1,6512
70664970,1,11406
70730514,1,3064
70745586,1,1863
70776553,1,3064
70807729,1,2261
70813454,1,11552
70815622,1,3381
70822231,1,1392
70851841,1,3628
70889190,1,4751
70919971,1,4869
70931681,1,1121
70960824,1,8110
70972602,1,7957
71048860,1,2754
71054049,1,887
71146691,1,1863
71149953,1,14073
71208218,1,8877
71237773,1,3846
71238931,1,9720
71258991,1,5232
71369964,1,3424
71417684,1,3368
71437297,1,9397
71446393,1,9412
71452131,1,14079
71636940,1,3064
71671024,1,12189
71678956,1,6054
71883073,1,1083
71908437,1,3472
72016943,1,3975
72023066,1,508
72062153,1,6507
72129303,1,4382
72132223,1,5334
72148706,1,7957
72234327,1,10216
72241985,1,3064
72256073,1,3628
72358271,1,9017
72375246,1,11344
72436782,1,6344
72480854,1,3252
72543852,1,3424
72753801,1,10271
72767439,1,1150
72777949,1,3472
72802864,1,13230
