user_id,purchase_days,purchase_count,avg_days_per_purchase_day,purchase_day_frequency
27422586,1,3,31.00,0.0323
36164872,1,1,31.00,0.0323
53472380,1,1,31.00,0.0323
24610294,1,1,31.00,0.0323
29550258,1,1,31.00,0.0323
29583836,1,1,31.00,0.0323
56119326,1,2,31.00,0.0323
68583482,1,2,31.00,0.0323
40729803,1,1,31.00,0.0323
42719621,1,3,31.00,0.0323
1081595,1,1,31.00,0.0323
121970896,1,1,31.00,0.0323
61534398,1,1,31.00,0.0323
62575215,1,1,31.00,0.0323
141840594,1,9,31.00,0.0323
80583776,1,2,31.00,0.0323
134020041,1,1,31.00,0.0323
92658788,1,1,31.00,0.0323
109099701,1,1,31.00,0.0323
113718238,1,1,31.00,0.0323
66621061,1,1,31.00,0.0323
77084854,1,1,31.00,0.0323
50443823,1,9,31.00,0.0323
3066501,1,1,31.00,0.0323
137725903,1,2,31.00,0.0323
138543797,1,1,31.00,0.0323
13872334,1,4,31.00,0.0323
101449182,1,3,31.00,0.0323
28867140,1,1,31.00,0.0323
83666727,1,2,31.00,0.0323
74335554,1,1,31.00,0.0323
90474934,1,1,31.00,0.0323
91183078,1,2,31.00,0.0323
96042414,1,1,31.00,0.0323
60069670,1,1,31.00,0.0323
91056578,1,1,31.00,0.0323
92999201,1,1,31.00,0.0323
106821106,1,1,31.00,0.0323
53527205,1,1,31.00,0.0323
12850436,1,2,31.00,0.0323
131096833,1,1,31.00,0.0323
79702699,1,2,31.00,0.0323
87409081,1,1,31.00,0.0323
32473312,1,1,31.00,0.0323
36247777,1,1,31.00,0.0323
56970308,1,30,31.00,0.0323
5778458,1,1,31.00,0.0323
83975368,1,1,31.00,0.0323
100154665,1,1,31.00,0.0323
113285889,1,1,31.00,0.0323
12055347,1,2,31.00,0.0323
13154544,1,1,31.00,0.0323
40358819,1,1,31.00,0.0323
87385056,1,1,31.00,0.0323
83055904,1,2,31.00,0.0323
83449637,1,1,31.00,0.0323
69240582,1,2,31.00,0.0323
85064035,1,2,31.00,0.0323
19321866,1,1,31.00,0.0323
42924297,1,1,31.00,0.0323
71238931,1,1,31.00,0.0323
37817890,1,1,31.00,0.0323
89545247,1,2,31.00,0.0323
45881494,1,1,31.00,0.0323
50208513,1,1,31.00,0.0323
113043990,1,2,31.00,0.0323
106291812,1,1,31.00,0.0323
64494141,1,1,31.00,0.0323
11889914,1,1,31.00,0.0323
6957110,1,1,31.00,0.0323
75184801,1,1,31.00,0.0323
68071856,1,2,31.00,0.0323
5719706,1,1,31.00,0.0323
98662432,1,1,31.00,0.0323
96610296,1,11,31.00,0.0323
117155106,1,1,31.00,0.0323
10131505,1,1,31.00,0.0323
121058789,1,1,31.00,0.0323
120013837,1,1,31.00,0.0323
114650712,1,1,31.00,0.0323
26125683,1,3,31.00,0.0323
134979241,1,1,31.00,0.0323
128108757,1,3,31.00,0.0323
117489231,1,1,31.00,0.0323
119949716,1,4,31.00,0.0323
126685028,1,1,31.00,0.0323
133789905,1,2,31.00,0.0323
21973088,1,2,31.00,0.0323
125409680,1,1,31.00,0.0323
2242451,1,1,31.00,0.0323
130573524,1,4,31.00,0.0323
41200428,1,1,31.00,0.0323
13851244,1,6,31.00,0.0323
17220524,1,1,31.00,0.0323
39531225,1,1,31.00,0.0323
2590763,1,1,31.00,0.0323
58581609,1,8,31.00,0.0323
67077817,1,2,31.00,0.0323
63281686,1,1,31.00,0.0323
44073291,1,1,31.00,0.0323
55588786,1,1,31.00,0.0323
58207688,1,1,31.00,0.0323
59767111,1,1,31.00,0.0323
88826481,1,2,31.00,0.0323
67236570,1,1,31.00,0.0323
4763932,1,1,31.00,0.0323
59167469,1,1,31.00,0.0323
8439431,1,1,31.00,0.0323
76689348,1,1,31.00,0.0323
98798352,1,6,31.00,0.0323
97272650,1,3,31.00,0.0323
83531230,1,2,31.00,0.0323
131554806,1,1,31.00,0.0323
10580879,1,1,31.00,0.0323
110285639,1,3,31.00,0.0323
118056074,1,3,31.00,0.0323
122579585,1,1,31.00,0.0323
93357727,1,1,31.00,0.0323
112549071,1,2,31.00,0.0323
122803562,1,1,31.00,0.0323
20320170,1,1,31.00,0.0323
134508917,1,1,31.00,0.0323
97675473,1,1,31.00,0.0323
24540552,1,1,31.00,0.0323
32353000,1,1,31.00,0.0323
28104706,1,1,31.00,0.0323
112747871,1,1,31.00,0.0323
13817021,1,1,31.00,0.0323
53688809,1,2,31.00,0.0323
263670,1,1,31.00,0.0323
85837173,1,1,31.00,0.0323
55456593,1,2,31.00,0.0323
29332454,1,2,31.00,0.0323
130890986,1,1,31.00,0.0323
72480854,1,1,31.00,0.0323
2077849,1,2,31.00,0.0323
55766107,1,1,31.00,0.0323
37474821,1,1,31.00,0.0323
43056888,1,1,31.00,0.0323
37238566,1,3,31.00,0.0323
62806088,1,1,31.00,0.0323
99220005,1,1,31.00,0.0323
35644209,1,6,31.00,0.0323
33956087,1,4,31.00,0.0323
97176571,1,4,31.00,0.0323
114734197,1,9,31.00,0.0323
75631135,1,1,31.00,0.0323
57122531,1,2,31.00,0.0323
82945911,1,1,31.00,0.0323
120613535,1,1,31.00,0.0323
82924944,1,3,31.00,0.0323
120925583,1,1,31.00,0.0323
111474212,1,25,31.00,0.0323
84744429,1,1,31.00,0.0323
4174826,1,1,31.00,0.0323
76181117,1,2,31.00,0.0323
96985981,1,1,31.00,0.0323
15289217,1,2,31.00,0.0323
99641114,1,1,31.00,0.0323
10075065,1,1,31.00,0.0323
109597580,1,1,31.00,0.0323
32510862,1,5,31.00,0.0323
9299440,1,7,31.00,0.0323
35927774,1,3,31.00,0.0323
40873042,1,1,31.00,0.0323
117196810,1,2,31.00,0.0323
14509184,1,8,31.00,0.0323
91284462,1,1,31.00,0.0323
93946162,1,1,31.00,0.0323
105969268,1,2,31.00,0.0323
53933746,1,1,31.00,0.0323
36760677,1,1,31.00,0.0323
108043652,1,1,31.00,0.0323
75665818,1,3,31.00,0.0323
65430876,1,2,31.00,0.0323
126328224,1,1,31.00,0.0323
18950879,1,1,31.00,0.0323
23296153,1,1,31.00,0.0323
10664884,1,4,31.00,0.0323
31464363,1,1,31.00,0.0323
11083802,1,4,31.00,0.0323
112676402,1,1,31.00,0.0323
116259421,1,3,31.00,0.0323
32099605,1,1,31.00,0.0323
81576763,1,2,31.00,0.0323
17785981,1,1,31.00,0.0323
95278276,1,1,31.00,0.0323
15053166,1,1,31.00,0.0323
47293645,1,1,31.00,0.0323
17079837,1,2,31.00,0.0323
50323186,1,1,31.00,0.0323
98506532,1,1,31.00,0.0323
49784280,1,1,31.00,0.0323
30170700,1,1,31.00,0.0323
126270267,1,1,31.00,0.0323
35342036,1,1,31.00,0.0323
59323197,1,2,31.00,0.0323
74890051,1,1,31.00,0.0323
81542356,1,4,31.00,0.0323
70260190,1,1,31.00,0.0323
1439794,1,5,31.00,0.0323
90219738,1,1,31.00,0.0323
66058598,1,1,31.00,0.0323
71164203,1,9,31.00,0.0323
133888509,1,23,31.00,0.0323
7623264,1,1,31.00,0.0323
40163921,1,5,31.00,0.0323
99789170,1,1,31.00,0.0323
123307150,1,1,31.00,0.0323
22869075,1,1,31.00,0.0323
134502976,1,1,31.00,0.0323
141232955,1,1,31.00,0.0323
28160359,1,1,31.00,0.0323
73617910,1,1,31.00,0.0323
73809667,1,1,31.00,0.0323
76204767,1,1,31.00,0.0323
60155217,1,1,31.00,0.0323
23065322,1,3,31.00,0.0323
124728821,1,1,31.00,0.0323
89899419,1,1,31.00,0.0323
142376113,1,1,31.00,0.0323
100690180,1,6,31.00,0.0323
15736320,1,1,31.00,0.0323
36430492,1,1,31.00,0.0323
97154652,1,10,31.00,0.0323
107949449,1,1,31.00,0.0323
113774016,1,1,31.00,0.0323
568881,1,1,31.00,0.0323
43801317,1,1,31.00,0.0323
110697285,1,1,31.00,0.0323
118372628,1,1,31.00,0.0323
41872955,1,3,31.00,0.0323
121704401,1,1,31.00,0.0323
122876959,1,1,31.00,0.0323
5680285,1,2,31.00,0.0323
103856044,1,2,31.00,0.0323
125817021,1,1,31.00,0.0323
127960676,1,2,31.00,0.0323
22424853,1,1,31.00,0.0323
139214877,1,1,31.00,0.0323
2696208,1,1,31.00,0.0323
22107261,1,5,31.00,0.0323
26228110,1,1,31.00,0.0323
35427753,1,1,31.00,0.0323
94335711,1,2,31.00,0.0323
68723589,1,7,31.00,0.0323
95665574,1,1,31.00,0.0323
132711863,1,2,31.00,0.0323
44445119,1,1,31.00,0.0323
57625459,1,1,31.00,0.0323
67538161,1,3,31.00,0.0323
69146917,1,1,31.00,0.0323
81705986,1,3,31.00,0.0323
82187286,1,2,31.00,0.0323
98430692,1,1,31.00,0.0323
85877113,1,1,31.00,0.0323
70015965,1,1,31.00,0.0323
101798575,1,1,31.00,0.0323
7554598,1,1,31.00,0.0323
112485959,1,1,31.00,0.0323
83804673,1,1,31.00,0.0323
24189643,1,1,31.00,0.0323
85101585,1,1,31.00,0.0323
85745014,1,1,31.00,0.0323
52807388,1,1,31.00,0.0323
9260930,1,1,31.00,0.0323
64337070,1,1,31.00,0.0323
13384101,1,1,31.00,0.0323
99273913,1,1,31.00,0.0323
106295017,1,1,31.00,0.0323
1344672,1,1,31.00,0.0323
37951207,1,2,31.00,0.0323
46249710,1,4,31.00,0.0323
125467339,1,1,31.00,0.0323
125615177,1,3,31.00,0.0323
92062782,1,1,31.00,0.0323
85550335,1,2,31.00,0.0323
54798076,1,1,31.00,0.0323
61328324,1,1,31.00,0.0323
69412823,1,2,31.00,0.0323
7507359,1,1,31.00,0.0323
85100350,1,1,31.00,0.0323
96872650,1,1,31.00,0.0323
35896466,1,10,31.00,0.0323
139544053,1,4,31.00,0.0323
45258440,1,1,31.00,0.0323
14712626,1,7,31.00,0.0323
79237680,1,1,31.00,0.0323
86717393,1,2,31.00,0.0323
120777483,1,1,31.00,0.0323
23228065,1,2,31.00,0.0323
94421413,1,2,31.00,0.0323
103094356,1,1,31.00,0.0323
75971112,1,1,31.00,0.0323
19902731,1,1,31.00,0.0323
117873394,1,2,31.00,0.0323
131743040,1,2,31.00,0.0323
13565343,1,3,31.00,0.0323
83490019,1,2,31.00,0.0323
95302160,1,1,31.00,0.0323
61739067,1,1,31.00,0.0323
131917996,1,2,31.00,0.0323
31723437,1,1,31.00,0.0323
90652803,1,1,31.00,0.0323
69807585,1,1,31.00,0.0323
76639598,1,1,31.00,0.0323
36320937,1,1,31.00,0.0323
45433328,1,3,31.00,0.0323
88972430,1,5,31.00,0.0323
10797721,1,1,31.00,0.0323
28031374,1,1,31.00,0.0323
69486826,1,4,31.00,0.0323
51619092,1,2,31.00,0.0323
90937322,1,1,31.00,0.0323
10761548,1,1,31.00,0.0323
110609527,1,4,31.00,0.0323
5057199,1,2,31.00,0.0323
122921831,1,1,31.00,0.0323
74889564,1,1,31.00,0.0323
139878247,1,1,31.00,0.0323
25475467,1,1,31.00,0.0323
109255415,1,2,31.00,0.0323
1034452,1,1,31.00,0.0323
11695398,1,1,31.00,0.0323
116751277,1,1,31.00,0.0323
33909374,1,3,31.00,0.0323
118159372,1,2,31.00,0.0323
54917114,1,1,31.00,0.0323
55619772,1,2,31.00,0.0323
37820897,1,2,31.00,0.0323
74335212,1,1,31.00,0.0323
69033110,1,1,31.00,0.0323
85947802,1,1,31.00,0.0323
136742304,1,1,31.00,0.0323
139793464,1,2,31.00,0.0323
133581105,1,2,31.00,0.0323
61454609,1,1,31.00,0.0323
100310156,1,1,31.00,0.0323
104728454,1,1,31.00,0.0323
21824858,1,2,31.00,0.0323
9150141,1,1,31.00,0.0323
115634728,1,4,31.00,0.0323
13616260,1,1,31.00,0.0323
95937118,1,1,31.00,0.0323
32535404,1,4,31.00,0.0323
40259154,1,2,31.00,0.0323
88749982,1,4,31.00,0.0323
122383360,1,1,31.00,0.0323
116718712,1,7,31.00,0.0323
13408757,1,1,31.00,0.0323
140489209,1,1,31.00,0.0323
29072139,1,6,31.00,0.0323
30647114,1,1,31.00,0.0323
25456026,1,2,31.00,0.0323
82226346,1,4,31.00,0.0323
49646570,1,1,31.00,0.0323
34399720,1,2,31.00,0.0323
36457777,1,2,31.00,0.0323
77630573,1,1,31.00,0.0323
7829997,1,7,31.00,0.0323
4772544,1,1,31.00,0.0323
48862784,1,2,31.00,0.0323
6118,1,1,31.00,0.0323
96454874,1,2,31.00,0.0323
98171033,1,1,31.00,0.0323
102036262,1,7,31.00,0.0323
122259561,1,1,31.00,0.0323
133856338,1,3,31.00,0.0323
106573767,1,3,31.00,0.0323
92067434,1,4,31.00,0.0323
26752434,1,2,31.00,0.0323
65960071,1,1,31.00,0.0323
114681302,1,1,31.00,0.0323
115239516,1,2,31.00,0.0323
114896102,1,1,31.00,0.0323
68597508,1,2,31.00,0.0323
68710047,1,1,31.00,0.0323
46387925,1,1,31.00,0.0323
118639068,1,1,31.00,0.0323
90805328,1,1,31.00,0.0323
3240412,1,1,31.00,0.0323
64076866,1,1,31.00,0.0323
126215864,1,9,31.00,0.0323
55828617,1,2,31.00,0.0323
28533948,1,2,31.00,0.0323
137625581,1,4,31.00,0.0323
74436775,1,2,31.00,0.0323
6336158,1,6,31.00,0.0323
105601174,1,2,31.00,0.0323
107066825,1,1,31.00,0.0323
10141023,1,1,31.00,0.0323
2338844,1,1,31.00,0.0323
107272478,1,1,31.00,0.0323
39248540,1,1,31.00,0.0323
120060551,1,1,31.00,0.0323
59302934,1,1,31.00,0.0323
70807729,1,2,31.00,0.0323
122269318,1,1,31.00,0.0323
96771520,1,1,31.00,0.0323
101403291,1,8,31.00,0.0323
86673531,1,2,31.00,0.0323
134073831,1,1,31.00,0.0323
52066451,1,2,31.00,0.0323
139014554,1,1,31.00,0.0323
116799988,1,1,31.00,0.0323
139946254,1,3,31.00,0.0323
15064877,1,8,31.00,0.0323
1820303,1,1,31.00,0.0323
80443167,1,1,31.00,0.0323
23384426,1,1,31.00,0.0323
37209969,1,1,31.00,0.0323
45542148,1,4,31.00,0.0323
48434349,1,1,31.00,0.0323
135846824,1,1,31.00,0.0323
13034876,1,1,31.00,0.0323
84072731,1,1,31.00,0.0323
60532141,1,1,31.00,0.0323
13110515,1,1,31.00,0.0323
137585300,1,1,31.00,0.0323
115783585,1,3,31.00,0.0323
129070018,1,2,31.00,0.0323
104794506,1,1,31.00,0.0323
4869558,1,2,31.00,0.0323
129073019,1,10,31.00,0.0323
36713639,1,1,31.00,0.0323
114771809,1,1,31.00,0.0323
40884180,1,1,31.00,0.0323
6392284,1,1,31.00,0.0323
130347983,1,5,31.00,0.0323
75986489,1,9,31.00,0.0323
134681866,1,1,31.00,0.0323
139808909,1,1,31.00,0.0323
50198894,1,1,31.00,0.0323
54481329,1,1,31.00,0.0323
2763135,1,2,31.00,0.0323
57115045,1,1,31.00,0.0323
50555770,1,2,31.00,0.0323
62699395,1,1,31.00,0.0323
44542843,1,1,31.00,0.0323
127596499,1,2,31.00,0.0323
89349895,1,2,31.00,0.0323
41986120,1,2,31.00,0.0323
19340590,1,1,31.00,0.0323
68875424,1,1,31.00,0.0323
107720462,1,2,31.00,0.0323
96079462,1,1,31.00,0.0323
80808868,1,1,31.00,0.0323
126555091,1,1,31.00,0.0323
83469580,1,2,31.00,0.0323
14947982,1,2,31.00,0.0323
31779961,1,3,31.00,0.0323
96337789,1,7,31.00,0.0323
100039408,1,1,31.00,0.0323
109016093,1,1,31.00,0.0323
30915717,1,1,31.00,0.0323
101392927,1,1,31.00,0.0323
55832101,1,1,31.00,0.0323
124540806,1,1,31.00,0.0323
93477570,1,1,31.00,0.0323
943095,1,1,31.00,0.0323
115001382,1,11,31.00,0.0323
106998000,1,4,31.00,0.0323
107754808,1,1,31.00,0.0323
95247029,1,5,31.00,0.0323
100745953,1,1,31.00,0.0323
122372873,1,1,31.00,0.0323
123395094,1,1,31.00,0.0323
54459439,1,3,31.00,0.0323
62733933,1,10,31.00,0.0323
129082819,1,1,31.00,0.0323
129822096,1,1,31.00,0.0323
54597316,1,1,31.00,0.0323
24814877,1,3,31.00,0.0323
34702432,1,1,31.00,0.0323
12282525,1,1,31.00,0.0323
55369150,1,1,31.00,0.0323
70919971,1,2,31.00,0.0323
13817717,1,1,31.00,0.0323
81220081,1,2,31.00,0.0323
38294231,1,2,31.00,0.0323
118208713,1,1,31.00,0.0323
42281108,1,25,31.00,0.0323
49285159,1,3,31.00,0.0323
5187945,1,1,31.00,0.0323
18375692,1,1,31.00,0.0323
33674599,1,1,31.00,0.0323
102434210,1,1,31.00,0.0323
50728797,1,1,31.00,0.0323
60030689,1,2,31.00,0.0323
65105058,1,3,31.00,0.0323
128452938,1,1,31.00,0.0323
9938666,1,1,31.00,0.0323
17785864,1,1,31.00,0.0323
58902373,1,3,31.00,0.0323
112589064,1,2,31.00,0.0323
88643555,1,8,31.00,0.0323
84786775,1,1,31.00,0.0323
100462790,1,2,31.00,0.0323
77031104,1,1,31.00,0.0323
111492650,1,1,31.00,0.0323
113848288,1,1,31.00,0.0323
31495737,1,1,31.00,0.0323
21161768,1,1,31.00,0.0323
39421120,1,1,31.00,0.0323
17264043,1,3,31.00,0.0323
42340446,1,1,31.00,0.0323
64896456,1,1,31.00,0.0323
7089989,1,1,31.00,0.0323
79614874,1,1,31.00,0.0323
37993178,1,3,31.00,0.0323
43761964,1,23,31.00,0.0323
42450575,1,3,31.00,0.0323
2092395,1,1,31.00,0.0323
7780072,1,1,31.00,0.0323
104976623,1,1,31.00,0.0323
14674689,1,1,31.00,0.0323
112040827,1,3,31.00,0.0323
65949779,1,1,31.00,0.0323
103606138,1,1,31.00,0.0323
113990647,1,2,31.00,0.0323
112303688,1,1,31.00,0.0323
116202034,1,1,31.00,0.0323
118309715,1,2,31.00,0.0323
94991675,1,2,31.00,0.0323
136613109,1,1,31.00,0.0323
17883830,1,1,31.00,0.0323
107318300,1,1,31.00,0.0323
135299374,1,4,31.00,0.0323
14490465,1,2,31.00,0.0323
44462249,1,2,31.00,0.0323
118888496,1,1,31.00,0.0323
127035270,1,1,31.00,0.0323
130946680,1,4,31.00,0.0323
39933731,1,1,31.00,0.0323
9648147,1,1,31.00,0.0323
102881474,1,1,31.00,0.0323
56279008,1,1,31.00,0.0323
23574912,1,3,31.00,0.0323
83836148,1,1,31.00,0.0323
115100960,1,1,31.00,0.0323
3447448,1,1,31.00,0.0323
21329952,1,7,31.00,0.0323
46445715,1,1,31.00,0.0323
27298182,1,1,31.00,0.0323
90168642,1,2,31.00,0.0323
97821126,1,1,31.00,0.0323
56972597,1,1,31.00,0.0323
84281743,1,1,31.00,0.0323
63347672,1,1,31.00,0.0323
127909205,1,2,31.00,0.0323
87674314,1,2,31.00,0.0323
131572425,1,1,31.00,0.0323
86015882,1,1,31.00,0.0323
141878326,1,1,31.00,0.0323
113905943,1,1,31.00,0.0323
92147065,1,1,31.00,0.0323
119112558,1,2,31.00,0.0323
114722645,1,3,31.00,0.0323
119531521,1,1,31.00,0.0323
38767724,1,1,31.00,0.0323
50608870,1,1,31.00,0.0323
103174200,1,2,31.00,0.0323
18558609,1,1,31.00,0.0323
110309128,1,1,31.00,0.0323
108983810,1,1,31.00,0.0323
132680679,1,1,31.00,0.0323
70931681,1,1,31.00,0.0323
20257132,1,1,31.00,0.0323
128323172,1,2,31.00,0.0323
141418782,1,1,31.00,0.0323
4742459,1,1,31.00,0.0323
141823298,1,1,31.00,0.0323
1724469,1,1,31.00,0.0323
30550099,1,1,31.00,0.0323
35050906,1,1,31.00,0.0323
37456519,1,7,31.00,0.0323
41993155,1,1,31.00,0.0323
45159377,1,2,31.00,0.0323
45434795,1,1,31.00,0.0323
70656441,1,1,31.00,0.0323
69620201,1,1,31.00,0.0323
7647261,1,2,31.00,0.0323
75180624,1,2,31.00,0.0323
91373242,1,1,31.00,0.0323
101615370,1,2,31.00,0.0323
125498107,1,1,31.00,0.0323
126966556,1,1,31.00,0.0323
97981875,1,2,31.00,0.0323
103100649,1,1,31.00,0.0323
22188362,1,2,31.00,0.0323
117111233,1,1,31.00,0.0323
64349342,1,2,31.00,0.0323
130462468,1,1,31.00,0.0323
131695311,1,4,31.00,0.0323
108511715,1,1,31.00,0.0323
11459905,1,1,31.00,0.0323
62925833,1,3,31.00,0.0323
130457432,1,1,31.00,0.0323
35277878,1,1,31.00,0.0323
40109600,1,1,31.00,0.0323
41138904,1,1,31.00,0.0323
89813223,1,2,31.00,0.0323
2112922,1,2,31.00,0.0323
79432796,1,1,31.00,0.0323
16010946,1,1,31.00,0.0323
44433489,1,1,31.00,0.0323
102339954,1,1,31.00,0.0323
110528594,1,4,31.00,0.0323
113920718,1,1,31.00,0.0323
116511286,1,2,31.00,0.0323
42479497,1,1,31.00,0.0323
82076649,1,11,31.00,0.0323
57834315,1,1,31.00,0.0323
38173093,1,1,31.00,0.0323
45820472,1,1,31.00,0.0323
46945718,1,1,31.00,0.0323
678552,1,1,31.00,0.0323
52046180,1,1,31.00,0.0323
79463651,1,2,31.00,0.0323
2883429,1,1,31.00,0.0323
4919496,1,1,31.00,0.0323
89341994,1,1,31.00,0.0323
95272651,1,1,31.00,0.0323
92028970,1,2,31.00,0.0323
85051568,1,1,31.00,0.0323
46129619,1,1,31.00,0.0323
55050954,1,1,31.00,0.0323
98578505,1,3,31.00,0.0323
115457118,1,1,31.00,0.0323
116625593,1,1,31.00,0.0323
12037455,1,1,31.00,0.0323
130260577,1,1,31.00,0.0323
122454259,1,1,31.00,0.0323
6177572,1,1,31.00,0.0323
136677781,1,1,31.00,0.0323
114664281,1,1,31.00,0.0323
64245350,1,1,31.00,0.0323
64364680,1,6,31.00,0.0323
29881921,1,4,31.00,0.0323
133007823,1,2,31.00,0.0323
122382368,1,1,31.00,0.0323
71054049,1,2,31.00,0.0323
1666891,1,2,31.00,0.0323
15237890,1,1,31.00,0.0323
86845872,1,1,31.00,0.0323
37019520,1,1,31.00,0.0323
97595347,1,13,31.00,0.0323
10064430,1,2,31.00,0.0323
29301311,1,1,31.00,0.0323
115003339,1,1,31.00,0.0323
63348,1,1,31.00,0.0323
2896763,1,1,31.00,0.0323
64818293,1,2,31.00,0.0323
135077497,1,1,31.00,0.0323
72129303,1,1,31.00,0.0323
103653287,1,3,31.00,0.0323
80519771,1,1,31.00,0.0323
3495324,1,1,31.00,0.0323
92174499,1,2,31.00,0.0323
53733006,1,1,31.00,0.0323
