user_id,total_behavior_count,browse_count,favorite_count,cart_count,purchase_count,browse_to_favorite_rate,favorite_to_cart_rate,cart_to_purchase_rate,browse_to_purchase_rate
3282021,7504,6916,246,303,39,0.0356,1.2317,0.1287,0.0056
117301497,7500,7199,230,52,19,0.0319,0.2261,0.3654,0.0026
62360262,7478,7330,138,2,8,0.0188,0.0145,4.0000,0.0011
123848007,7473,7272,7,150,44,0.0010,21.4286,0.2933,0.0061
130547450,7442,7110,256,58,18,0.0360,0.2266,0.3103,0.0025
15957740,7408,6713,592,83,20,0.0882,0.1402,0.2410,0.0030
86239261,7392,7126,14,198,54,0.0020,14.1429,0.2727,0.0076
59659116,7378,7218,13,134,13,0.0018,10.3077,0.0970,0.0018
101435898,7375,6890,461,14,10,0.0669,0.0304,0.7143,0.0015
79134636,7311,6911,214,183,3,0.0310,0.8551,0.0164,0.0004
95528086,7293,7218,46,18,11,0.0064,0.3913,0.6111,0.0015
39526193,7282,7042,92,129,19,0.0131,1.4022,0.1473,0.0027
79587494,7272,6708,438,96,30,0.0653,0.2192,0.3125,0.0045
65961855,7263,6791,362,85,25,0.0533,0.2348,0.2941,0.0037
123450171,7255,7072,7,141,35,0.0010,20.1429,0.2482,0.0049
4364079,7241,6802,279,91,69,0.0410,0.3262,0.7582,0.0101
31446692,7239,6667,5,531,36,0.0007,106.2000,0.0678,0.0054
82575380,7233,6987,117,113,16,0.0167,0.9658,0.1416,0.0023
79807626,7185,6559,182,407,37,0.0277,2.2363,0.0909,0.0056
33463484,7180,6614,98,427,41,0.0148,4.3571,0.0960,0.0062
112142417,7127,6358,246,450,73,0.0387,1.8293,0.1622,0.0115
121306092,7120,6504,218,350,48,0.0335,1.6055,0.1371,0.0074
89931825,7114,6804,82,160,68,0.0121,1.9512,0.4250,0.0100
43051852,7111,7048,59,1,3,0.0084,0.0169,3.0000,0.0004
74285031,7096,6940,18,106,32,0.0026,5.8889,0.3019,0.0046
92706593,7095,6360,490,207,38,0.0770,0.4224,0.1836,0.0060
26720422,7087,6447,524,109,7,0.0813,0.2080,0.0642,0.0011
33797179,7080,6558,8,451,63,0.0012,56.3750,0.1397,0.0096
70876649,7060,6928,50,59,23,0.0072,1.1800,0.3898,0.0033
33984927,7051,6637,150,192,72,0.0226,1.2800,0.3750,0.0108
74752035,7029,6908,112,4,5,0.0162,0.0357,1.2500,0.0007
475826,7004,6581,92,221,110,0.0140,2.4022,0.4977,0.0167
133888509,6997,6443,513,18,23,0.0796,0.0351,1.2778,0.0036
130540064,6993,6632,273,86,2,0.0412,0.3150,0.0233,0.0003
122388121,6983,6776,4,185,18,0.0006,46.2500,0.0973,0.0027
82259162,6879,6161,516,157,45,0.0838,0.3043,0.2866,0.0073
8325510,6849,6675,80,83,11,0.0120,1.0375,0.1325,0.0016
12833799,6842,6263,129,404,46,0.0206,3.1318,0.1139,0.0073
26857141,6827,6567,69,157,34,0.0105,2.2754,0.2166,0.0052
71251121,6821,6515,161,89,56,0.0247,0.5528,0.6292,0.0086
142450275,6819,6488,69,222,40,0.0106,3.2174,0.1802,0.0062
104569658,6819,6522,266,5,26,0.0408,0.0188,5.2000,0.0040
104003037,6810,6733,38,29,10,0.0056,0.7632,0.3448,0.0015
23958465,6810,6618,151,26,15,0.0228,0.1722,0.5769,0.0023
24033530,6808,6758,50,0,0,0.0074,0.0000,NULL,0.0000
100326985,6770,6631,13,117,9,0.0020,9.0000,0.0769,0.0014
87658501,6720,6530,157,17,16,0.0240,0.1083,0.9412,0.0025
51926941,6690,6534,79,49,28,0.0121,0.6203,0.5714,0.0043
109928088,6688,6377,0,273,38,0.0000,NULL,0.1392,0.0060
121528560,6685,6556,64,45,20,0.0098,0.7031,0.4444,0.0031
56690952,6656,6251,103,269,33,0.0165,2.6117,0.1227,0.0053
107209058,6644,5753,140,656,95,0.0243,4.6857,0.1448,0.0165
52660721,6640,5672,495,452,21,0.0873,0.9131,0.0465,0.0037
21868086,6636,6468,3,163,2,0.0005,54.3333,0.0123,0.0003
34553782,6572,6198,166,204,4,0.0268,1.2289,0.0196,0.0006
80775941,6566,6310,97,154,5,0.0154,1.5876,0.0325,0.0008
78571658,6554,6289,14,216,35,0.0022,15.4286,0.1620,0.0056
8886191,6534,5976,101,419,38,0.0169,4.1485,0.0907,0.0064
90035027,6526,6023,31,401,71,0.0051,12.9355,0.1771,0.0118
60625397,6508,6238,169,72,29,0.0271,0.4260,0.4028,0.0046
99346682,6502,6359,48,56,39,0.0075,1.1667,0.6964,0.0061
19708378,6497,6226,182,62,27,0.0292,0.3407,0.4355,0.0043
45743550,6484,5934,83,350,117,0.0140,4.2169,0.3343,0.0197
37648682,6483,6302,149,18,14,0.0236,0.1208,0.7778,0.0022
21875488,6453,6289,100,52,12,0.0159,0.5200,0.2308,0.0019
55381200,6449,5428,1000,7,14,0.1842,0.0070,2.0000,0.0026
11197151,6438,6073,4,327,34,0.0007,81.7500,0.1040,0.0056
106090167,6419,6141,162,99,17,0.0264,0.6111,0.1717,0.0028
109280382,6397,6143,183,37,34,0.0298,0.2022,0.9189,0.0055
91731364,6384,6156,158,38,32,0.0257,0.2405,0.8421,0.0052
124992372,6353,6021,9,286,37,0.0015,31.7778,0.1294,0.0061
103767458,6344,5836,352,121,35,0.0603,0.3438,0.2893,0.0060
126784328,6342,5869,421,34,18,0.0717,0.0808,0.5294,0.0031
18781926,6338,5880,1,412,45,0.0002,412.0000,0.1092,0.0077
10211498,6331,6095,5,213,18,0.0008,42.6000,0.0845,0.0030
53150140,6318,6033,133,93,59,0.0220,0.6992,0.6344,0.0098
107376559,6316,6185,1,108,22,0.0002,108.0000,0.2037,0.0036
1926899,6311,5812,26,372,101,0.0045,14.3077,0.2715,0.0174
20849275,6307,5994,74,200,39,0.0123,2.7027,0.1950,0.0065
56560718,6267,5342,312,362,251,0.0584,1.1603,0.6934,0.0470
117902605,6229,6058,3,134,34,0.0005,44.6667,0.2537,0.0056
67268928,6218,5956,145,80,37,0.0243,0.5517,0.4625,0.0062
140423268,6160,5728,227,150,55,0.0396,0.6608,0.3667,0.0096
9639120,6150,5751,24,345,30,0.0042,14.3750,0.0870,0.0052
125912657,6137,5668,215,191,63,0.0379,0.8884,0.3298,0.0111
127619887,6135,5230,795,72,38,0.1520,0.0906,0.5278,0.0073
106498387,6101,5626,1,428,46,0.0002,428.0000,0.1075,0.0082
6101177,6097,6008,31,25,33,0.0052,0.8065,1.3200,0.0055
122150914,6081,5775,228,67,11,0.0395,0.2939,0.1642,0.0019
51435164,6071,5618,2,386,65,0.0004,193.0000,0.1684,0.0116
36593288,6054,5691,304,29,30,0.0534,0.0954,1.0345,0.0053
56653402,6048,5749,9,234,56,0.0016,26.0000,0.2393,0.0097
124614349,6048,5893,112,13,30,0.0190,0.1161,2.3077,0.0051
131472598,6044,5614,374,37,19,0.0666,0.0989,0.5135,0.0034
46428221,6034,6028,0,2,4,0.0000,NULL,2.0000,0.0007
19282406,6033,5945,11,71,6,0.0019,6.4545,0.0845,0.0010
119681430,6026,5503,415,73,35,0.0754,0.1759,0.4795,0.0064
61457956,6002,5751,196,31,24,0.0341,0.1582,0.7742,0.0042
3578206,5984,5871,97,4,12,0.0165,0.0412,3.0000,0.0020
36497409,5980,5850,87,20,23,0.0149,0.2299,1.1500,0.0039
84566857,5977,5704,182,73,18,0.0319,0.4011,0.2466,0.0032
103439105,5968,5590,212,123,43,0.0379,0.5802,0.3496,0.0077
63329418,5957,5784,127,25,21,0.0220,0.1969,0.8400,0.0036
48677702,5942,5435,462,20,25,0.0850,0.0433,1.2500,0.0046
90331505,5938,5717,144,52,25,0.0252,0.3611,0.4808,0.0044
81611585,5935,5728,65,117,25,0.0113,1.8000,0.2137,0.0044
58581609,5921,5663,249,1,8,0.0440,0.0040,8.0000,0.0014
50904788,5903,5097,700,76,30,0.1373,0.1086,0.3947,0.0059
54725247,5901,5535,159,157,50,0.0287,0.9874,0.3185,0.0090
102281568,5880,5485,208,182,5,0.0379,0.8750,0.0275,0.0009
85336332,5871,5290,17,448,116,0.0032,26.3529,0.2589,0.0219
92928708,5866,5414,17,396,39,0.0031,23.2941,0.0985,0.0072
4361577,5850,5382,20,345,103,0.0037,17.2500,0.2986,0.0191
3442818,5838,5367,262,162,47,0.0488,0.6183,0.2901,0.0088
138867561,5801,5627,3,169,2,0.0005,56.3333,0.0118,0.0004
130576689,5798,5627,74,49,48,0.0132,0.6622,0.9796,0.0085
28967361,5795,5612,1,176,6,0.0002,176.0000,0.0341,0.0011
117961451,5795,5504,231,32,28,0.0420,0.1385,0.8750,0.0051
867381,5794,5283,125,349,37,0.0237,2.7920,0.1060,0.0070
48752418,5785,5486,172,118,9,0.0314,0.6860,0.0763,0.0016
36574688,5773,5591,30,130,22,0.0054,4.3333,0.1692,0.0039
19911284,5747,5293,349,52,53,0.0659,0.1490,1.0192,0.0100
140780237,5723,5357,122,195,49,0.0228,1.5984,0.2513,0.0091
83735095,5696,5605,2,51,38,0.0004,25.5000,0.7451,0.0068
48836510,5680,5423,193,57,7,0.0356,0.2953,0.1228,0.0013
105616401,5679,5207,204,217,51,0.0392,1.0637,0.2350,0.0098
20264430,5672,5580,52,15,25,0.0093,0.2885,1.6667,0.0045
50673557,5665,5365,2,253,45,0.0004,126.5000,0.1779,0.0084
93479181,5663,5550,42,35,36,0.0076,0.8333,1.0286,0.0065
29245673,5652,5602,0,41,9,0.0000,NULL,0.2195,0.0016
24062806,5649,5426,65,143,15,0.0120,2.2000,0.1049,0.0028
131538712,5635,5324,1,274,36,0.0002,274.0000,0.1314,0.0068
121000384,5628,5517,24,59,28,0.0044,2.4583,0.4746,0.0051
73138544,5612,5447,11,141,13,0.0020,12.8182,0.0922,0.0024
74086991,5603,5337,102,118,46,0.0191,1.1569,0.3898,0.0086
26622553,5601,5215,246,97,43,0.0472,0.3943,0.4433,0.0082
65949028,5586,5168,174,196,48,0.0337,1.1264,0.2449,0.0093
48776635,5585,5186,244,115,40,0.0470,0.4713,0.3478,0.0077
136769457,5582,5199,106,264,13,0.0204,2.4906,0.0492,0.0025
73462715,5566,5359,103,60,44,0.0192,0.5825,0.7333,0.0082
51341836,5554,5075,283,163,33,0.0558,0.5760,0.2025,0.0065
47551029,5551,5359,1,159,32,0.0002,159.0000,0.2013,0.0060
103504610,5525,5288,163,63,11,0.0308,0.3865,0.1746,0.0021
109939909,5516,5358,1,131,26,0.0002,131.0000,0.1985,0.0049
123227202,5502,5239,12,198,53,0.0023,16.5000,0.2677,0.0101
137998405,5498,5397,25,35,41,0.0046,1.4000,1.1714,0.0076
75500533,5465,5194,6,184,81,0.0012,30.6667,0.4402,0.0156
15437545,5456,5099,109,177,71,0.0214,1.6239,0.4011,0.0139
95118455,5441,5072,76,269,24,0.0150,3.5395,0.0892,0.0047
138977388,5439,5279,6,121,33,0.0011,20.1667,0.2727,0.0063
106634442,5437,5359,41,14,23,0.0077,0.3415,1.6429,0.0043
81608134,5419,5219,2,140,58,0.0004,70.0000,0.4143,0.0111
75292590,5416,5039,358,9,10,0.0710,0.0251,1.1111,0.0020
8596951,5414,4704,595,78,37,0.1265,0.1311,0.4744,0.0079
100637858,5394,5183,129,45,37,0.0249,0.3488,0.8222,0.0071
49394233,5393,5297,2,72,22,0.0004,36.0000,0.3056,0.0042
128476994,5366,5116,114,81,55,0.0223,0.7105,0.6790,0.0108
12940608,5359,4920,289,101,49,0.0587,0.3495,0.4851,0.0100
55207467,5357,5102,2,234,19,0.0004,117.0000,0.0812,0.0037
83976914,5343,5087,4,195,57,0.0008,48.7500,0.2923,0.0112
80954170,5334,5195,52,68,19,0.0100,1.3077,0.2794,0.0037
65087297,5332,5121,151,45,15,0.0295,0.2980,0.3333,0.0029
129809988,5322,5278,9,32,3,0.0017,3.5556,0.0938,0.0006
129377104,5308,4874,285,94,55,0.0585,0.3298,0.5851,0.0113
84949737,5306,4910,281,58,57,0.0572,0.2064,0.9828,0.0116
36561036,5305,5100,83,115,7,0.0163,1.3855,0.0609,0.0014
119653720,5302,5006,26,198,72,0.0052,7.6154,0.3636,0.0144
83688949,5298,5081,25,164,28,0.0049,6.5600,0.1707,0.0055
21562611,5293,5079,2,164,48,0.0004,82.0000,0.2927,0.0095
26562102,5292,4977,3,270,42,0.0006,90.0000,0.1556,0.0084
34305614,5276,5176,93,7,0,0.0180,0.0753,0.0000,0.0000
67849399,5269,5016,146,84,23,0.0291,0.5753,0.2738,0.0046
22153508,5269,5196,51,14,8,0.0098,0.2745,0.5714,0.0015
110976685,5267,4343,12,782,130,0.0028,65.1667,0.1662,0.0299
62068426,5262,4822,20,319,101,0.0041,15.9500,0.3166,0.0209
31732015,5261,5028,26,173,34,0.0052,6.6538,0.1965,0.0068
134109810,5261,4973,123,114,51,0.0247,0.9268,0.4474,0.0103
2720721,5248,5208,11,8,21,0.0021,0.7273,2.6250,0.0040
99529968,5246,4687,528,15,16,0.1127,0.0284,1.0667,0.0034
57636921,5241,5053,157,12,19,0.0311,0.0764,1.5833,0.0038
44806939,5238,4956,1,220,61,0.0002,220.0000,0.2773,0.0123
10982501,5234,5039,181,2,12,0.0359,0.0110,6.0000,0.0024
130499060,5218,5116,5,84,13,0.0010,16.8000,0.1548,0.0025
80481728,5211,5030,20,156,5,0.0040,7.8000,0.0321,0.0010
58134314,5211,5063,2,130,16,0.0004,65.0000,0.1231,0.0032
84892889,5211,5169,26,3,13,0.0050,0.1154,4.3333,0.0025
8354126,5208,4998,191,15,4,0.0382,0.0785,0.2667,0.0008
91339068,5205,5074,30,89,12,0.0059,2.9667,0.1348,0.0024
63625417,5197,4229,788,160,20,0.1863,0.2030,0.1250,0.0047
137850156,5189,4834,15,320,20,0.0031,21.3333,0.0625,0.0041
47328088,5185,4770,272,101,42,0.0570,0.3713,0.4158,0.0088
97389266,5181,4964,0,165,52,0.0000,NULL,0.3152,0.0105
38588481,5181,5055,81,23,22,0.0160,0.2840,0.9565,0.0044
89428650,5168,4772,213,175,8,0.0446,0.8216,0.0457,0.0017
83802493,5165,4978,97,67,23,0.0195,0.6907,0.3433,0.0046
108070698,5154,5016,25,90,23,0.0050,3.6000,0.2556,0.0046
43855246,5145,4933,67,97,48,0.0136,1.4478,0.4948,0.0097
14447131,5139,4873,21,200,45,0.0043,9.5238,0.2250,0.0092
37554907,5123,4854,98,136,35,0.0202,1.3878,0.2574,0.0072
59781337,5123,4706,2,343,72,0.0004,171.5000,0.2099,0.0153
116101597,5119,4877,200,12,30,0.0410,0.0600,2.5000,0.0062
16807373,5110,4737,301,41,31,0.0635,0.1362,0.7561,0.0065
119149297,5110,4915,161,17,17,0.0328,0.1056,1.0000,0.0035
122430841,5107,4865,171,55,16,0.0351,0.3216,0.2909,0.0033
97795315,5096,4852,0,220,24,0.0000,NULL,0.1091,0.0049
17362237,5091,4872,10,151,58,0.0021,15.1000,0.3841,0.0119
78331026,5088,4858,120,60,50,0.0247,0.5000,0.8333,0.0103
28975138,5078,4792,10,250,26,0.0021,25.0000,0.1040,0.0054
26460336,5062,4802,24,213,23,0.0050,8.8750,0.1080,0.0048
118814309,5058,5007,3,31,17,0.0006,10.3333,0.5484,0.0034
134580497,5054,4902,97,36,19,0.0198,0.3711,0.5278,0.0039
128671783,5053,4929,85,19,20,0.0172,0.2235,1.0526,0.0041
136616127,5050,4885,135,1,29,0.0276,0.0074,29.0000,0.0059
85633095,5046,4758,0,250,38,0.0000,NULL,0.1520,0.0080
132203237,5038,4632,107,238,61,0.0231,2.2243,0.2563,0.0132
110954163,5029,4914,78,0,37,0.0159,0.0000,NULL,0.0075
106863941,5021,4856,153,9,3,0.0315,0.0588,0.3333,0.0006
65143114,4994,4799,182,9,4,0.0379,0.0495,0.4444,0.0008
36525698,4989,4963,0,18,8,0.0000,NULL,0.4444,0.0016
120986091,4988,4648,247,49,44,0.0531,0.1984,0.8980,0.0095
21465106,4986,4456,268,146,116,0.0601,0.5448,0.7945,0.0260
17552766,4983,4851,29,67,36,0.0060,2.3103,0.5373,0.0074
14157293,4981,4810,0,145,26,0.0000,NULL,0.1793,0.0054
57981025,4980,4820,36,77,47,0.0075,2.1389,0.6104,0.0098
87983348,4925,4350,1,465,109,0.0002,465.0000,0.2344,0.0251
130041655,4916,4392,92,378,54,0.0209,4.1087,0.1429,0.0123
126046148,4912,4679,2,169,62,0.0004,84.5000,0.3669,0.0133
83570876,4909,4782,108,3,16,0.0226,0.0278,5.3333,0.0033
137204928,4896,4735,70,68,23,0.0148,0.9714,0.3382,0.0049
131930045,4895,4675,67,110,43,0.0143,1.6418,0.3909,0.0092
79253885,4885,4504,3,280,98,0.0007,93.3333,0.3500,0.0218
120329032,4880,4657,143,51,29,0.0307,0.3566,0.5686,0.0062
31663890,4874,4555,68,241,10,0.0149,3.5441,0.0415,0.0022
4225412,4872,4627,3,191,51,0.0006,63.6667,0.2670,0.0110
128878698,4872,4705,87,49,31,0.0185,0.5632,0.6327,0.0066
88815441,4868,4429,304,83,52,0.0686,0.2730,0.6265,0.0117
79112468,4862,4539,291,23,9,0.0641,0.0790,0.3913,0.0020
102011432,4860,4758,32,58,12,0.0067,1.8125,0.2069,0.0025
26052997,4850,4657,1,192,0,0.0002,192.0000,0.0000,0.0000
125193088,4826,4753,25,30,18,0.0053,1.2000,0.6000,0.0038
1160607,4800,4540,8,192,60,0.0018,24.0000,0.3125,0.0132
137905112,4783,4559,36,125,63,0.0079,3.4722,0.5040,0.0138
83851924,4779,3945,590,178,66,0.1496,0.3017,0.3708,0.0167
12055347,4763,4134,469,158,2,0.1134,0.3369,0.0127,0.0005
61596634,4761,4445,25,199,92,0.0056,7.9600,0.4623,0.0207
110509780,4754,4578,3,173,0,0.0007,57.6667,0.0000,0.0000
78704357,4743,4560,154,27,2,0.0338,0.1753,0.0741,0.0004
35272739,4740,4501,14,216,9,0.0031,15.4286,0.0417,0.0020
5478302,4740,4652,1,78,9,0.0002,78.0000,0.1154,0.0019
94514932,4739,4490,37,187,25,0.0082,5.0541,0.1337,0.0056
88120786,4734,4294,233,189,18,0.0543,0.8112,0.0952,0.0042
72306639,4728,4579,0,97,52,0.0000,NULL,0.5361,0.0114
133152667,4726,4556,0,142,28,0.0000,NULL,0.1972,0.0061
83764719,4725,4390,305,12,18,0.0695,0.0393,1.5000,0.0041
130132447,4721,4577,9,90,45,0.0020,10.0000,0.5000,0.0098
16066732,4709,4388,8,249,64,0.0018,31.1250,0.2570,0.0146
44193672,4704,4430,4,128,142,0.0009,32.0000,1.1094,0.0321
2502524,4699,4613,2,79,5,0.0004,39.5000,0.0633,0.0011
28373415,4694,4444,159,61,30,0.0358,0.3836,0.4918,0.0068
58812216,4692,4499,1,143,49,0.0002,143.0000,0.3427,0.0109
54423533,4687,4426,6,245,10,0.0014,40.8333,0.0408,0.0023
139104982,4675,4555,25,66,29,0.0055,2.6400,0.4394,0.0064
128055612,4671,4057,8,498,108,0.0020,62.2500,0.2169,0.0266
35758348,4664,4283,350,27,4,0.0817,0.0771,0.1481,0.0009
107323711,4661,4581,10,68,2,0.0022,6.8000,0.0294,0.0004
67168345,4659,4552,84,6,17,0.0185,0.0714,2.8333,0.0037
131275408,4658,4473,0,157,28,0.0000,NULL,0.1783,0.0063
47874120,4656,4258,4,316,78,0.0009,79.0000,0.2468,0.0183
135347247,4656,4564,1,66,25,0.0002,66.0000,0.3788,0.0055
37780288,4651,4277,242,107,25,0.0566,0.4421,0.2336,0.0058
133680584,4651,4559,6,60,26,0.0013,10.0000,0.4333,0.0057
15777503,4651,4264,215,164,8,0.0504,0.7628,0.0488,0.0019
65438079,4638,4528,58,34,18,0.0128,0.5862,0.5294,0.0040
18728199,4635,4455,7,164,9,0.0016,23.4286,0.0549,0.0020
88079688,4632,4399,44,121,68,0.0100,2.7500,0.5620,0.0155
108829095,4631,4361,26,195,49,0.0060,7.5000,0.2513,0.0112
119652192,4626,4111,330,159,26,0.0803,0.4818,0.1635,0.0063
112171699,4621,4421,30,122,48,0.0068,4.0667,0.3934,0.0109
88503688,4612,4166,44,274,128,0.0106,6.2273,0.4672,0.0307
22992522,4607,4468,0,124,15,0.0000,NULL,0.1210,0.0034
120321894,4600,4410,172,8,10,0.0390,0.0465,1.2500,0.0023
35709243,4600,4525,0,56,19,0.0000,NULL,0.3393,0.0042
4725269,4580,4459,0,108,13,0.0000,NULL,0.1204,0.0029
89647768,4577,4478,0,93,6,0.0000,NULL,0.0645,0.0013
123250328,4575,4326,154,76,19,0.0356,0.4935,0.2500,0.0044
117718025,4573,3709,33,766,65,0.0089,23.2121,0.0849,0.0175
75821100,4567,4311,79,160,17,0.0183,2.0253,0.1063,0.0039
140452690,4559,4261,271,19,8,0.0636,0.0701,0.4211,0.0019
99480990,4537,4135,10,351,41,0.0024,35.1000,0.1168,0.0099
109097995,4532,4371,0,140,21,0.0000,NULL,0.1500,0.0048
10026124,4530,4367,4,142,17,0.0009,35.5000,0.1197,0.0039
138735272,4519,4158,4,263,94,0.0010,65.7500,0.3574,0.0226
101437780,4518,4488,3,19,8,0.0007,6.3333,0.4211,0.0018
97951451,4517,4366,1,137,13,0.0002,137.0000,0.0949,0.0030
106416249,4507,4252,14,197,44,0.0033,14.0714,0.2234,0.0103
5694160,4504,4178,217,91,18,0.0519,0.4194,0.1978,0.0043
116867259,4502,3993,14,462,33,0.0035,33.0000,0.0714,0.0083
112711623,4500,4311,163,1,25,0.0378,0.0061,25.0000,0.0058
33303512,4495,4366,92,20,17,0.0211,0.2174,0.8500,0.0039
47293396,4482,3853,24,577,28,0.0062,24.0417,0.0485,0.0073
106815559,4481,4237,0,226,18,0.0000,NULL,0.0796,0.0042
127089112,4478,4446,7,24,1,0.0016,3.4286,0.0417,0.0002
43794910,4476,4157,13,266,40,0.0031,20.4615,0.1504,0.0096
67202688,4467,4277,4,141,45,0.0009,35.2500,0.3191,0.0105
24219008,4466,4302,124,21,19,0.0288,0.1694,0.9048,0.0044
109155337,4458,4169,239,30,20,0.0573,0.1255,0.6667,0.0048
95237027,4454,4250,12,174,18,0.0028,14.5000,0.1034,0.0042
105744471,4449,4204,2,208,35,0.0005,104.0000,0.1683,0.0083
