user_id,last_purchase_time,survey_end_time,hours_since_last_purchase,days_since_last_purchase,user_rank,total_users,rank_rate,churn_type
95937118,2014-11-18 14:00:00,2014-12-18 23:00:00,729.0,30.0,19,8886,0.0021381949133468378,流失用户
112819908,2014-11-18 14:00:00,2014-12-18 23:00:00,729.0,30.0,20,8886,0.0022507314877335135,流失用户
113445602,2014-11-18 14:00:00,2014-12-18 23:00:00,729.0,30.0,21,8886,0.002363268062120189,流失用户
141792132,2014-11-18 14:00:00,2014-12-18 23:00:00,729.0,30.0,22,8886,0.002475804636506865,流失用户
117489231,2014-11-18 15:00:00,2014-12-18 23:00:00,728.0,30.0,23,8886,0.0025883412108935406,流失用户
134020041,2014-11-18 16:00:00,2014-12-18 23:00:00,727.0,30.0,24,8886,0.0027008777852802163,流失用户
36164872,2014-11-18 18:00:00,2014-12-18 23:00:00,725.0,30.0,25,8886,0.002813414359666892,流失用户
49598175,2014-11-18 18:00:00,2014-12-18 23:00:00,725.0,30.0,26,8886,0.002925950934053567,流失用户
125817021,2014-11-18 18:00:00,2014-12-18 23:00:00,725.0,30.0,27,8886,0.003038487508440243,流失用户
130457432,2014-11-18 18:00:00,2014-12-18 23:00:00,725.0,30.0,28,8886,0.0031510240828269186,流失用户
28160359,2014-11-18 19:00:00,2014-12-18 23:00:00,724.0,30.0,29,8886,0.0032635606572135943,流失用户
61454609,2014-11-18 19:00:00,2014-12-18 23:00:00,724.0,30.0,30,8886,0.00337609723160027,流失用户
122876959,2014-11-18 19:00:00,2014-12-18 23:00:00,724.0,30.0,31,8886,0.0034886338059869457,流失用户
79614874,2014-11-18 20:00:00,2014-12-18 23:00:00,723.0,30.0,32,8886,0.0036011703803736214,流失用户
104639948,2014-11-18 20:00:00,2014-12-18 23:00:00,723.0,30.0,33,8886,0.003713706954760297,流失用户
6596569,2014-11-18 21:00:00,2014-12-18 23:00:00,722.0,30.0,34,8886,0.0038262435291469728,流失用户
10797721,2014-11-18 21:00:00,2014-12-18 23:00:00,722.0,30.0,35,8886,0.003938780103533648,流失用户
56960895,2014-11-18 21:00:00,2014-12-18 23:00:00,722.0,30.0,36,8886,0.004051316677920324,流失用户
139544053,2014-11-18 21:00:00,2014-12-18 23:00:00,722.0,30.0,37,8886,0.004163853252306999,流失用户
44048864,2014-11-18 22:00:00,2014-12-18 23:00:00,721.0,30.0,38,8886,0.0042763898266936756,流失用户
45542148,2014-11-18 23:00:00,2014-12-18 23:00:00,720.0,30.0,39,8886,0.004388926401080351,流失用户
122694692,2014-11-18 23:00:00,2014-12-18 23:00:00,720.0,30.0,40,8886,0.004501462975467027,流失用户
113905943,2014-11-19 00:00:00,2014-12-18 23:00:00,719.0,29.0,41,8886,0.004613999549853702,流失用户
125225379,2014-11-19 08:00:00,2014-12-18 23:00:00,711.0,29.0,42,8886,0.004726536124240378,流失用户
23482875,2014-11-19 09:00:00,2014-12-18 23:00:00,710.0,29.0,43,8886,0.004839072698627054,流失用户
44433489,2014-11-19 10:00:00,2014-12-18 23:00:00,709.0,29.0,44,8886,0.00495160927301373,流失用户
49285159,2014-11-19 10:00:00,2014-12-18 23:00:00,709.0,29.0,45,8886,0.005064145847400405,流失用户
52046180,2014-11-19 10:00:00,2014-12-18 23:00:00,709.0,29.0,46,8886,0.005176682421787081,流失用户
25456026,2014-11-19 11:00:00,2014-12-18 23:00:00,708.0,29.0,47,8886,0.005289218996173756,流失用户
48505064,2014-11-19 11:00:00,2014-12-18 23:00:00,708.0,29.0,48,8886,0.0054017555705604325,流失用户
36247777,2014-11-19 12:00:00,2014-12-18 23:00:00,707.0,29.0,49,8886,0.005514292144947108,流失用户
90805328,2014-11-19 12:00:00,2014-12-18 23:00:00,707.0,29.0,50,8886,0.005626828719333784,流失用户
93461805,2014-11-19 12:00:00,2014-12-18 23:00:00,707.0,29.0,51,8886,0.005739365293720459,流失用户
117221482,2014-11-19 12:00:00,2014-12-18 23:00:00,707.0,29.0,52,8886,0.005851901868107134,流失用户
141609995,2014-11-19 12:00:00,2014-12-18 23:00:00,707.0,29.0,53,8886,0.0059644384424938105,流失用户
141870015,2014-11-19 12:00:00,2014-12-18 23:00:00,707.0,29.0,54,8886,0.006076975016880486,流失用户
43953561,2014-11-19 13:00:00,2014-12-18 23:00:00,706.0,29.0,55,8886,0.006189511591267162,流失用户
48862784,2014-11-19 13:00:00,2014-12-18 23:00:00,706.0,29.0,56,8886,0.006302048165653837,流失用户
54554843,2014-11-19 13:00:00,2014-12-18 23:00:00,706.0,29.0,57,8886,0.006414584740040513,流失用户
77845023,2014-11-19 13:00:00,2014-12-18 23:00:00,706.0,29.0,58,8886,0.006527121314427189,流失用户
88603547,2014-11-19 13:00:00,2014-12-18 23:00:00,706.0,29.0,59,8886,0.006639657888813865,流失用户
92395241,2014-11-19 13:00:00,2014-12-18 23:00:00,706.0,29.0,60,8886,0.00675219446320054,流失用户
133968486,2014-11-19 13:00:00,2014-12-18 23:00:00,706.0,29.0,61,8886,0.006864731037587216,流失用户
90333804,2014-11-19 14:00:00,2014-12-18 23:00:00,705.0,29.0,62,8886,0.006977267611973891,流失用户
98578505,2014-11-19 14:00:00,2014-12-18 23:00:00,705.0,29.0,63,8886,0.0070898041863605675,流失用户
120613535,2014-11-19 14:00:00,2014-12-18 23:00:00,705.0,29.0,64,8886,0.007202340760747243,流失用户
4839961,2014-11-19 15:00:00,2014-12-18 23:00:00,704.0,29.0,65,8886,0.007314877335133919,流失用户
83425764,2014-11-19 15:00:00,2014-12-18 23:00:00,704.0,29.0,66,8886,0.007427413909520594,流失用户
106998000,2014-11-19 15:00:00,2014-12-18 23:00:00,704.0,29.0,67,8886,0.00753995048390727,流失用户
130573524,2014-11-19 16:00:00,2014-12-18 23:00:00,703.0,29.0,68,8886,0.0076524870582939455,流失用户
61409141,2014-11-19 17:00:00,2014-12-18 23:00:00,702.0,29.0,69,8886,0.007765023632680621,流失用户
67797025,2014-11-19 17:00:00,2014-12-18 23:00:00,702.0,29.0,70,8886,0.007877560207067296,流失用户
72753801,2014-11-19 17:00:00,2014-12-18 23:00:00,702.0,29.0,71,8886,0.007990096781453973,流失用户
87338001,2014-11-19 17:00:00,2014-12-18 23:00:00,702.0,29.0,72,8886,0.008102633355840648,流失用户
110532180,2014-11-19 17:00:00,2014-12-18 23:00:00,702.0,29.0,73,8886,0.008215169930227324,流失用户
114650712,2014-11-19 17:00:00,2014-12-18 23:00:00,702.0,29.0,74,8886,0.008327706504613999,流失用户
139068649,2014-11-19 17:00:00,2014-12-18 23:00:00,702.0,29.0,75,8886,0.008440243079000676,流失用户
35644209,2014-11-19 18:00:00,2014-12-18 23:00:00,701.0,29.0,76,8886,0.008552779653387351,流失用户
83469580,2014-11-19 18:00:00,2014-12-18 23:00:00,701.0,29.0,77,8886,0.008665316227774026,流失用户
100745953,2014-11-19 18:00:00,2014-12-18 23:00:00,701.0,29.0,78,8886,0.008777852802160702,流失用户
131554806,2014-11-19 18:00:00,2014-12-18 23:00:00,701.0,29.0,79,8886,0.008890389376547379,流失用户
26025143,2014-11-19 19:00:00,2014-12-18 23:00:00,700.0,29.0,80,8886,0.009002925950934054,流失用户
100039408,2014-11-19 19:00:00,2014-12-18 23:00:00,700.0,29.0,81,8886,0.00911546252532073,流失用户
11845036,2014-11-19 20:00:00,2014-12-18 23:00:00,699.0,29.0,82,8886,0.009227999099707404,流失用户
59480165,2014-11-19 20:00:00,2014-12-18 23:00:00,699.0,29.0,83,8886,0.009340535674094081,流失用户
77031104,2014-11-19 20:00:00,2014-12-18 23:00:00,699.0,29.0,84,8886,0.009453072248480757,流失用户
97154652,2014-11-19 20:00:00,2014-12-18 23:00:00,699.0,29.0,85,8886,0.009565608822867432,流失用户
99641114,2014-11-19 20:00:00,2014-12-18 23:00:00,699.0,29.0,86,8886,0.009678145397254107,流失用户
131565054,2014-11-19 20:00:00,2014-12-18 23:00:00,699.0,29.0,87,8886,0.009790681971640782,流失用户
134060411,2014-11-19 20:00:00,2014-12-18 23:00:00,699.0,29.0,88,8886,0.00990321854602746,流失用户
10131505,2014-11-19 21:00:00,2014-12-18 23:00:00,698.0,29.0,89,8886,0.010015755120414135,流失用户
49007368,2014-11-19 21:00:00,2014-12-18 23:00:00,698.0,29.0,90,8886,0.01012829169480081,流失用户
139808909,2014-11-19 21:00:00,2014-12-18 23:00:00,698.0,29.0,91,8886,0.010240828269187485,流失用户
31723437,2014-11-19 22:00:00,2014-12-18 23:00:00,697.0,29.0,92,8886,0.010353364843574162,流失用户
33649704,2014-11-19 22:00:00,2014-12-18 23:00:00,697.0,29.0,93,8886,0.010465901417960837,流失用户
76758868,2014-11-19 22:00:00,2014-12-18 23:00:00,697.0,29.0,94,8886,0.010578437992347513,流失用户
31331524,2014-11-19 23:00:00,2014-12-18 23:00:00,696.0,29.0,95,8886,0.010690974566734188,流失用户
37951207,2014-11-19 23:00:00,2014-12-18 23:00:00,696.0,29.0,96,8886,0.010803511141120865,流失用户
138265467,2014-11-19 23:00:00,2014-12-18 23:00:00,696.0,29.0,97,8886,0.01091604771550754,流失用户
103133076,2014-11-20 01:00:00,2014-12-18 23:00:00,694.0,28.0,98,8886,0.011028584289894216,流失用户
24683808,2014-11-20 08:00:00,2014-12-18 23:00:00,687.0,28.0,99,8886,0.01114112086428089,流失用户
83836148,2014-11-20 08:00:00,2014-12-18 23:00:00,687.0,28.0,100,8886,0.011253657438667568,流失用户
84568949,2014-11-20 09:00:00,2014-12-18 23:00:00,686.0,28.0,101,8886,0.011366194013054243,流失用户
101392927,2014-11-20 09:00:00,2014-12-18 23:00:00,686.0,28.0,102,8886,0.011478730587440918,流失用户
141418782,2014-11-20 09:00:00,2014-12-18 23:00:00,686.0,28.0,103,8886,0.011591267161827594,流失用户
38538148,2014-11-20 10:00:00,2014-12-18 23:00:00,685.0,28.0,104,8886,0.011703803736214269,流失用户
72890914,2014-11-20 10:00:00,2014-12-18 23:00:00,685.0,28.0,105,8886,0.011816340310600946,流失用户
129915492,2014-11-20 10:00:00,2014-12-18 23:00:00,685.0,28.0,106,8886,0.011928876884987621,流失用户
85101585,2014-11-20 11:00:00,2014-12-18 23:00:00,684.0,28.0,107,8886,0.012041413459374296,流失用户
133581105,2014-11-20 11:00:00,2014-12-18 23:00:00,684.0,28.0,108,8886,0.012153950033760972,流失用户
49784280,2014-11-20 12:00:00,2014-12-18 23:00:00,683.0,28.0,109,8886,0.012266486608147649,流失用户
70664970,2014-11-20 12:00:00,2014-12-18 23:00:00,683.0,28.0,110,8886,0.012379023182534324,流失用户
89104233,2014-11-20 12:00:00,2014-12-18 23:00:00,683.0,28.0,111,8886,0.012491559756921,流失用户
124890974,2014-11-20 12:00:00,2014-12-18 23:00:00,683.0,28.0,112,8886,0.012604096331307674,流失用户
69807585,2014-11-20 13:00:00,2014-12-18 23:00:00,682.0,28.0,113,8886,0.012716632905694351,流失用户
95706559,2014-11-20 14:00:00,2014-12-18 23:00:00,681.0,28.0,114,8886,0.012829169480081027,流失用户
39883816,2014-11-20 15:00:00,2014-12-18 23:00:00,680.0,28.0,115,8886,0.012941706054467702,流失用户
52066451,2014-11-20 15:00:00,2014-12-18 23:00:00,680.0,28.0,116,8886,0.013054242628854377,流失用户
52655107,2014-11-20 15:00:00,2014-12-18 23:00:00,680.0,28.0,117,8886,0.013166779203241054,流失用户
110313549,2014-11-20 15:00:00,2014-12-18 23:00:00,680.0,28.0,118,8886,0.01327931577762773,流失用户
113718238,2014-11-20 15:00:00,2014-12-18 23:00:00,680.0,28.0,119,8886,0.013391852352014405,流失用户
13408757,2014-11-20 16:00:00,2014-12-18 23:00:00,679.0,28.0,120,8886,0.01350438892640108,流失用户
84875269,2014-11-20 16:00:00,2014-12-18 23:00:00,679.0,28.0,121,8886,0.013616925500787755,流失用户
122259561,2014-11-20 16:00:00,2014-12-18 23:00:00,679.0,28.0,122,8886,0.013729462075174432,流失用户
130868549,2014-11-20 17:00:00,2014-12-18 23:00:00,678.0,28.0,123,8886,0.013841998649561107,流失用户
9413973,2014-11-20 18:00:00,2014-12-18 23:00:00,677.0,28.0,124,8886,0.013954535223947783,流失用户
98303971,2014-11-20 18:00:00,2014-12-18 23:00:00,677.0,28.0,125,8886,0.014067071798334458,流失用户
58423360,2014-11-20 19:00:00,2014-12-18 23:00:00,676.0,28.0,126,8886,0.014179608372721135,流失用户
72129303,2014-11-20 19:00:00,2014-12-18 23:00:00,676.0,28.0,127,8886,0.01429214494710781,流失用户
125615177,2014-11-20 20:00:00,2014-12-18 23:00:00,675.0,28.0,128,8886,0.014404681521494486,流失用户
132646666,2014-11-20 20:00:00,2014-12-18 23:00:00,675.0,28.0,129,8886,0.01451721809588116,流失用户
137545874,2014-11-20 20:00:00,2014-12-18 23:00:00,675.0,28.0,130,8886,0.014629754670267838,流失用户
7507359,2014-11-20 21:00:00,2014-12-18 23:00:00,674.0,28.0,131,8886,0.014742291244654513,流失用户
15736320,2014-11-20 21:00:00,2014-12-18 23:00:00,674.0,28.0,132,8886,0.014854827819041188,流失用户
116625593,2014-11-20 21:00:00,2014-12-18 23:00:00,674.0,28.0,133,8886,0.014967364393427864,流失用户
116751277,2014-11-20 21:00:00,2014-12-18 23:00:00,674.0,28.0,134,8886,0.01507990096781454,流失用户
8823134,2014-11-20 22:00:00,2014-12-18 23:00:00,673.0,28.0,135,8886,0.015192437542201216,流失用户
11246070,2014-11-20 22:00:00,2014-12-18 23:00:00,673.0,28.0,136,8886,0.015304974116587891,流失用户
17220524,2014-11-20 22:00:00,2014-12-18 23:00:00,673.0,28.0,137,8886,0.015417510690974566,流失用户
75180624,2014-11-20 22:00:00,2014-12-18 23:00:00,673.0,28.0,138,8886,0.015530047265361242,流失用户
130890986,2014-11-20 22:00:00,2014-12-18 23:00:00,673.0,28.0,139,8886,0.01564258383974792,流失用户
85064035,2014-11-20 23:00:00,2014-12-18 23:00:00,672.0,28.0,140,8886,0.015755120414134592,流失用户
102477155,2014-11-21 00:00:00,2014-12-18 23:00:00,671.0,27.0,141,8886,0.01586765698852127,流失用户
117155106,2014-11-21 00:00:00,2014-12-18 23:00:00,671.0,27.0,142,8886,0.015980193562907946,流失用户
21329952,2014-11-21 01:00:00,2014-12-18 23:00:00,670.0,27.0,143,8886,0.01609273013729462,流失用户
109421576,2014-11-21 06:00:00,2014-12-18 23:00:00,665.0,27.0,144,8886,0.016205266711681297,流失用户
17684274,2014-11-21 09:00:00,2014-12-18 23:00:00,662.0,27.0,145,8886,0.016317803286067974,流失用户
3945782,2014-11-21 10:00:00,2014-12-18 23:00:00,661.0,27.0,146,8886,0.016430339860454647,流失用户
98935781,2014-11-21 10:00:00,2014-12-18 23:00:00,661.0,27.0,147,8886,0.016542876434841324,流失用户
133519239,2014-11-21 11:00:00,2014-12-18 23:00:00,660.0,27.0,148,8886,0.016655413009227998,流失用户
15244919,2014-11-21 12:00:00,2014-12-18 23:00:00,659.0,27.0,149,8886,0.016767949583614675,流失用户
22466822,2014-11-21 12:00:00,2014-12-18 23:00:00,659.0,27.0,150,8886,0.01688048615800135,流失用户
116187349,2014-11-21 12:00:00,2014-12-18 23:00:00,659.0,27.0,151,8886,0.016993022732388025,流失用户
22962826,2014-11-21 13:00:00,2014-12-18 23:00:00,658.0,27.0,152,8886,0.017105559306774702,流失用户
36430492,2014-11-21 13:00:00,2014-12-18 23:00:00,658.0,27.0,153,8886,0.017218095881161376,流失用户
67538161,2014-11-21 14:00:00,2014-12-18 23:00:00,657.0,27.0,154,8886,0.017330632455548053,流失用户
90937322,2014-11-21 14:00:00,2014-12-18 23:00:00,657.0,27.0,155,8886,0.01744316902993473,流失用户
11695398,2014-11-21 16:00:00,2014-12-18 23:00:00,655.0,27.0,156,8886,0.017555705604321403,流失用户
92147065,2014-11-21 16:00:00,2014-12-18 23:00:00,655.0,27.0,157,8886,0.01766824217870808,流失用户
23118960,2014-11-21 17:00:00,2014-12-18 23:00:00,654.0,27.0,158,8886,0.017780778753094757,流失用户
30170700,2014-11-21 18:00:00,2014-12-18 23:00:00,653.0,27.0,159,8886,0.01789331532748143,流失用户
122803562,2014-11-21 18:00:00,2014-12-18 23:00:00,653.0,27.0,160,8886,0.018005851901868108,流失用户
52807388,2014-11-21 19:00:00,2014-12-18 23:00:00,652.0,27.0,161,8886,0.01811838847625478,流失用户
56972597,2014-11-21 19:00:00,2014-12-18 23:00:00,652.0,27.0,162,8886,0.01823092505064146,流失用户
115003339,2014-11-21 19:00:00,2014-12-18 23:00:00,652.0,27.0,163,8886,0.018343461625028135,流失用户
130082553,2014-11-21 19:00:00,2014-12-18 23:00:00,652.0,27.0,164,8886,0.01845599819941481,流失用户
27284201,2014-11-21 20:00:00,2014-12-18 23:00:00,651.0,27.0,165,8886,0.018568534773801486,流失用户
42479497,2014-11-21 20:00:00,2014-12-18 23:00:00,651.0,27.0,166,8886,0.018681071348188163,流失用户
55828617,2014-11-21 20:00:00,2014-12-18 23:00:00,651.0,27.0,167,8886,0.018793607922574836,流失用户
123679342,2014-11-21 20:00:00,2014-12-18 23:00:00,651.0,27.0,168,8886,0.018906144496961513,流失用户
54586263,2014-11-21 21:00:00,2014-12-18 23:00:00,650.0,27.0,169,8886,0.019018681071348187,流失用户
55619772,2014-11-21 21:00:00,2014-12-18 23:00:00,650.0,27.0,170,8886,0.019131217645734864,流失用户
59766636,2014-11-21 21:00:00,2014-12-18 23:00:00,650.0,27.0,171,8886,0.01924375422012154,流失用户
68583482,2014-11-21 21:00:00,2014-12-18 23:00:00,650.0,27.0,172,8886,0.019356290794508214,流失用户
11790840,2014-11-21 22:00:00,2014-12-18 23:00:00,649.0,27.0,173,8886,0.01946882736889489,流失用户
121693940,2014-11-21 22:00:00,2014-12-18 23:00:00,649.0,27.0,174,8886,0.019581363943281565,流失用户
13384101,2014-11-21 23:00:00,2014-12-18 23:00:00,648.0,27.0,175,8886,0.019693900517668242,流失用户
28192835,2014-11-21 23:00:00,2014-12-18 23:00:00,648.0,27.0,176,8886,0.01980643709205492,流失用户
101449182,2014-11-21 23:00:00,2014-12-18 23:00:00,648.0,27.0,177,8886,0.019918973666441592,流失用户
112230173,2014-11-21 23:00:00,2014-12-18 23:00:00,648.0,27.0,178,8886,0.02003151024082827,流失用户
53472380,2014-11-22 00:00:00,2014-12-18 23:00:00,647.0,26.0,179,8886,0.020144046815214946,流失用户
100462790,2014-11-22 00:00:00,2014-12-18 23:00:00,647.0,26.0,180,8886,0.02025658338960162,流失用户
121970896,2014-11-22 00:00:00,2014-12-18 23:00:00,647.0,26.0,181,8886,0.020369119963988297,流失用户
101828853,2014-11-22 07:00:00,2014-12-18 23:00:00,640.0,26.0,182,8886,0.02048165653837497,流失用户
101798575,2014-11-22 08:00:00,2014-12-18 23:00:00,639.0,26.0,183,8886,0.020594193112761647,流失用户
943095,2014-11-22 09:00:00,2014-12-18 23:00:00,638.0,26.0,184,8886,0.020706729687148324,流失用户
85837173,2014-11-22 09:00:00,2014-12-18 23:00:00,638.0,26.0,185,8886,0.020819266261534998,流失用户
110285639,2014-11-22 09:00:00,2014-12-18 23:00:00,638.0,26.0,186,8886,0.020931802835921675,流失用户
31495737,2014-11-22 10:00:00,2014-12-18 23:00:00,637.0,26.0,187,8886,0.02104433941030835,流失用户
68875424,2014-11-22 10:00:00,2014-12-18 23:00:00,637.0,26.0,188,8886,0.021156875984695026,流失用户
95665574,2014-11-22 10:00:00,2014-12-18 23:00:00,637.0,26.0,189,8886,0.021269412559081703,流失用户
8832025,2014-11-22 11:00:00,2014-12-18 23:00:00,636.0,26.0,190,8886,0.021381949133468376,流失用户
83080518,2014-11-22 12:00:00,2014-12-18 23:00:00,635.0,26.0,191,8886,0.021494485707855053,流失用户
9260930,2014-11-22 13:00:00,2014-12-18 23:00:00,634.0,26.0,192,8886,0.02160702228224173,流失用户
42851945,2014-11-22 13:00:00,2014-12-18 23:00:00,634.0,26.0,193,8886,0.021719558856628404,流失用户
135099670,2014-11-22 13:00:00,2014-12-18 23:00:00,634.0,26.0,194,8886,0.02183209543101508,流失用户
31816906,2014-11-22 14:00:00,2014-12-18 23:00:00,633.0,26.0,195,8886,0.021944632005401754,流失用户
36457777,2014-11-22 14:00:00,2014-12-18 23:00:00,633.0,26.0,196,8886,0.02205716857978843,流失用户
56205838,2014-11-22 14:00:00,2014-12-18 23:00:00,633.0,26.0,197,8886,0.022169705154175108,流失用户
83531230,2014-11-22 15:00:00,2014-12-18 23:00:00,632.0,26.0,198,8886,0.02228224172856178,流失用户
86103367,2014-11-22 16:00:00,2014-12-18 23:00:00,631.0,26.0,199,8886,0.02239477830294846,流失用户
137328784,2014-11-22 16:00:00,2014-12-18 23:00:00,631.0,26.0,200,8886,0.022507314877335136,流失用户
118427343,2014-11-22 17:00:00,2014-12-18 23:00:00,630.0,26.0,201,8886,0.02261985145172181,流失用户
17175521,2014-11-22 18:00:00,2014-12-18 23:00:00,629.0,26.0,202,8886,0.022732388026108486,流失用户
44073291,2014-11-22 19:00:00,2014-12-18 23:00:00,628.0,26.0,203,8886,0.02284492460049516,流失用户
50660286,2014-11-22 19:00:00,2014-12-18 23:00:00,628.0,26.0,204,8886,0.022957461174881837,流失用户
54658786,2014-11-22 19:00:00,2014-12-18 23:00:00,628.0,26.0,205,8886,0.023069997749268514,流失用户
109493411,2014-11-22 19:00:00,2014-12-18 23:00:00,628.0,26.0,206,8886,0.023182534323655187,流失用户
132039263,2014-11-22 19:00:00,2014-12-18 23:00:00,628.0,26.0,207,8886,0.023295070898041864,流失用户
32881965,2014-11-22 20:00:00,2014-12-18 23:00:00,627.0,26.0,208,8886,0.023407607472428538,流失用户
40786964,2014-11-22 20:00:00,2014-12-18 23:00:00,627.0,26.0,209,8886,0.023520144046815215,流失用户
69781008,2014-11-22 20:00:00,2014-12-18 23:00:00,627.0,26.0,210,8886,0.02363268062120189,流失用户
78877674,2014-11-22 20:00:00,2014-12-18 23:00:00,627.0,26.0,211,8886,0.023745217195588565,流失用户
3066501,2014-11-22 21:00:00,2014-12-18 23:00:00,626.0,26.0,212,8886,0.023857753769975242,流失用户
45051306,2014-11-22 21:00:00,2014-12-18 23:00:00,626.0,26.0,213,8886,0.02397029034436192,流失用户
88972430,2014-11-22 21:00:00,2014-12-18 23:00:00,626.0,26.0,214,8886,0.024082826918748593,流失用户
30717687,2014-11-22 22:00:00,2014-12-18 23:00:00,625.0,26.0,215,8886,0.02419536349313527,流失用户
50704206,2014-11-22 22:00:00,2014-12-18 23:00:00,625.0,26.0,216,8886,0.024307900067521943,流失用户
62107563,2014-11-22 22:00:00,2014-12-18 23:00:00,625.0,26.0,217,8886,0.02442043664190862,流失用户
88753779,2014-11-22 22:00:00,2014-12-18 23:00:00,625.0,26.0,218,8886,0.024532973216295297,流失用户
13110515,2014-11-22 23:00:00,2014-12-18 23:00:00,624.0,26.0,219,8886,0.02464550979068197,流失用户
63164461,2014-11-22 23:00:00,2014-12-18 23:00:00,624.0,26.0,220,8886,0.024758046365068648,流失用户
64337070,2014-11-22 23:00:00,2014-12-18 23:00:00,624.0,26.0,221,8886,0.02487058293945532,流失用户
139878247,2014-11-22 23:00:00,2014-12-18 23:00:00,624.0,26.0,222,8886,0.024983119513842,流失用户
9601609,2014-11-23 08:00:00,2014-12-18 23:00:00,615.0,25.0,223,8886,0.025095656088228675,流失用户
19208481,2014-11-23 08:00:00,2014-12-18 23:00:00,615.0,25.0,224,8886,0.02520819266261535,流失用户
84230181,2014-11-23 09:00:00,2014-12-18 23:00:00,614.0,25.0,225,8886,0.025320729237002026,流失用户
19338929,2014-11-23 10:00:00,2014-12-18 23:00:00,613.0,25.0,226,8886,0.025433265811388703,流失用户
61779777,2014-11-23 10:00:00,2014-12-18 23:00:00,613.0,25.0,227,8886,0.025545802385775376,流失用户
78587720,2014-11-23 10:00:00,2014-12-18 23:00:00,613.0,25.0,228,8886,0.025658338960162053,流失用户
86845872,2014-11-23 10:00:00,2014-12-18 23:00:00,613.0,25.0,229,8886,0.025770875534548727,流失用户
137234632,2014-11-23 10:00:00,2014-12-18 23:00:00,613.0,25.0,230,8886,0.025883412108935404,流失用户
137585300,2014-11-23 10:00:00,2014-12-18 23:00:00,613.0,25.0,231,8886,0.02599594868332208,流失用户
103856044,2014-11-23 11:00:00,2014-12-18 23:00:00,612.0,25.0,232,8886,0.026108485257708754,流失用户
96962284,2014-11-23 12:00:00,2014-12-18 23:00:00,611.0,25.0,233,8886,0.02622102183209543,流失用户
119732530,2014-11-23 12:00:00,2014-12-18 23:00:00,611.0,25.0,234,8886,0.02633355840648211,流失用户
7970200,2014-11-23 13:00:00,2014-12-18 23:00:00,610.0,25.0,235,8886,0.026446094980868782,流失用户
21904099,2014-11-23 13:00:00,2014-12-18 23:00:00,610.0,25.0,236,8886,0.02655863155525546,流失用户
27809186,2014-11-23 13:00:00,2014-12-18 23:00:00,610.0,25.0,237,8886,0.026671168129642132,流失用户
117196810,2014-11-23 13:00:00,2014-12-18 23:00:00,610.0,25.0,238,8886,0.02678370470402881,流失用户
11000891,2014-11-23 14:00:00,2014-12-18 23:00:00,609.0,25.0,239,8886,0.026896241278415486,流失用户
37004434,2014-11-23 15:00:00,2014-12-18 23:00:00,608.0,25.0,240,8886,0.02700877785280216,流失用户
54459439,2014-11-23 15:00:00,2014-12-18 23:00:00,608.0,25.0,241,8886,0.027121314427188837,流失用户
64431010,2014-11-23 15:00:00,2014-12-18 23:00:00,608.0,25.0,242,8886,0.02723385100157551,流失用户
4919496,2014-11-23 16:00:00,2014-12-18 23:00:00,607.0,25.0,243,8886,0.027346387575962187,流失用户
