user_id,last_purchase_time,survey_end_time,hours_since_last_purchase,days_since_last_purchase
26025143,"2014-11-19 19:00:00","2014-12-18 23:00:00",700,29
43953561,"2014-11-19 13:00:00","2014-12-18 23:00:00",706,29
61409141,"2014-11-19 17:00:00","2014-12-18 23:00:00",702,29
76758868,"2014-11-19 22:00:00","2014-12-18 23:00:00",697,29
92395241,"2014-11-19 13:00:00","2014-12-18 23:00:00",706,29
67797025,"2014-11-19 17:00:00","2014-12-18 23:00:00",702,29
33649704,"2014-11-19 22:00:00","2014-12-18 23:00:00",697,29
87338001,"2014-11-19 17:00:00","2014-12-18 23:00:00",702,29
72753801,"2014-11-19 17:00:00","2014-12-18 23:00:00",702,29
141609995,"2014-11-19 12:00:00","2014-12-18 23:00:00",707,29
139068649,"2014-11-19 17:00:00","2014-12-18 23:00:00",702,29
4839961,"2014-11-19 15:00:00","2014-12-18 23:00:00",704,29
48505064,"2014-11-19 11:00:00","2014-12-18 23:00:00",708,29
93461805,"2014-11-19 12:00:00","2014-12-18 23:00:00",707,29
31331524,"2014-11-19 23:00:00","2014-12-18 23:00:00",696,29
131565054,"2014-11-19 20:00:00","2014-12-18 23:00:00",699,29
138265467,"2014-11-19 23:00:00","2014-12-18 23:00:00",696,29
11845036,"2014-11-19 20:00:00","2014-12-18 23:00:00",699,29
49007368,"2014-11-19 21:00:00","2014-12-18 23:00:00",698,29
36247777,"2014-11-19 12:00:00","2014-12-18 23:00:00",707,29
89104233,"2014-11-20 12:00:00","2014-12-18 23:00:00",683,28
8823134,"2014-11-20 22:00:00","2014-12-18 23:00:00",673,28
84875269,"2014-11-20 16:00:00","2014-12-18 23:00:00",679,28
9413973,"2014-11-20 18:00:00","2014-12-18 23:00:00",677,28
38538148,"2014-11-20 10:00:00","2014-12-18 23:00:00",685,28
130868549,"2014-11-20 17:00:00","2014-12-18 23:00:00",678,28
95706559,"2014-11-20 14:00:00","2014-12-18 23:00:00",681,28
39883816,"2014-11-20 15:00:00","2014-12-18 23:00:00",680,28
137545874,"2014-11-20 20:00:00","2014-12-18 23:00:00",675,28
98303971,"2014-11-20 18:00:00","2014-12-18 23:00:00",677,28
110313549,"2014-11-20 15:00:00","2014-12-18 23:00:00",680,28
72890914,"2014-11-20 10:00:00","2014-12-18 23:00:00",685,28
129915492,"2014-11-20 10:00:00","2014-12-18 23:00:00",685,28
24683808,"2014-11-20 08:00:00","2014-12-18 23:00:00",687,28
113718238,"2014-11-20 15:00:00","2014-12-18 23:00:00",680,28
85064035,"2014-11-20 23:00:00","2014-12-18 23:00:00",672,28
17220524,"2014-11-20 22:00:00","2014-12-18 23:00:00",673,28
52655107,"2014-11-20 15:00:00","2014-12-18 23:00:00",680,28
130890986,"2014-11-20 22:00:00","2014-12-18 23:00:00",673,28
49784280,"2014-11-20 12:00:00","2014-12-18 23:00:00",683,28
11246070,"2014-11-20 22:00:00","2014-12-18 23:00:00",673,28
15736320,"2014-11-20 21:00:00","2014-12-18 23:00:00",674,28
70664970,"2014-11-20 12:00:00","2014-12-18 23:00:00",683,28
84568949,"2014-11-20 09:00:00","2014-12-18 23:00:00",686,28
85101585,"2014-11-20 11:00:00","2014-12-18 23:00:00",684,28
125615177,"2014-11-20 20:00:00","2014-12-18 23:00:00",675,28
7507359,"2014-11-20 21:00:00","2014-12-18 23:00:00",674,28
69807585,"2014-11-20 13:00:00","2014-12-18 23:00:00",682,28
116751277,"2014-11-20 21:00:00","2014-12-18 23:00:00",674,28
133581105,"2014-11-20 11:00:00","2014-12-18 23:00:00",684,28
103133076,"2014-11-20 01:00:00","2014-12-18 23:00:00",694,28
13408757,"2014-11-20 16:00:00","2014-12-18 23:00:00",679,28
122259561,"2014-11-20 16:00:00","2014-12-18 23:00:00",679,28
52066451,"2014-11-20 15:00:00","2014-12-18 23:00:00",680,28
58423360,"2014-11-20 19:00:00","2014-12-18 23:00:00",676,28
101392927,"2014-11-20 09:00:00","2014-12-18 23:00:00",686,28
83836148,"2014-11-20 08:00:00","2014-12-18 23:00:00",687,28
141418782,"2014-11-20 09:00:00","2014-12-18 23:00:00",686,28
75180624,"2014-11-20 22:00:00","2014-12-18 23:00:00",673,28
116625593,"2014-11-20 21:00:00","2014-12-18 23:00:00",674,28
72129303,"2014-11-20 19:00:00","2014-12-18 23:00:00",676,28
124890974,"2014-11-20 12:00:00","2014-12-18 23:00:00",683,28
132646666,"2014-11-20 20:00:00","2014-12-18 23:00:00",675,28
117155106,"2014-11-21 00:00:00","2014-12-18 23:00:00",671,27
122803562,"2014-11-21 18:00:00","2014-12-18 23:00:00",653,27
133519239,"2014-11-21 11:00:00","2014-12-18 23:00:00",660,27
30170700,"2014-11-21 18:00:00","2014-12-18 23:00:00",653,27
112230173,"2014-11-21 23:00:00","2014-12-18 23:00:00",648,27
36430492,"2014-11-21 13:00:00","2014-12-18 23:00:00",658,27
67538161,"2014-11-21 14:00:00","2014-12-18 23:00:00",657,27
52807388,"2014-11-21 19:00:00","2014-12-18 23:00:00",652,27
13384101,"2014-11-21 23:00:00","2014-12-18 23:00:00",648,27
90937322,"2014-11-21 14:00:00","2014-12-18 23:00:00",657,27
11695398,"2014-11-21 16:00:00","2014-12-18 23:00:00",655,27
55619772,"2014-11-21 21:00:00","2014-12-18 23:00:00",650,27
55828617,"2014-11-21 20:00:00","2014-12-18 23:00:00",651,27
21329952,"2014-11-21 01:00:00","2014-12-18 23:00:00",670,27
56972597,"2014-11-21 19:00:00","2014-12-18 23:00:00",652,27
92147065,"2014-11-21 16:00:00","2014-12-18 23:00:00",655,27
121693940,"2014-11-21 22:00:00","2014-12-18 23:00:00",649,27
42479497,"2014-11-21 20:00:00","2014-12-18 23:00:00",651,27
17684274,"2014-11-21 09:00:00","2014-12-18 23:00:00",662,27
115003339,"2014-11-21 19:00:00","2014-12-18 23:00:00",652,27
102477155,"2014-11-21 00:00:00","2014-12-18 23:00:00",671,27
54586263,"2014-11-21 21:00:00","2014-12-18 23:00:00",650,27
123679342,"2014-11-21 20:00:00","2014-12-18 23:00:00",651,27
28192835,"2014-11-21 23:00:00","2014-12-18 23:00:00",648,27
22962826,"2014-11-21 13:00:00","2014-12-18 23:00:00",658,27
23118960,"2014-11-21 17:00:00","2014-12-18 23:00:00",654,27
11790840,"2014-11-21 22:00:00","2014-12-18 23:00:00",649,27
59766636,"2014-11-21 21:00:00","2014-12-18 23:00:00",650,27
15244919,"2014-11-21 12:00:00","2014-12-18 23:00:00",659,27
22466822,"2014-11-21 12:00:00","2014-12-18 23:00:00",659,27
27284201,"2014-11-21 20:00:00","2014-12-18 23:00:00",651,27
3945782,"2014-11-21 10:00:00","2014-12-18 23:00:00",661,27
98935781,"2014-11-21 10:00:00","2014-12-18 23:00:00",661,27
109421576,"2014-11-21 06:00:00","2014-12-18 23:00:00",665,27
116187349,"2014-11-21 12:00:00","2014-12-18 23:00:00",659,27
130082553,"2014-11-21 19:00:00","2014-12-18 23:00:00",652,27
68583482,"2014-11-21 21:00:00","2014-12-18 23:00:00",650,27
101449182,"2014-11-21 23:00:00","2014-12-18 23:00:00",648,27
8832025,"2014-11-22 11:00:00","2014-12-18 23:00:00",636,26
32881965,"2014-11-22 20:00:00","2014-12-18 23:00:00",627,26
50704206,"2014-11-22 22:00:00","2014-12-18 23:00:00",625,26
109493411,"2014-11-22 19:00:00","2014-12-18 23:00:00",628,26
78877674,"2014-11-22 20:00:00","2014-12-18 23:00:00",627,26
17175521,"2014-11-22 18:00:00","2014-12-18 23:00:00",629,26
56205838,"2014-11-22 14:00:00","2014-12-18 23:00:00",633,26
86103367,"2014-11-22 16:00:00","2014-12-18 23:00:00",631,26
45051306,"2014-11-22 21:00:00","2014-12-18 23:00:00",626,26
88753779,"2014-11-22 22:00:00","2014-12-18 23:00:00",625,26
42851945,"2014-11-22 13:00:00","2014-12-18 23:00:00",634,26
63164461,"2014-11-22 23:00:00","2014-12-18 23:00:00",624,26
118427343,"2014-11-22 17:00:00","2014-12-18 23:00:00",630,26
101828853,"2014-11-22 07:00:00","2014-12-18 23:00:00",640,26
50660286,"2014-11-22 19:00:00","2014-12-18 23:00:00",628,26
53472380,"2014-11-22 00:00:00","2014-12-18 23:00:00",647,26
121970896,"2014-11-22 00:00:00","2014-12-18 23:00:00",647,26
3066501,"2014-11-22 21:00:00","2014-12-18 23:00:00",626,26
135099670,"2014-11-22 13:00:00","2014-12-18 23:00:00",634,26
30717687,"2014-11-22 22:00:00","2014-12-18 23:00:00",625,26
44073291,"2014-11-22 19:00:00","2014-12-18 23:00:00",628,26
83531230,"2014-11-22 15:00:00","2014-12-18 23:00:00",632,26
110285639,"2014-11-22 09:00:00","2014-12-18 23:00:00",638,26
85837173,"2014-11-22 09:00:00","2014-12-18 23:00:00",638,26
95665574,"2014-11-22 10:00:00","2014-12-18 23:00:00",637,26
101798575,"2014-11-22 08:00:00","2014-12-18 23:00:00",639,26
9260930,"2014-11-22 13:00:00","2014-12-18 23:00:00",634,26
64337070,"2014-11-22 23:00:00","2014-12-18 23:00:00",624,26
88972430,"2014-11-22 21:00:00","2014-12-18 23:00:00",626,26
137328784,"2014-11-22 16:00:00","2014-12-18 23:00:00",631,26
139878247,"2014-11-22 23:00:00","2014-12-18 23:00:00",624,26
31816906,"2014-11-22 14:00:00","2014-12-18 23:00:00",633,26
36457777,"2014-11-22 14:00:00","2014-12-18 23:00:00",633,26
13110515,"2014-11-22 23:00:00","2014-12-18 23:00:00",624,26
54658786,"2014-11-22 19:00:00","2014-12-18 23:00:00",628,26
68875424,"2014-11-22 10:00:00","2014-12-18 23:00:00",637,26
943095,"2014-11-22 09:00:00","2014-12-18 23:00:00",638,26
132039263,"2014-11-22 19:00:00","2014-12-18 23:00:00",628,26
62107563,"2014-11-22 22:00:00","2014-12-18 23:00:00",625,26
100462790,"2014-11-22 00:00:00","2014-12-18 23:00:00",647,26
31495737,"2014-11-22 10:00:00","2014-12-18 23:00:00",637,26
83080518,"2014-11-22 12:00:00","2014-12-18 23:00:00",635,26
69781008,"2014-11-22 20:00:00","2014-12-18 23:00:00",627,26
40786964,"2014-11-22 20:00:00","2014-12-18 23:00:00",627,26
119732530,"2014-11-23 12:00:00","2014-12-18 23:00:00",611,25
63281686,"2014-11-23 22:00:00","2014-12-18 23:00:00",601,25
112747871,"2014-11-23 17:00:00","2014-12-18 23:00:00",606,25
99220005,"2014-11-23 21:00:00","2014-12-18 23:00:00",602,25
117196810,"2014-11-23 13:00:00","2014-12-18 23:00:00",610,25
64431010,"2014-11-23 15:00:00","2014-12-18 23:00:00",608,25
84230181,"2014-11-23 09:00:00","2014-12-18 23:00:00",614,25
103856044,"2014-11-23 11:00:00","2014-12-18 23:00:00",612,25
7970200,"2014-11-23 13:00:00","2014-12-18 23:00:00",610,25
21904099,"2014-11-23 13:00:00","2014-12-18 23:00:00",610,25
78587720,"2014-11-23 10:00:00","2014-12-18 23:00:00",613,25
126596574,"2014-11-23 20:00:00","2014-12-18 23:00:00",603,25
61779777,"2014-11-23 10:00:00","2014-12-18 23:00:00",613,25
137585300,"2014-11-23 10:00:00","2014-12-18 23:00:00",613,25
37004434,"2014-11-23 15:00:00","2014-12-18 23:00:00",608,25
80808868,"2014-11-23 19:00:00","2014-12-18 23:00:00",604,25
30915717,"2014-11-23 23:00:00","2014-12-18 23:00:00",600,25
54459439,"2014-11-23 15:00:00","2014-12-18 23:00:00",608,25
21185597,"2014-11-23 23:00:00","2014-12-18 23:00:00",600,25
130068403,"2014-11-23 18:00:00","2014-12-18 23:00:00",605,25
59984080,"2014-11-23 22:00:00","2014-12-18 23:00:00",601,25
112642306,"2014-11-23 19:00:00","2014-12-18 23:00:00",604,25
77963009,"2014-11-23 18:00:00","2014-12-18 23:00:00",605,25
4919496,"2014-11-23 16:00:00","2014-12-18 23:00:00",607,25
9601609,"2014-11-23 08:00:00","2014-12-18 23:00:00",615,25
122454259,"2014-11-23 23:00:00","2014-12-18 23:00:00",600,25
86845872,"2014-11-23 10:00:00","2014-12-18 23:00:00",613,25
97595347,"2014-11-23 23:00:00","2014-12-18 23:00:00",600,25
81406411,"2014-11-23 19:00:00","2014-12-18 23:00:00",604,25
19338929,"2014-11-23 10:00:00","2014-12-18 23:00:00",613,25
27809186,"2014-11-23 13:00:00","2014-12-18 23:00:00",610,25
11000891,"2014-11-23 14:00:00","2014-12-18 23:00:00",609,25
96962284,"2014-11-23 12:00:00","2014-12-18 23:00:00",611,25
137234632,"2014-11-23 10:00:00","2014-12-18 23:00:00",613,25
140679789,"2014-11-23 20:00:00","2014-12-18 23:00:00",603,25
129814737,"2014-11-23 16:00:00","2014-12-18 23:00:00",607,25
47792171,"2014-11-23 19:00:00","2014-12-18 23:00:00",604,25
19208481,"2014-11-23 08:00:00","2014-12-18 23:00:00",615,25
126551577,"2014-11-23 23:00:00","2014-12-18 23:00:00",600,25
44189601,"2014-11-23 23:00:00","2014-12-18 23:00:00",600,25
96524285,"2014-11-23 22:00:00","2014-12-18 23:00:00",601,25
99241118,"2014-11-23 21:00:00","2014-12-18 23:00:00",602,25
55192915,"2014-11-23 16:00:00","2014-12-18 23:00:00",607,25
92658788,"2014-11-23 20:00:00","2014-12-18 23:00:00",603,25
131096833,"2014-11-23 23:00:00","2014-12-18 23:00:00",600,25
137092015,"2014-11-23 21:00:00","2014-12-18 23:00:00",602,25
74775623,"2014-11-24 11:00:00","2014-12-18 23:00:00",588,24
118065338,"2014-11-24 14:00:00","2014-12-18 23:00:00",585,24
64863066,"2014-11-24 14:00:00","2014-12-18 23:00:00",585,24
130242045,"2014-11-24 23:00:00","2014-12-18 23:00:00",576,24
131826831,"2014-11-24 20:00:00","2014-12-18 23:00:00",579,24
76955668,"2014-11-24 19:00:00","2014-12-18 23:00:00",580,24
56709846,"2014-11-24 22:00:00","2014-12-18 23:00:00",577,24
26221045,"2014-11-24 19:00:00","2014-12-18 23:00:00",580,24
9686681,"2014-11-24 00:00:00","2014-12-18 23:00:00",599,24
113251,"2014-11-24 02:00:00","2014-12-18 23:00:00",597,24
5803579,"2014-11-24 18:00:00","2014-12-18 23:00:00",581,24
139275985,"2014-11-24 13:00:00","2014-12-18 23:00:00",586,24
101310254,"2014-11-24 10:00:00","2014-12-18 23:00:00",589,24
54276328,"2014-11-24 09:00:00","2014-12-18 23:00:00",590,24
121395815,"2014-11-24 20:00:00","2014-12-18 23:00:00",579,24
97763004,"2014-11-24 20:00:00","2014-12-18 23:00:00",579,24
39825915,"2014-11-24 21:00:00","2014-12-18 23:00:00",578,24
75586844,"2014-11-24 15:00:00","2014-12-18 23:00:00",584,24
101503683,"2014-11-24 07:00:00","2014-12-18 23:00:00",592,24
89646454,"2014-11-24 18:00:00","2014-12-18 23:00:00",581,24
128372503,"2014-11-24 12:00:00","2014-12-18 23:00:00",587,24
24610294,"2014-11-24 19:00:00","2014-12-18 23:00:00",580,24
1081595,"2014-11-24 15:00:00","2014-12-18 23:00:00",584,24
62575215,"2014-11-24 10:00:00","2014-12-18 23:00:00",589,24
413178,"2014-11-24 10:00:00","2014-12-18 23:00:00",589,24
97917139,"2014-11-24 10:00:00","2014-12-18 23:00:00",589,24
42924297,"2014-11-24 21:00:00","2014-12-18 23:00:00",578,24
75184801,"2014-11-24 21:00:00","2014-12-18 23:00:00",578,24
20320170,"2014-11-24 14:00:00","2014-12-18 23:00:00",585,24
34933963,"2014-11-24 15:00:00","2014-12-18 23:00:00",584,24
15289217,"2014-11-24 16:00:00","2014-12-18 23:00:00",583,24
106640087,"2014-11-24 09:00:00","2014-12-18 23:00:00",590,24
75665818,"2014-11-24 19:00:00","2014-12-18 23:00:00",580,24
74890051,"2014-11-24 16:00:00","2014-12-18 23:00:00",583,24
22107261,"2014-11-24 23:00:00","2014-12-18 23:00:00",576,24
85877113,"2014-11-24 13:00:00","2014-12-18 23:00:00",586,24
69412823,"2014-11-24 21:00:00","2014-12-18 23:00:00",578,24
102429532,"2014-11-24 01:00:00","2014-12-18 23:00:00",598,24
10761548,"2014-11-24 21:00:00","2014-12-18 23:00:00",578,24
110609527,"2014-11-24 22:00:00","2014-12-18 23:00:00",577,24
74335212,"2014-11-24 14:00:00","2014-12-18 23:00:00",585,24
7829997,"2014-11-24 03:00:00","2014-12-18 23:00:00",596,24
101777748,"2014-11-24 13:00:00","2014-12-18 23:00:00",586,24
59302934,"2014-11-24 18:00:00","2014-12-18 23:00:00",581,24
11683605,"2014-11-24 21:00:00","2014-12-18 23:00:00",578,24
118208713,"2014-11-24 10:00:00","2014-12-18 23:00:00",589,24
50728797,"2014-11-24 13:00:00","2014-12-18 23:00:00",586,24
128452938,"2014-11-24 18:00:00","2014-12-18 23:00:00",581,24
112589064,"2014-11-24 18:00:00","2014-12-18 23:00:00",581,24
9648147,"2014-11-24 17:00:00","2014-12-18 23:00:00",582,24
46445715,"2014-11-24 09:00:00","2014-12-18 23:00:00",590,24
678552,"2014-11-24 20:00:00","2014-12-18 23:00:00",579,24
64245350,"2014-11-24 18:00:00","2014-12-18 23:00:00",581,24
71054049,"2014-11-24 11:00:00","2014-12-18 23:00:00",588,24
92628131,"2014-11-24 14:00:00","2014-12-18 23:00:00",585,24
74148418,"2014-11-24 19:00:00","2014-12-18 23:00:00",580,24
36936257,"2014-11-24 08:00:00","2014-12-18 23:00:00",591,24
123237592,"2014-11-25 20:00:00","2014-12-18 23:00:00",555,23
134979241,"2014-11-25 12:00:00","2014-12-18 23:00:00",563,23
39531225,"2014-11-25 08:00:00","2014-12-18 23:00:00",567,23
52411237,"2014-11-25 23:00:00","2014-12-18 23:00:00",552,23
65400270,"2014-11-25 17:00:00","2014-12-18 23:00:00",558,23
132800946,"2014-11-25 03:00:00","2014-12-18 23:00:00",572,23
13817021,"2014-11-25 08:00:00","2014-12-18 23:00:00",567,23
29332454,"2014-11-25 17:00:00","2014-12-18 23:00:00",558,23
84744429,"2014-11-25 16:00:00","2014-12-18 23:00:00",559,23
40873042,"2014-11-25 12:00:00","2014-12-18 23:00:00",563,23
113404246,"2014-11-25 21:00:00","2014-12-18 23:00:00",554,23
47293645,"2014-11-25 08:00:00","2014-12-18 23:00:00",567,23
2696208,"2014-11-25 20:00:00","2014-12-18 23:00:00",555,23
33539471,"2014-11-25 14:00:00","2014-12-18 23:00:00",561,23
46037072,"2014-11-25 18:00:00","2014-12-18 23:00:00",557,23
135408101,"2014-11-25 19:00:00","2014-12-18 23:00:00",556,23
91991062,"2014-11-25 11:00:00","2014-12-18 23:00:00",564,23
52844100,"2014-11-25 15:00:00","2014-12-18 23:00:00",560,23
23384426,"2014-11-25 12:00:00","2014-12-18 23:00:00",563,23
13034876,"2014-11-25 21:00:00","2014-12-18 23:00:00",554,23
104794506,"2014-11-25 22:00:00","2014-12-18 23:00:00",553,23
134681866,"2014-11-25 15:00:00","2014-12-18 23:00:00",560,23
129082819,"2014-11-25 21:00:00","2014-12-18 23:00:00",554,23
38294231,"2014-11-25 08:00:00","2014-12-18 23:00:00",567,23
46486820,"2014-11-25 18:00:00","2014-12-18 23:00:00",557,23
75404041,"2014-11-25 23:00:00","2014-12-18 23:00:00",552,23
107318300,"2014-11-25 12:00:00","2014-12-18 23:00:00",563,23
33829137,"2014-11-25 21:00:00","2014-12-18 23:00:00",554,23
69620201,"2014-11-25 10:00:00","2014-12-18 23:00:00",565,23
125498107,"2014-11-25 18:00:00","2014-12-18 23:00:00",557,23
96343297,"2014-11-25 20:00:00","2014-12-18 23:00:00",555,23
41138904,"2014-11-25 12:00:00","2014-12-18 23:00:00",563,23
113920718,"2014-11-25 09:00:00","2014-12-18 23:00:00",566,23
107323711,"2014-11-25 12:00:00","2014-12-18 23:00:00",563,23
35254146,"2014-11-25 12:00:00","2014-12-18 23:00:00",563,23
4839432,"2014-11-25 08:00:00","2014-12-18 23:00:00",567,23
122807268,"2014-11-25 09:00:00","2014-12-18 23:00:00",566,23
37779911,"2014-11-25 01:00:00","2014-12-18 23:00:00",574,23
89959759,"2014-11-25 05:00:00","2014-12-18 23:00:00",570,23
31110873,"2014-11-25 23:00:00","2014-12-18 23:00:00",552,23
26900878,"2014-11-25 19:00:00","2014-12-18 23:00:00",556,23
135680385,"2014-11-25 22:00:00","2014-12-18 23:00:00",553,23
6163885,"2014-11-25 18:00:00","2014-12-18 23:00:00",557,23
118461733,"2014-11-25 16:00:00","2014-12-18 23:00:00",559,23
46313814,"2014-11-25 21:00:00","2014-12-18 23:00:00",554,23
44431225,"2014-11-25 10:00:00","2014-12-18 23:00:00",565,23
119168750,"2014-11-25 10:00:00","2014-12-18 23:00:00",565,23
20093296,"2014-11-25 20:00:00","2014-12-18 23:00:00",555,23
87448522,"2014-11-25 00:00:00","2014-12-18 23:00:00",575,23
28351817,"2014-11-25 12:00:00","2014-12-18 23:00:00",563,23
56995817,"2014-11-25 13:00:00","2014-12-18 23:00:00",562,23
23236747,"2014-11-25 15:00:00","2014-12-18 23:00:00",560,23
110434555,"2014-11-25 02:00:00","2014-12-18 23:00:00",573,23
103592049,"2014-11-25 23:00:00","2014-12-18 23:00:00",552,23
125889163,"2014-11-25 22:00:00","2014-12-18 23:00:00",553,23
112955522,"2014-11-25 10:00:00","2014-12-18 23:00:00",565,23
95055358,"2014-11-25 21:00:00","2014-12-18 23:00:00",554,23
76887456,"2014-11-25 14:00:00","2014-12-18 23:00:00",561,23
47106355,"2014-11-25 06:00:00","2014-12-18 23:00:00",569,23
135007277,"2014-11-25 17:00:00","2014-12-18 23:00:00",558,23
132455644,"2014-11-25 11:00:00","2014-12-18 23:00:00",564,23
86282836,"2014-11-25 09:00:00","2014-12-18 23:00:00",566,23
114653102,"2014-11-25 21:00:00","2014-12-18 23:00:00",554,23
98664722,"2014-11-25 15:00:00","2014-12-18 23:00:00",560,23
71712016,"2014-11-25 16:00:00","2014-12-18 23:00:00",559,23
41021470,"2014-11-25 18:00:00","2014-12-18 23:00:00",557,23
69240582,"2014-11-25 16:00:00","2014-12-18 23:00:00",559,23
80955364,"2014-11-26 08:00:00","2014-12-18 23:00:00",543,22
71258991,"2014-11-26 18:00:00","2014-12-18 23:00:00",533,22
13311291,"2014-11-26 11:00:00","2014-12-18 23:00:00",540,22
138862609,"2014-11-26 07:00:00","2014-12-18 23:00:00",544,22
21775179,"2014-11-26 12:00:00","2014-12-18 23:00:00",539,22
