most_visited_category,user_id,category_behavior_count,total_behavior_count
552,7874812,39,332
552,71018291,33,315
552,81479152,50,307
552,68735466,43,306
552,82962775,40,248
552,123307150,27,234
552,107815602,19,226
552,3965819,19,147
552,76202623,14,141
552,2763135,48,135
552,65578659,17,130
552,130868549,69,126
552,26681009,44,107
552,73809667,16,90
552,9380791,30,69
552,119687381,5,65
552,68563462,10,52
552,9238232,13,35
552,40014282,11,25
574,37209969,292,1395
582,116457916,16,95
590,28277274,321,644
597,118635428,149,2661
597,108039936,169,1845
603,51402536,75,664
603,95665574,147,507
603,111616816,34,188
606,79681819,10,60
614,10921017,1,2
630,49337150,66,1230
630,16367992,102,1037
630,54683876,38,497
675,120416898,72,493
675,112632735,29,245
675,124198625,42,95
705,108527493,44,567
732,2379445,47,602
732,126077020,52,343
732,134979241,32,195
733,20201571,80,657
767,126046148,210,4912
767,123562447,201,2784
767,119278510,66,1240
767,76550636,103,828
767,49105165,102,598
767,78357080,13,50
769,7436994,258,1200
769,126385619,84,272
783,83583566,28,769
784,65848846,309,2097
784,57074474,100,166
784,75971112,17,160
784,21987574,27,44
791,120520313,61,266
807,40364499,291,3432
814,16832057,201,1835
814,17825390,59,432
814,103963543,39,346
814,81341272,51,315
834,64030719,141,806
836,46610519,105,1428
849,85063376,217,2078
856,39427521,140,1788
865,19561223,60,554
874,77324134,245,4068
874,116601750,412,2899
874,26123580,221,1917
874,25020664,156,1757
874,65300962,102,1431
874,37573814,100,1188
874,51880896,385,846
874,41182866,121,790
874,139752048,85,760
874,124793990,91,733
874,134072973,113,705
874,107413843,78,610
874,25224971,181,401
874,99425436,149,395
874,97248042,70,353
874,67511501,47,341
874,29321251,30,236
874,136957532,35,170
874,67030902,14,64
874,72736504,34,43
883,116566844,186,671
887,79463651,129,1345
887,3141933,248,698
887,38642555,115,659
887,54704248,84,504
887,51932351,86,486
887,9310791,34,371
887,93340122,23,233
887,81607879,29,143
887,13817717,57,116
887,92726270,41,90
887,70753307,12,61
887,96184377,20,47
887,103094356,18,44
887,100522480,19,37
888,114737900,143,3517
888,139986994,68,404
888,121327008,83,391
888,58040963,68,194
889,101287551,299,3227
889,92780565,106,765
889,66911931,82,532
889,37600724,47,321
893,77339861,1176,9902
893,26916485,35,109
895,69144178,249,3421
895,58188922,230,2063
895,30079563,53,1333
895,36360174,75,1264
895,2493818,89,916
895,100605176,53,702
895,18315147,114,568
895,3460631,106,552
895,127946843,60,533
895,44076621,228,424
895,137563818,42,315
895,44267557,31,231
895,41349842,28,197
895,83173056,17,117
895,63183196,43,110
895,125628938,8,31
895,31815166,4,23
903,19984096,42,424
905,22082857,43,545
909,116123751,20,192
922,120622797,6,30
939,34424883,729,9635
939,29669124,303,3276
939,22560823,420,2050
939,103585097,294,1694
939,101532356,124,1412
939,3233000,79,366
939,101854346,73,351
940,57273009,135,715
940,78947364,70,318
940,50728797,21,107
940,85116533,18,82
951,11310078,35,123
976,30100119,138,1115
989,15541192,608,8840
989,10211498,263,6331
989,121000384,345,5628
989,44193672,347,4704
989,12210870,181,2585
989,43803932,194,2053
989,26401619,121,1999
989,43472060,304,1939
989,97427779,362,1896
989,57408837,250,1508
989,20668159,136,1010
989,116695180,89,970
989,18831528,80,764
989,41228489,89,614
989,28751106,52,613
989,65430374,77,594
1005,31943943,94,1227
1005,100462790,32,329
1029,61409141,89,326
1029,139473011,18,121
1079,132917171,35,706
1079,135099670,50,301
1080,131504487,107,1595
1080,50616987,50,208
1080,7427667,83,200
1083,79062073,284,3393
1083,96843841,370,3325
1083,33596774,339,3017
1083,110229753,634,2270
1083,67819789,403,2117
1083,64675604,409,1970
1083,137675507,313,1855
1083,74012467,190,1816
1083,135582975,201,1658
1083,106175697,112,1201
1083,7196391,220,1165
1083,17655263,122,1144
1083,86568201,231,1128
1083,103936681,132,1118
1083,92251217,116,1086
1083,36673681,126,944
1083,101910216,85,923
1083,50088028,321,807
1083,119590306,137,783
1083,99117769,54,779
1083,25265512,142,673
1083,128867621,78,641
1083,59076389,73,634
1083,118213394,43,626
1083,39831836,87,602
1083,84993562,77,566
1083,119949716,64,558
1083,108903035,78,427
1083,105835220,64,327
1083,100154665,22,326
1083,77844326,50,290
1083,64863066,39,288
1083,83988987,58,275
1083,23937847,16,102
1096,54144399,85,1122
1098,72120347,209,1145
1101,76314785,90,1839
1101,141439882,72,339
1110,41265943,39,346
1116,722361,7,8
1121,113283932,3035,9146
1121,12472346,305,4164
1121,77587823,155,2045
1121,121756245,320,1703
1121,38373526,359,1440
1121,115636067,184,1396
1121,43660726,176,1226
1121,110844468,149,1129
1121,119945707,102,1074
1121,110327133,121,938
1121,140944295,138,542
1121,123892536,31,498
1121,126544321,31,446
1121,47727944,150,427
1121,113333255,166,410
1121,46877762,58,329
1121,90294602,87,200
1121,123140704,54,102
1121,70931681,10,87
1129,46591450,99,301
1129,125603258,26,143
1144,12202456,63,239
1155,127130413,129,1379
1155,91713527,156,1273
1159,86442990,104,1080
1159,3763394,42,267
1166,68165769,67,316
1169,9695904,86,1331
1169,113875234,172,1145
1169,108810522,465,1112
1169,59781040,225,891
1169,123257150,104,867
1169,33240232,102,836
1169,55603065,123,604
1169,71090781,79,583
1169,6596569,70,537
1169,33258136,52,526
1169,31723437,78,510
1169,8311653,78,398
1169,83929585,57,356
1169,52797666,54,294
1169,107754808,75,231
1169,49272447,27,153
1169,16243178,30,145
1169,12592296,27,95
1169,67908606,30,88
1169,44416128,17,57
1183,77455082,120,773
1190,46486820,44,418
1198,130972559,62,632
1199,45405795,76,316
1213,117112100,5,17
1213,53791136,8,12
1215,59688022,121,967
1215,68100671,72,581
1227,110297620,53,695
1230,112401993,79,842
1242,137270307,159,1066
1267,83062037,551,3714
1267,23218973,130,383
1268,52807388,18,136
1303,37008188,32,668
1303,113421475,30,247
1303,35927774,4,9
1308,43288343,231,1330
1308,55467860,38,720
1308,58663495,88,406
1308,13836813,39,391
1308,127112658,49,239
1313,92156910,91,794
1337,101778477,69,657
1337,109202768,30,273
1346,84441355,331,1078
1354,114419322,68,172
1356,127584816,83,287
1365,89538622,39,200
1370,131961100,106,468
1377,120321894,411,4600
1377,83543222,44,504
1377,66816658,29,158
1385,88945335,145,1942
1385,141788152,153,1556
1385,103673316,103,1254
1385,4232880,104,620
1392,1604248,102,1054
1392,11246070,87,619
1392,46840769,50,110
1396,54725247,383,5901
1396,73218701,105,2318
1396,1053725,183,1801
1396,85193905,263,1357
1396,131318750,163,1120
1396,7959667,56,432
1396,125817021,49,89
1396,33360839,19,40
1401,125444720,47,219
1401,73428459,20,120
1408,43865641,86,1123
1421,100917596,186,2262
1421,77822835,198,1298
1427,117544930,282,3318
1427,56481977,240,1654
1427,10064430,140,857
1427,65285764,85,509
1427,74192645,62,356
1427,51724638,52,250
1427,114722645,50,148
1451,49088987,159,380
1462,128452938,166,562
1462,90684505,81,393
1477,98867354,47,310
1483,54204561,91,1122
1483,125988015,86,731
1483,118228924,211,593
1483,124935727,97,499
1483,106335674,59,474
1483,39331817,80,348
1483,119622861,112,179
1483,77815658,15,140
1483,83811107,18,36
1483,27858325,4,31
1483,68071856,19,19
1483,98935781,15,16
1488,100929958,607,7754
1488,29601369,574,3617
1488,62073731,333,3450
1488,65327449,164,1480
1488,88143584,169,1393
1488,41907729,521,1262
1488,94148058,164,1156
1488,28296618,230,1085
1488,90047532,151,1012
1488,25773958,82,801
1488,92848895,49,784
1488,132627681,173,769
1488,127599272,66,697
1488,116660455,105,556
1488,64022179,66,523
1488,99403228,129,515
1488,80057429,81,510
1488,18793421,53,510
1488,11208268,63,499
1488,108355591,80,433
1488,26459606,107,367
1488,75945861,63,349
1488,39079609,83,322
1488,130000301,41,296
1488,105548494,26,295
1488,82026505,59,294
1488,72789014,81,287
1488,132521601,31,283
1488,36247777,23,265
1488,8863153,95,155
1488,32489057,12,19
1491,37950224,93,1805
1498,9065398,32,217
1504,129076681,25,330
1508,104541497,206,1484
1509,59419662,47,389
1509,108551465,53,206
1509,46716857,13,57
1514,139268036,32,110
1518,99963140,380,2344
1518,45943442,160,1813
1518,70233601,140,896
1518,16755897,188,845
1518,73234758,107,727
1518,108472858,44,727
1518,74269202,86,635
1518,64337070,49,139
1518,92871619,16,86
1518,111244765,12,43
1519,88340891,150,1996
1519,127779869,72,604
1519,44985159,5,25
1527,61534398,5,40
1550,44961770,18,35
1564,95395131,349,3871
1564,127698085,97,2920
1564,48510598,38,426
1584,100234220,177,1185
1588,39775594,46,91
1601,59951693,348,982
1618,97318772,53,196
1650,42012969,87,637
1663,123989115,8,34
1674,127958351,444,4265
1718,83977527,29,252
1723,33934755,42,264
1723,137234632,23,199
1731,82473850,92,785
1741,87086124,151,1635
1741,54994098,145,998
1741,39416908,108,701
1750,83279248,102,858
1797,93784494,175,2331
1797,46231195,153,1320
1797,2590763,59,519
1797,80281644,32,261
1797,104794506,52,199
1800,48409126,78,518
1800,21329952,77,279
1807,132019582,83,668
1807,81470571,89,650
1807,98720463,54,512
1807,86696356,81,186
1807,93059253,52,176
1807,134953389,31,56
1807,15300280,12,30
1810,88470992,73,1349
1810,139479952,93,743
1810,93834577,163,719
1810,77130692,48,241
1838,109928088,359,6688
1838,61457956,1088,6002
1838,16066732,234,4709
1838,28204658,252,2221
1838,114505674,187,1931
1838,35799041,166,1845
1838,90033831,188,1785
1838,122378590,336,1706
1838,53235769,127,1361
1838,14355777,155,1160
1838,119122882,97,1110
1838,136085033,234,1008
1838,3384843,112,848
1838,34194469,78,831
1838,19723169,49,829
1838,118208713,279,800
1838,110450175,91,783
1838,4110055,43,730
1838,7915670,248,639
1838,82076649,176,607
1838,44849978,229,568
1838,96089433,70,531
1838,97436550,60,502
1838,123700872,37,406
1838,69640457,54,399
1838,79383980,99,367
1838,914729,58,341
1838,82187286,58,234
1838,11719180,55,219
1838,106281403,42,181
1838,123562843,24,175
1838,31435351,62,164
1838,113469489,28,147
1838,85356127,39,140
1838,125301071,19,94
1838,120925583,45,70
1838,76608645,21,57
1838,54482567,10,34
1838,35168420,1,2
1843,31735497,217,2450
1843,47321903,218,2231
1843,2910556,101,1353
1843,93428377,100,1344
1843,9835014,136,1117
1843,41919803,203,1038
1843,105556357,172,981
1843,129316424,96,932
1843,99228290,122,897
1843,51602649,200,813
1843,28692321,106,686
1843,137280366,230,665
1843,99241118,123,627
1843,15627219,40,610
1843,46334333,87,577
1843,22802989,79,558
1843,39128743,115,452
1843,69192727,56,426
1843,114717793,25,425
1843,87409081,61,409
1843,135897410,51,392
1843,101392927,80,354
1843,115623839,59,350
1843,58333326,44,291
1843,64698675,43,283
1843,120426603,26,212
1843,42819104,21,138
1843,11845036,35,123
1843,118594705,28,98
1843,8747297,19,97
1852,43491458,103,1149
1852,69412823,26,267
1854,17628487,1189,2888
1854,9660384,164,2041
1854,62373202,362,1959
1854,34215574,556,1231
1854,115621707,381,1217
1854,48777158,260,1202
1854,79557421,244,1137
1854,135159590,250,1119
1854,39301597,185,1007
1854,30511142,72,793
1854,119113372,73,779
1854,84645009,89,577
1854,8688021,179,482
1854,123679342,60,430
1854,96818946,168,412
1854,126555406,40,395
1854,4710740,47,353
1854,34313030,52,285
1854,5483686,19,41
1860,132646666,327,1231
1860,115164360,112,459
1860,9413973,30,128
1863,122338823,2387,10529
1863,71929773,681,8807
1863,57105532,869,8221
1863,67028419,850,7917
1863,86723232,700,7789
1863,65961855,1399,7263
1863,123450171,792,7255
1863,26857141,631,6827
1863,78571658,547,6554
1863,55381200,1041,6449
1863,106090167,759,6419
1863,117902605,371,6229
1863,50904788,535,5903
1863,85336332,402,5871
1863,20264430,1091,5672
1863,109939909,351,5516
1863,119653720,428,5302
1863,67849399,370,5269
1863,110976685,208,5267
1863,63625417,775,5197
1863,118814309,1110,5058
1863,61596634,389,4761
1863,133680584,889,4651
1863,49542384,638,4440
1863,83954147,349,4425
1863,11412443,452,4392
1863,91222505,425,4369
1863,117006290,575,4354
1863,101120745,436,4162
1863,103633934,387,4109
1863,53916276,291,4091
1863,21696214,828,4025
1863,4146900,448,3996
1863,136425962,173,3982
1863,112125475,769,3942
1863,5837961,662,3941
1863,104735935,269,3921
1863,84307337,314,3903
1863,83546635,726,3888
1863,17785864,418,3873
1863,112976136,511,3867
1863,62142957,475,3841
1863,23326854,440,3835
1863,59214580,257,3793
1863,23014965,1280,3768
1863,104792616,783,3755
1863,88496472,305,3695
1863,29699014,607,3676
1863,59864388,149,3655
1863,81182608,149,3604
1863,75321867,521,3592
1863,61336461,308,3552
1863,61453950,447,3534
1863,82914173,346,3457
1863,112198319,410,3446
1863,22369795,269,3437
1863,120852545,201,3416
1863,24803803,251,3400
1863,97390150,435,3348
1863,78898649,145,3319
1863,33077425,452,3283
1863,32562103,397,3270
1863,16788720,256,3241
1863,97730927,584,3220
1863,61626894,629,3217
1863,110374516,254,3177
1863,91877964,276,3173
1863,30955749,484,3169
1863,24217106,576,3143
1863,65388018,247,3131
1863,80125653,458,3118
1863,29320594,426,3111
1863,12628544,316,3090
1863,53568053,284,3079
1863,80481913,299,3071
1863,85447850,624,2997
1863,8213864,358,2980
1863,107487112,529,2972
1863,85994287,157,2962
1863,140747079,343,2875
1863,86038768,499,2874
1863,70241210,387,2861
1863,81444684,173,2840
1863,27626311,243,2812
1863,47038183,328,2784
1863,17635361,180,2758
1863,129558614,189,2732
1863,99721088,485,2724
1863,126010230,516,2695
1863,104775475,337,2691
1863,129731705,482,2674
1863,120594014,417,2666
1863,109893417,413,2658
1863,20472131,370,2651
1863,132057506,299,2628
1863,116772653,187,2627
1863,87542208,345,2623
1863,2820961,496,2589
1863,36886776,455,2559
1863,137362349,540,2555
1863,86273519,353,2550
1863,22182160,292,2549
1863,90233877,369,2540
1863,35095494,251,2512
1863,40459733,376,2509
1863,125316855,402,2503
1863,102014015,222,2496
1863,43136382,123,2490
1863,135537004,175,2476
1863,56558948,386,2471
1863,138643458,153,2467
1863,76073975,249,2434
1863,91081942,253,2431
1863,107351947,315,2428
1863,119401585,438,2428
1863,63398160,369,2424
1863,142244794,133,2419
1863,35148772,473,2416
1863,28462928,336,2402
1863,37844114,547,2394
1863,22188362,443,2380
1863,45384478,378,2378
1863,130317446,332,2367
1863,119121582,155,2365
1863,92341465,328,2364
1863,44365875,311,2360
1863,34723367,146,2340
1863,130314976,481,2292
1863,43631068,327,2284
1863,128009906,312,2234
1863,114995751,176,2201
1863,89327430,321,2192
1863,135345840,415,2181
1863,11313328,168,2179
1863,121823128,232,2179
1863,64187025,266,2175
1863,72358271,201,2167
1863,53438473,1012,2163
1863,77524894,252,2161
1863,73730336,362,2133
1863,132210450,133,2132
1863,35699755,261,2101
1863,134621791,180,2084
1863,117044327,130,2049
1863,141907831,297,2041
1863,32695127,264,2025
1863,16476024,416,2013
1863,116509312,396,2000
1863,41388946,116,1978
1863,26125683,273,1966
1863,93221058,117,1963
1863,123889295,183,1957
1863,37711820,230,1928
1863,16943596,137,1901
1863,88950524,88,1896
1863,85578027,141,1888
1863,116851361,245,1876
1863,138390959,352,1875
1863,27423844,135,1868
1863,72436782,301,1857
1863,44392514,712,1831
1863,117785317,100,1819
1863,134556226,133,1817
1863,95348615,310,1813
1863,54330314,249,1784
1863,130739831,296,1781
1863,56210078,182,1773
1863,7881635,173,1770
1863,66141533,271,1754
1863,14982762,378,1751
1863,13887814,126,1750
1863,19229301,164,1745
1863,33770972,440,1740
1863,41103398,235,1739
1863,68513171,223,1729
1863,134496896,293,1722
1863,595598,154,1712
1863,112891397,188,1703
1863,116836049,217,1701
1863,92010623,175,1697
1863,90721251,478,1693
1863,129191119,280,1691
1863,76658341,433,1686
1863,120698813,241,1677
1863,68342657,252,1655
1863,138823535,296,1652
1863,65704391,193,1648
1863,47136810,307,1643
1863,7226947,156,1639
1863,41320562,376,1631
1863,25945368,212,1627
1863,112706018,241,1619
1863,13861417,318,1611
1863,115275150,356,1606
1863,101466976,253,1600
1863,105309216,429,1588
1863,123952685,165,1582
1863,63973702,301,1580
1863,4164359,224,1552
1863,5250412,240,1539
1863,2913602,126,1534
1863,99059817,418,1513
1863,117643320,139,1508
1863,47289191,378,1502
1863,94209509,244,1500
1863,37275754,180,1488
1863,125309659,217,1477
1863,115239516,664,1466
1863,54660744,237,1466
1863,134377639,140,1464
1863,63382216,67,1463
1863,126576552,275,1460
1863,59540963,154,1456
1863,54669909,145,1440
1863,20773583,217,1432
1863,20509405,199,1430
1863,44738368,330,1427
1863,807106,343,1426
1863,81904568,228,1424
1863,115912928,287,1421
1863,49943190,121,1419
1863,60734132,282,1413
1863,104587852,253,1408
1863,82838416,250,1404
1863,90251602,196,1403
1863,7366396,86,1400
1863,62394339,94,1388
1863,71883073,234,1388
1863,82892371,264,1383
1863,65856500,225,1378
1863,115378138,148,1378
1863,25474939,188,1375
1863,133089485,176,1373
1863,46607628,401,1371
1863,34605051,166,1370
1863,110561108,231,1369
1863,60674956,130,1363
1863,140732064,377,1360
1863,141003659,213,1360
1863,96778762,151,1354
1863,91557809,123,1345
1863,20643274,228,1344
1863,94044468,519,1334
1863,16810079,65,1328
1863,86523709,77,1322
1863,17478980,216,1318
1863,136794879,164,1316
1863,17878712,98,1308
1863,15473588,292,1303
1863,75288002,271,1300
1863,92548514,226,1299
1863,60239656,121,1292
1863,109639486,273,1288
1863,140230525,93,1285
1863,22981352,102,1276
1863,63281686,166,1275
1863,34358449,140,1273
1863,108154737,171,1269
1863,13948161,90,1253
1863,79824809,147,1249
1863,32681100,121,1247
1863,89153511,187,1243
1863,72384905,190,1240
1863,93111704,139,1237
1863,86530795,335,1232
1863,50169478,272,1228
1863,128090856,97,1219
1863,137853857,64,1216
1863,128997569,236,1215
1863,34566759,284,1215
1863,80057325,98,1212
1863,133922654,127,1210
1863,10815578,273,1206
1863,18757834,357,1206
1863,58559704,236,1206
1863,109927373,105,1200
1863,7766678,108,1199
1863,11083802,156,1194
1863,88972430,77,1190
1863,77252588,156,1177
1863,93860264,130,1168
1863,16344267,320,1168
1863,31685709,233,1165
1863,15791958,206,1161
1863,134806923,201,1160
1863,46143156,189,1159
1863,2745737,186,1151
1863,26438512,84,1141
1863,50823792,193,1141
1863,35465102,181,1140
1863,87365875,130,1135
1863,117044710,90,1129
1863,95907635,123,1118
1863,104815377,207,1118
1863,16601288,213,1113
1863,36306202,312,1111
1863,140305505,94,1099
1863,132729970,333,1097
1863,11650719,88,1088
1863,28911161,101,1085
1863,139795059,145,1082
1863,71721640,269,1075
1863,138554874,218,1073
1863,565533,191,1071
1863,100737108,93,1069
1863,20632602,227,1056
1863,10825402,138,1053
1863,98218672,263,1042
1863,108890194,140,1028
1863,47109924,137,1028
1863,49000569,138,1020
1863,27579582,76,1018
1863,70664874,104,1016
1863,139019375,64,1001
1863,24105656,121,993
1863,39619583,113,982
1863,139333186,235,982
1863,29641259,207,977
1863,69246472,254,975
1863,32033919,228,971
1863,15243855,269,970
1863,14705382,151,966
1863,120337889,120,954
1863,136001495,171,947
1863,4752206,73,945
1863,92550603,91,944
1863,98952869,176,944
1863,109127316,96,944
1863,113674227,144,937
1863,104939761,67,931
1863,15241291,278,931
1863,53027238,101,927
1863,89727305,110,913
1863,100097997,111,913
1863,94096435,97,912
1863,138690511,130,910
1863,38897535,75,910
1863,30226785,164,909
1863,13630759,122,905
1863,96889712,91,894
1863,13834060,138,891
1863,87751423,82,888
1863,104937626,163,881
1863,130024029,105,876
1863,48258563,91,860
1863,67157384,167,847
1863,139207603,147,842
1863,56009546,85,839
1863,46112521,37,821
1863,113010441,165,821
1863,3350428,169,813
1863,83058850,129,808
1863,55141244,106,806
1863,58422836,74,804
1863,6247427,98,798
1863,43139118,108,798
1863,46405869,81,797
1863,126070926,67,796
1863,76038007,75,785
1863,17696910,273,783
1863,4174826,74,781
1863,92999201,125,779
1863,134097431,241,779
1863,95869367,151,778
1863,76885686,503,772
1863,75904905,89,771
1863,103370538,94,768
1863,89868154,131,759
1863,40117023,91,757
1863,34665001,101,756
1863,59575247,88,755
1863,116059925,84,755
1863,9556056,121,753
1863,61392570,65,745
1863,99144500,146,745
1863,114851398,145,744
1863,113972956,133,741
1863,116307746,50,728
1863,60030689,91,727
1863,52622361,159,725
1863,64454947,82,717
1863,79233582,115,715
1863,67583520,84,714
1863,123006501,136,713
1863,92096438,124,705
1863,133723602,94,705
1863,51204443,137,702
1863,30071480,85,699
1863,31751984,263,698
1863,92502609,110,698
1863,190327,43,696
1863,108051466,59,694
1863,142138619,89,689
1863,60238437,100,688
1863,25831491,121,685
1863,112128042,97,683
1863,79243315,80,681
1863,99124479,104,681
1863,55639966,128,675
1863,36936257,154,671
1863,98931599,145,667
1863,77362976,104,663
1863,429994,66,662
1863,13797408,164,654
1863,131566572,161,643
1863,85939471,153,639
1863,129189293,81,637
1863,140825250,98,634
1863,120179448,87,614
1863,64743108,63,609
1863,53364820,112,607
1863,4076820,41,603
1863,142306361,71,603
1863,95198382,80,591
1863,18379814,46,585
1863,56920355,52,584
1863,17373553,63,582
1863,38481691,185,575
1863,141323792,87,568
1863,24718279,88,558
1863,100415080,45,557
1863,135050406,168,557
1863,130461158,69,551
1863,107324439,64,551
1863,121058789,147,547
1863,14373274,90,537
1863,66763284,170,531
1863,74086245,81,531
1863,60988267,94,530
1863,15461896,73,519
1863,87401754,86,519
1863,53046771,73,518
1863,42565296,68,517
1863,39159742,73,514
1863,18072808,77,511
1863,10960939,128,509
1863,91256329,60,504
1863,44725106,95,502
1863,142337230,101,499
1863,11731068,38,498
1863,9144935,66,497
1863,55828617,63,492
1863,125879991,204,489
1863,103141994,82,486
1863,93088083,76,475
1863,22984722,152,464
1863,121314594,75,461
1863,133528960,112,460
1863,99172303,52,458
1863,28370474,106,457
1863,20782693,60,453
1863,71964200,171,451
1863,133840323,58,451
1863,55440618,33,449
1863,21627259,69,444
1863,78722474,136,440
1863,44152472,38,438
1863,95204063,157,432
1863,120154530,103,428
1863,68778928,90,427
1863,130260577,90,427
1863,74561683,56,426
1863,124506934,38,426
1863,25892297,152,425
1863,41789801,59,425
1863,84894979,119,423
1863,35657002,74,406
1863,42719621,132,406
1863,57834315,140,401
1863,121262971,171,399
1863,70138205,47,398
1863,29853992,101,397
1863,140739491,84,392
1863,69859994,64,392
1863,10833396,74,391
1863,88637394,73,384
1863,92628131,53,379
1863,43841794,60,377
1863,27964788,52,374
1863,70745586,53,373
1863,119765198,26,365
1863,29489427,74,360
1863,66876679,129,356
1863,130796999,62,343
1863,53910293,93,338
1863,113404246,46,323
1863,119765398,66,320
1863,123553065,74,320
1863,77275752,46,319
1863,85203528,55,312
1863,34948661,52,311
