week_start_date,week_end_date,user_id,overall_activity,user_rank
2014-11-17,2014-11-23,4364079,1963,46
2014-11-17,2014-11-23,7761295,1958,47
2014-11-17,2014-11-23,62068426,1956,48
2014-11-17,2014-11-23,21743048,1931,49
2014-11-17,2014-11-23,133888509,1917,50
2014-11-17,2014-11-23,102930156,1908,51
2014-11-17,2014-11-23,30933630,1907,52
2014-11-17,2014-11-23,23958465,1879,53
2014-11-17,2014-11-23,24219008,1878,54
2014-11-17,2014-11-23,5938241,1850,55
2014-11-17,2014-11-23,11361547,1836,56
2014-11-17,2014-11-23,107209058,1835,57
2014-11-17,2014-11-23,4110672,1824,58
2014-11-17,2014-11-23,71929773,1824,59
2014-11-17,2014-11-23,26857141,1816,60
2014-11-17,2014-11-23,3318666,1805,61
2014-11-17,2014-11-23,118330286,1804,62
2014-11-17,2014-11-23,117301497,1800,63
2014-11-17,2014-11-23,3694961,1797,64
2014-11-17,2014-11-23,74314315,1787,65
2014-11-17,2014-11-23,22962826,1777,66
2014-11-17,2014-11-23,6345483,1771,67
2014-11-17,2014-11-23,131283302,1764,68
2014-11-17,2014-11-23,142120051,1755,69
2014-11-17,2014-11-23,79134636,1748,70
2014-11-17,2014-11-23,33596774,1743,71
2014-11-17,2014-11-23,93479181,1731,72
2014-11-17,2014-11-23,85822276,1727,73
2014-11-17,2014-11-23,39526193,1725,74
2014-11-17,2014-11-23,100929958,1715,75
2014-11-17,2014-11-23,78571658,1715,76
2014-11-17,2014-11-23,103767458,1712,77
2014-11-17,2014-11-23,131573117,1703,78
2014-11-17,2014-11-23,71035154,1687,79
2014-11-17,2014-11-23,497764,1686,80
2014-11-17,2014-11-23,130547450,1681,81
2014-11-17,2014-11-23,56690952,1681,82
2014-11-17,2014-11-23,117026591,1677,83
2014-11-17,2014-11-23,130540064,1667,84
2014-11-17,2014-11-23,82575380,1666,85
2014-11-17,2014-11-23,29245673,1652,86
2014-11-17,2014-11-23,117977942,1604,87
2014-11-17,2014-11-23,112976136,1602,88
2014-11-17,2014-11-23,75251738,1594,89
2014-11-17,2014-11-23,21868086,1584,90
2014-11-17,2014-11-23,100326985,1579,91
2014-11-17,2014-11-23,24033530,1560,92
2014-11-17,2014-11-23,80775941,1544,93
2014-11-17,2014-11-23,79807626,1543,94
2014-11-17,2014-11-23,112142417,1529,95
2014-11-17,2014-11-23,9639120,1525,96
2014-11-17,2014-11-23,45743550,1524,97
2014-11-17,2014-11-23,26460336,1523,98
2014-11-17,2014-11-23,59659116,1514,99
2014-11-17,2014-11-23,51492142,1501,100
2014-11-17,2014-11-23,110954163,1482,101
2014-11-17,2014-11-23,10020755,1479,102
2014-11-17,2014-11-23,124614349,1470,103
2014-11-17,2014-11-23,12472346,1468,104
2014-11-17,2014-11-23,45649071,1466,105
2014-11-17,2014-11-23,96583102,1457,106
2014-11-17,2014-11-23,19282406,1452,107
2014-11-17,2014-11-23,140423268,1448,108
2014-11-17,2014-11-23,117902605,1447,109
2014-11-17,2014-11-23,34553782,1442,110
2014-11-17,2014-11-23,34424883,1437,111
2014-11-17,2014-11-23,131472598,1436,112
2014-11-17,2014-11-23,25509021,1434,113
2014-11-17,2014-11-23,92706593,1429,114
2014-11-17,2014-11-23,10211498,1412,115
2014-11-17,2014-11-23,61644490,1411,116
2014-11-17,2014-11-23,84465849,1397,117
2014-11-17,2014-11-23,123450171,1392,118
2014-11-17,2014-11-23,8045744,1387,119
2014-11-17,2014-11-23,117659143,1384,120
2014-11-17,2014-11-23,75292590,1381,121
2014-11-17,2014-11-23,131538712,1380,122
2014-11-17,2014-11-23,28739065,1379,123
2014-11-17,2014-11-23,51940848,1377,124
2014-11-17,2014-11-23,26720422,1372,125
2014-11-17,2014-11-23,30955749,1370,126
2014-11-17,2014-11-23,36561036,1368,127
2014-11-17,2014-11-23,95237027,1362,128
2014-11-17,2014-11-23,91239449,1361,129
2014-11-17,2014-11-23,89428650,1360,130
2014-11-17,2014-11-23,19716129,1358,131
2014-11-17,2014-11-23,135402088,1355,132
2014-11-17,2014-11-23,475826,1351,133
2014-11-17,2014-11-23,95885873,1347,134
2014-11-17,2014-11-23,73138544,1345,135
2014-11-17,2014-11-23,128246403,1341,136
2014-11-17,2014-11-23,124291848,1339,137
2014-11-17,2014-11-23,67028419,1337,138
2014-11-17,2014-11-23,56462249,1336,139
2014-11-17,2014-11-23,85633095,1328,140
2014-11-17,2014-11-23,57105532,1313,141
2014-11-17,2014-11-23,138867561,1313,142
2014-11-17,2014-11-23,88815441,1312,143
2014-11-17,2014-11-23,6101177,1311,144
2014-11-17,2014-11-23,33116829,1307,145
2014-11-17,2014-11-23,130576689,1306,146
2014-11-17,2014-11-23,56575580,1302,147
2014-11-17,2014-11-23,101435898,1302,148
2014-11-17,2014-11-23,102281568,1290,149
2014-11-17,2014-11-23,62360262,1289,150
2014-11-17,2014-11-23,123848007,1288,151
2014-11-17,2014-11-23,48470191,1287,152
2014-11-17,2014-11-23,125411948,1281,153
2014-11-17,2014-11-23,106090167,1279,154
2014-11-17,2014-11-23,90035027,1278,155
2014-11-17,2014-11-23,117961451,1277,156
2014-11-17,2014-11-23,138735272,1268,157
2014-11-17,2014-11-23,48793683,1265,158
2014-11-17,2014-11-23,67168345,1263,159
2014-11-17,2014-11-23,51426415,1262,160
2014-11-17,2014-11-23,48752418,1244,161
2014-11-17,2014-11-23,91081942,1239,162
2014-11-17,2014-11-23,43468469,1239,163
2014-11-17,2014-11-23,33303512,1234,164
2014-11-17,2014-11-23,54214799,1230,165
2014-11-17,2014-11-23,95528086,1230,166
2014-11-17,2014-11-23,70913065,1226,167
2014-11-17,2014-11-23,71251121,1223,168
2014-11-17,2014-11-23,80481728,1222,169
2014-11-17,2014-11-23,71238931,1220,170
2014-11-17,2014-11-23,134358011,1217,171
2014-11-17,2014-11-23,69195802,1215,172
2014-11-17,2014-11-23,3282021,1211,173
2014-11-17,2014-11-23,25678919,1209,174
2014-11-17,2014-11-23,80283819,1203,175
2014-11-17,2014-11-23,128476994,1196,176
2014-11-17,2014-11-23,59915320,1194,177
2014-11-17,2014-11-23,21562611,1191,178
2014-11-17,2014-11-23,56053530,1183,179
2014-11-17,2014-11-23,132731360,1178,180
2014-11-17,2014-11-23,53150140,1171,181
2014-11-17,2014-11-23,14281644,1158,182
2014-11-17,2014-11-23,12210870,1157,183
2014-11-17,2014-11-23,43794910,1155,184
2014-11-17,2014-11-23,97073377,1154,185
2014-11-17,2014-11-23,30838173,1153,186
2014-11-17,2014-11-23,19911284,1153,187
2014-11-17,2014-11-23,139104982,1147,188
2014-11-17,2014-11-23,21875488,1146,189
2014-11-17,2014-11-23,58581609,1145,190
2014-11-17,2014-11-23,108070698,1144,191
2014-11-17,2014-11-23,48677702,1142,192
2014-11-17,2014-11-23,79112468,1137,193
2014-11-17,2014-11-23,43855246,1136,194
2014-11-17,2014-11-23,99674599,1134,195
2014-11-17,2014-11-23,55381200,1133,196
2014-11-17,2014-11-23,103504610,1132,197
2014-11-17,2014-11-23,61453950,1131,198
2014-11-17,2014-11-23,119687214,1130,199
2014-11-17,2014-11-23,91496013,1128,200
2014-11-17,2014-11-23,87658501,1126,201
2014-11-17,2014-11-23,91222505,1124,202
2014-11-17,2014-11-23,18728199,1124,203
2014-11-17,2014-11-23,115121430,1119,204
2014-11-17,2014-11-23,8702919,1118,205
2014-11-17,2014-11-23,15924838,1118,206
2014-11-17,2014-11-23,61596634,1117,207
2014-11-17,2014-11-23,37554907,1115,208
2014-11-17,2014-11-23,63625417,1115,209
2014-11-17,2014-11-23,36574688,1113,210
2014-11-17,2014-11-23,134233776,1112,211
2014-11-17,2014-11-23,99346682,1110,212
2014-11-17,2014-11-23,116101597,1109,213
2014-11-17,2014-11-23,90720609,1106,214
2014-11-17,2014-11-23,82259162,1105,215
2014-11-17,2014-11-23,17908580,1104,216
2014-11-17,2014-11-23,31663890,1099,217
2014-11-17,2014-11-23,138891580,1096,218
2014-11-17,2014-11-23,83802493,1096,219
2014-11-17,2014-11-23,29699014,1095,220
2014-11-17,2014-11-23,139462332,1095,221
2014-11-17,2014-11-23,96865786,1088,222
2014-11-17,2014-11-23,77443046,1088,223
2014-11-17,2014-11-23,109939909,1088,224
2014-11-17,2014-11-23,125316855,1086,225
2014-11-17,2014-11-23,135639209,1085,226
2014-11-17,2014-11-23,125871688,1083,227
2014-11-17,2014-11-23,85336332,1080,228
2014-11-17,2014-11-23,122430841,1079,229
2014-11-17,2014-11-23,86273519,1076,230
2014-11-17,2014-11-23,106498387,1076,231
2014-11-17,2014-11-23,60625397,1076,232
2014-11-17,2014-11-23,78331026,1074,233
2014-11-17,2014-11-23,78477282,1074,234
2014-11-17,2014-11-23,95471305,1074,235
2014-11-17,2014-11-23,79253885,1071,236
2014-11-17,2014-11-23,94992306,1071,237
2014-11-17,2014-11-23,35669832,1069,238
2014-11-17,2014-11-23,124303059,1066,239
2014-11-17,2014-11-23,93784494,1065,240
2014-11-17,2014-11-23,52559406,1063,241
2014-11-17,2014-11-23,11910007,1059,242
2014-11-17,2014-11-23,132061340,1059,243
2014-11-17,2014-11-23,21824858,1059,244
2014-11-17,2014-11-23,20643274,1058,245
2014-11-17,2014-11-23,134636593,1058,246
2014-11-17,2014-11-23,106469828,1056,247
2014-11-17,2014-11-23,119149297,1055,248
2014-11-17,2014-11-23,50673557,1055,249
2014-11-17,2014-11-23,104003037,1055,250
2014-11-17,2014-11-23,103133076,1053,251
2014-11-17,2014-11-23,68249522,1052,252
2014-11-17,2014-11-23,81608134,1050,253
2014-11-17,2014-11-23,46023224,1050,254
2014-11-17,2014-11-23,99529968,1049,255
2014-11-17,2014-11-23,46428221,1049,256
2014-11-17,2014-11-23,63329418,1049,257
2014-11-17,2014-11-23,87944152,1047,258
2014-11-17,2014-11-23,13213333,1047,259
2014-11-17,2014-11-23,83570876,1046,260
2014-11-17,2014-11-23,127958351,1046,261
2014-11-17,2014-11-23,73462715,1045,262
2014-11-17,2014-11-23,54007195,1044,263
2014-11-17,2014-11-23,125912657,1043,264
2014-11-17,2014-11-23,37357777,1039,265
2014-11-17,2014-11-23,89931825,1039,266
2014-11-17,2014-11-23,60032762,1038,267
2014-11-17,2014-11-23,122183715,1036,268
2014-11-17,2014-11-23,51926941,1033,269
2014-11-17,2014-11-23,91877964,1032,270
2014-11-17,2014-11-23,4361577,1032,271
2014-11-17,2014-11-23,29601369,1028,272
2014-11-17,2014-11-23,73918597,1028,273
2014-11-17,2014-11-23,128969098,1027,274
2014-11-17,2014-11-23,37648682,1022,275
2014-11-17,2014-11-23,102727427,1021,276
2014-11-17,2014-11-23,8249269,1021,277
2014-11-17,2014-11-23,101437780,1020,278
2014-11-17,2014-11-23,105919960,1018,279
2014-11-17,2014-11-23,137484826,1017,280
2014-11-17,2014-11-23,47293396,1016,281
2014-11-17,2014-11-23,81964332,1016,282
2014-11-17,2014-11-23,27626311,1015,283
2014-11-17,2014-11-23,113847593,1015,284
2014-11-17,2014-11-23,44193672,1015,285
2014-11-17,2014-11-23,101120745,1014,286
2014-11-17,2014-11-23,61457956,1013,287
2014-11-17,2014-11-23,67849399,1013,288
2014-11-17,2014-11-23,94917798,1012,289
2014-11-17,2014-11-23,136220191,1011,290
2014-11-17,2014-11-23,16623516,1010,291
2014-11-17,2014-11-23,22509276,1010,292
2014-11-17,2014-11-23,128135959,1005,293
2014-11-17,2014-11-23,113693068,1005,294
2014-11-17,2014-11-23,72651215,1001,295
2014-11-17,2014-11-23,104792616,998,296
2014-11-17,2014-11-23,128002749,998,297
2014-11-17,2014-11-23,95088933,997,298
2014-11-17,2014-11-23,67268928,995,299
2014-11-17,2014-11-23,12746210,995,300
2014-11-17,2014-11-23,12684051,994,301
2014-11-17,2014-11-23,14157293,992,302
2014-11-17,2014-11-23,125083491,989,303
2014-11-17,2014-11-23,124992372,988,304
2014-11-17,2014-11-23,93687523,988,305
2014-11-17,2014-11-23,141600808,987,306
2014-11-17,2014-11-23,103982848,987,307
2014-11-17,2014-11-23,71714329,985,308
2014-11-17,2014-11-23,103439105,985,309
2014-11-17,2014-11-23,42599112,984,310
2014-11-17,2014-11-23,122823587,984,311
2014-11-17,2014-11-23,109280382,984,312
2014-11-17,2014-11-23,81322348,983,313
2014-11-17,2014-11-23,9219164,983,314
2014-11-17,2014-11-23,114352631,982,315
2014-11-17,2014-11-23,34305614,977,316
2014-11-17,2014-11-23,37780288,977,317
2014-11-17,2014-11-23,61925056,976,318
2014-11-17,2014-11-23,47060411,976,319
2014-11-17,2014-11-23,74775623,975,320
2014-11-17,2014-11-23,31446692,971,321
2014-11-17,2014-11-23,23446150,969,322
2014-11-17,2014-11-23,3063448,968,323
2014-11-17,2014-11-23,134580497,968,324
2014-11-17,2014-11-23,52660721,965,325
2014-11-17,2014-11-23,22560823,964,326
2014-11-17,2014-11-23,14144843,960,327
2014-11-17,2014-11-23,75321867,960,328
2014-11-17,2014-11-23,88120786,957,329
2014-11-17,2014-11-23,5020210,956,330
2014-11-17,2014-11-23,29689901,955,331
2014-11-17,2014-11-23,85862488,953,332
2014-11-17,2014-11-23,122388121,952,333
2014-11-17,2014-11-23,112171699,951,334
2014-11-17,2014-11-23,20997825,951,335
2014-11-17,2014-11-23,40973276,951,336
2014-11-17,2014-11-23,78129838,950,337
2014-11-17,2014-11-23,1897583,949,338
2014-11-17,2014-11-23,74285031,948,339
2014-11-17,2014-11-23,47428428,946,340
2014-11-17,2014-11-23,53797092,946,341
2014-11-17,2014-11-23,107323711,945,342
2014-11-17,2014-11-23,15437545,943,343
2014-11-17,2014-11-23,76879190,943,344
2014-11-17,2014-11-23,89710336,943,345
2014-11-17,2014-11-23,103633934,943,346
2014-11-17,2014-11-23,134109810,941,347
2014-11-17,2014-11-23,74067634,940,348
2014-11-17,2014-11-23,828731,939,349
2014-11-17,2014-11-23,55192254,939,350
2014-11-17,2014-11-23,61336461,938,351
2014-11-17,2014-11-23,119389676,938,352
2014-11-17,2014-11-23,45966877,938,353
2014-11-17,2014-11-23,76732078,935,354
2014-11-17,2014-11-23,97855966,935,355
2014-11-17,2014-11-23,136425962,935,356
2014-11-17,2014-11-23,66232679,934,357
2014-11-17,2014-11-23,89384841,932,358
2014-11-17,2014-11-23,61627054,932,359
2014-11-17,2014-11-23,113078957,929,360
2014-11-17,2014-11-23,49646570,928,361
2014-11-17,2014-11-23,93970634,928,362
2014-11-17,2014-11-23,68150938,926,363
2014-11-17,2014-11-23,40364499,925,364
2014-11-17,2014-11-23,78888823,924,365
2014-11-17,2014-11-23,133665536,923,366
2014-11-17,2014-11-23,74049444,922,367
2014-11-17,2014-11-23,73065478,920,368
2014-11-17,2014-11-23,10297132,919,369
2014-11-17,2014-11-23,71406451,918,370
2014-11-17,2014-11-23,123889295,917,371
2014-11-17,2014-11-23,101748138,916,372
2014-11-17,2014-11-23,117903708,915,373
2014-11-17,2014-11-23,59248477,915,374
2014-11-17,2014-11-23,97175671,912,375
2014-11-17,2014-11-23,125193088,911,376
2014-11-17,2014-11-23,19277570,911,377
2014-11-17,2014-11-23,132057506,910,378
2014-11-17,2014-11-23,27141122,910,379
2014-11-17,2014-11-23,86239261,909,380
2014-11-17,2014-11-23,106634442,908,381
2014-11-17,2014-11-23,67822184,907,382
2014-11-17,2014-11-23,33797179,907,383
2014-11-17,2014-11-23,101828853,901,384
2014-11-17,2014-11-23,3731463,899,385
2014-11-17,2014-11-23,3442818,899,386
2014-11-17,2014-11-23,11758356,898,387
2014-11-17,2014-11-23,43864538,895,388
2014-11-17,2014-11-23,99750042,895,389
2014-11-17,2014-11-23,16788720,894,390
2014-11-17,2014-11-23,110690572,894,391
2014-11-17,2014-11-23,116114060,893,392
2014-11-17,2014-11-23,10982501,891,393
2014-11-17,2014-11-23,8205078,888,394
2014-11-17,2014-11-23,17216075,886,395
2014-11-17,2014-11-23,33077425,884,396
2014-11-17,2014-11-23,139592313,882,397
2014-11-17,2014-11-23,40438806,882,398
2014-11-17,2014-11-23,32495375,882,399
2014-11-17,2014-11-23,78329358,881,400
2014-11-17,2014-11-23,130011402,881,401
2014-11-17,2014-11-23,73278658,880,402
2014-11-17,2014-11-23,91351115,880,403
2014-11-17,2014-11-23,103090935,879,404
2014-11-17,2014-11-23,75225256,878,405
2014-11-17,2014-11-23,120852545,876,406
2014-11-17,2014-11-23,75821100,875,407
2014-11-17,2014-11-23,78889829,874,408
2014-11-17,2014-11-23,100509623,872,409
2014-11-17,2014-11-23,106815559,868,410
2014-11-17,2014-11-23,60575815,867,411
2014-11-17,2014-11-23,54666554,866,412
2014-11-17,2014-11-23,87475354,865,413
2014-11-17,2014-11-23,16911051,865,414
2014-11-17,2014-11-23,57391950,863,415
2014-11-17,2014-11-23,17362237,862,416
2014-11-17,2014-11-23,26052997,859,417
2014-11-17,2014-11-23,101508404,858,418
2014-11-17,2014-11-23,101734993,858,419
2014-11-17,2014-11-23,47328088,856,420
2014-11-17,2014-11-23,413178,855,421
2014-11-17,2014-11-23,83976914,853,422
2014-11-17,2014-11-23,81500257,853,423
2014-11-17,2014-11-23,59413510,849,424
2014-11-17,2014-11-23,138387712,848,425
2014-11-17,2014-11-23,66737372,846,426
2014-11-17,2014-11-23,63339028,846,427
2014-11-17,2014-11-23,139891563,845,428
2014-11-17,2014-11-23,11682531,845,429
2014-11-17,2014-11-23,61459598,844,430
2014-11-17,2014-11-23,101570549,842,431
2014-11-17,2014-11-23,132203237,840,432
2014-11-17,2014-11-23,140735769,839,433
2014-11-17,2014-11-23,123848513,837,434
2014-11-17,2014-11-23,121632160,837,435
2014-11-17,2014-11-23,77965060,836,436
2014-11-17,2014-11-23,53027024,836,437
2014-11-17,2014-11-23,20243905,832,438
2014-11-17,2014-11-23,72306639,832,439
2014-11-17,2014-11-23,69251001,832,440
2014-11-17,2014-11-23,114737900,831,441
2014-11-17,2014-11-23,71126415,828,442
2014-11-17,2014-11-23,112382240,828,443
2014-11-17,2014-11-23,112711623,827,444
2014-11-17,2014-11-23,39454183,826,445
2014-11-17,2014-11-23,104084848,826,446
2014-11-17,2014-11-23,82960193,826,447
2014-11-17,2014-11-23,9774692,824,448
2014-11-17,2014-11-23,122740147,823,449
2014-11-17,2014-11-23,41017872,823,450
2014-11-17,2014-11-23,56558948,822,451
2014-11-17,2014-11-23,20849275,822,452
2014-11-17,2014-11-23,130806899,822,453
2014-11-17,2014-11-23,40459733,821,454
2014-11-17,2014-11-23,83062037,820,455
2014-11-17,2014-11-23,123237592,820,456
2014-11-17,2014-11-23,136616127,818,457
2014-11-17,2014-11-23,126784328,816,458
2014-11-17,2014-11-23,74750292,813,459
2014-11-17,2014-11-23,4120403,811,460
2014-11-17,2014-11-23,56830095,810,461
2014-11-17,2014-11-23,53538099,809,462
2014-11-17,2014-11-23,119653720,809,463
2014-11-17,2014-11-23,140356732,808,464
2014-11-17,2014-11-23,65143114,807,465
2014-11-17,2014-11-23,107377446,807,466
2014-11-17,2014-11-23,72703245,806,467
2014-11-17,2014-11-23,104164603,806,468
2014-11-17,2014-11-23,88503688,805,469
2014-11-17,2014-11-23,122822446,804,470
2014-11-17,2014-11-23,27850931,803,471
2014-11-17,2014-11-23,45926523,803,472
2014-11-17,2014-11-23,88009446,802,473
2014-11-17,2014-11-23,86038768,802,474
2014-11-17,2014-11-23,37652869,802,475
2014-11-17,2014-11-23,51763538,801,476
2014-11-17,2014-11-23,17552766,801,477
2014-11-17,2014-11-23,69439796,801,478
2014-11-17,2014-11-23,40979555,799,479
2014-11-17,2014-11-23,23326854,797,480
2014-11-17,2014-11-23,140662618,796,481
2014-11-17,2014-11-23,126205303,796,482
2014-11-17,2014-11-23,108129951,795,483
2014-11-17,2014-11-23,36593288,795,484
2014-11-17,2014-11-23,49394233,795,485
2014-11-17,2014-11-23,8596951,793,486
2014-11-17,2014-11-23,55832398,792,487
2014-11-17,2014-11-23,99248296,792,488
2014-11-17,2014-11-23,129226331,789,489
2014-11-17,2014-11-23,120321894,789,490
2014-11-17,2014-11-23,65949028,788,491
2014-11-17,2014-11-23,101256818,788,492
2014-11-17,2014-11-23,2820961,787,493
2014-11-17,2014-11-23,65667723,787,494
2014-11-17,2014-11-23,7799018,787,495
2014-11-17,2014-11-23,4137745,787,496
2014-11-17,2014-11-23,73349802,786,497
2014-11-17,2014-11-23,71969934,785,498
2014-11-17,2014-11-23,125135169,785,499
2014-11-17,2014-11-23,128521783,784,500
2014-11-17,2014-11-23,22779974,784,501
2014-11-17,2014-11-23,88090767,783,502
2014-11-17,2014-11-23,135916314,782,503
2014-11-17,2014-11-23,133849127,780,504
2014-11-17,2014-11-23,65087297,780,505
2014-11-17,2014-11-23,45360868,780,506
2014-11-17,2014-11-23,38855741,778,507
2014-11-17,2014-11-23,4903043,778,508
2014-11-17,2014-11-23,88513390,777,509
2014-11-17,2014-11-23,18781926,776,510
2014-11-17,2014-11-23,55055762,775,511
2014-11-17,2014-11-23,72288359,773,512
2014-11-17,2014-11-23,89962630,773,513
2014-11-17,2014-11-23,98795231,773,514
2014-11-17,2014-11-23,81295365,773,515
2014-11-17,2014-11-23,116259421,772,516
2014-11-17,2014-11-23,12039328,772,517
2014-11-17,2014-11-23,109084676,769,518
2014-11-17,2014-11-23,48885147,769,519
2014-11-17,2014-11-23,41986655,768,520
2014-11-17,2014-11-23,97595347,768,521
2014-11-17,2014-11-23,89083541,768,522
2014-11-17,2014-11-23,116481997,768,523
2014-11-17,2014-11-23,100637858,767,524
2014-11-17,2014-11-23,66535302,766,525
2014-11-17,2014-11-23,21070014,764,526
2014-11-17,2014-11-23,43621565,762,527
2014-11-17,2014-11-23,46274658,761,528
2014-11-17,2014-11-23,43150394,761,529
2014-11-17,2014-11-23,136788174,761,530
2014-11-17,2014-11-23,120346962,760,531
2014-11-17,2014-11-23,97795315,760,532
2014-11-17,2014-11-23,867381,760,533
2014-11-17,2014-11-23,70891589,759,534
2014-11-17,2014-11-23,43857558,759,535
2014-11-17,2014-11-23,92954093,758,536
2014-11-17,2014-11-23,129809988,758,537
2014-11-17,2014-11-23,129903163,758,538
2014-11-17,2014-11-23,88079688,757,539
2014-11-17,2014-11-23,107376559,757,540
2014-11-17,2014-11-23,8440456,755,541
2014-11-17,2014-11-23,117006290,754,542
2014-11-17,2014-11-23,104569658,753,543
2014-11-17,2014-11-23,58134314,752,544
2014-11-17,2014-11-23,11993970,751,545
2014-11-17,2014-11-23,108168148,751,546
2014-11-17,2014-11-23,106342906,751,547
2014-11-17,2014-11-23,28097175,751,548
2014-11-17,2014-11-23,814199,750,549
2014-11-17,2014-11-23,53416987,749,550
2014-11-17,2014-11-23,51098608,749,551
2014-11-17,2014-11-23,62024754,748,552
2014-11-17,2014-11-23,80378029,748,553
2014-11-17,2014-11-23,82302996,747,554
2014-11-17,2014-11-23,41745316,747,555
2014-11-17,2014-11-23,86785531,746,556
2014-11-17,2014-11-23,99393465,746,557
2014-11-17,2014-11-23,33356728,746,558
2014-11-17,2014-11-23,126046148,745,559
2014-11-17,2014-11-23,85558599,744,560
2014-11-17,2014-11-23,109613455,743,561
2014-11-17,2014-11-23,77150532,743,562
2014-11-17,2014-11-23,77139316,743,563
2014-11-17,2014-11-23,75916920,743,564
2014-11-17,2014-11-23,68225403,742,565
2014-11-17,2014-11-23,80125653,742,566
2014-11-17,2014-11-23,131702468,741,567
2014-11-17,2014-11-23,131930045,741,568
2014-11-17,2014-11-23,88290400,740,569
2014-11-17,2014-11-23,25544044,740,570
2014-11-17,2014-11-23,76252012,739,571
2014-11-17,2014-11-23,127641845,739,572
2014-11-17,2014-11-23,114726208,738,573
2014-11-17,2014-11-23,109893417,738,574
2014-11-17,2014-11-23,142450275,737,575
2014-11-17,2014-11-23,128671783,737,576
2014-11-17,2014-11-23,59779793,737,577
2014-11-17,2014-11-23,130068403,736,578
2014-11-17,2014-11-23,84949737,736,579
2014-11-17,2014-11-23,96509906,736,580
2014-11-17,2014-11-23,6997005,736,581
2014-11-17,2014-11-23,89901261,736,582
2014-11-17,2014-11-23,97019627,735,583
2014-11-17,2014-11-23,14759968,735,584
2014-11-17,2014-11-23,120305341,734,585
2014-11-17,2014-11-23,56708793,733,586
2014-11-17,2014-11-23,45473276,732,587
2014-11-17,2014-11-23,28373415,731,588
2014-11-17,2014-11-23,12214179,730,589
2014-11-17,2014-11-23,20786149,729,590
2014-11-17,2014-11-23,98308778,728,591
2014-11-17,2014-11-23,17341591,727,592
2014-11-17,2014-11-23,98435498,726,593
2014-11-17,2014-11-23,124063835,726,594
2014-11-17,2014-11-23,1926899,725,595
2014-11-17,2014-11-23,57097264,725,596
2014-11-17,2014-11-23,90033831,724,597
2014-11-17,2014-11-23,65982317,724,598
2014-11-17,2014-11-23,138100684,724,599
2014-11-17,2014-11-23,13666087,723,600
2014-11-17,2014-11-23,8325510,720,601
2014-11-17,2014-11-23,21193363,719,602
2014-11-17,2014-11-23,111957230,718,603
2014-11-17,2014-11-23,86530795,718,604
2014-11-17,2014-11-23,39201973,718,605
2014-11-17,2014-11-23,105278727,717,606
2014-11-17,2014-11-23,27809186,717,607
2014-11-17,2014-11-23,69505718,717,608
2014-11-17,2014-11-23,27625049,717,609
2014-11-17,2014-11-23,127089112,716,610
2014-11-17,2014-11-23,87165474,716,611
2014-11-17,2014-11-23,118814309,715,612
2014-11-17,2014-11-23,81901472,714,613
2014-11-17,2014-11-23,22153508,712,614
2014-11-17,2014-11-23,19805334,712,615
2014-11-17,2014-11-23,63256758,710,616
2014-11-17,2014-11-23,101150402,710,617
2014-11-17,2014-11-23,137905112,710,618
2014-11-17,2014-11-23,48776635,710,619
2014-11-17,2014-11-23,137850156,710,620
