event_time,user_id,num_behavior_type,user_rank
"2014-11-20 01:00:00",128521783,159,4
"2014-11-20 01:00:00",5938241,158,5
"2014-11-20 02:00:00",8886191,168,1
"2014-11-20 02:00:00",5315279,159,2
"2014-11-20 02:00:00",137175187,135,3
"2014-11-20 02:00:00",122183715,133,4
"2014-11-20 02:00:00",5938241,110,5
"2014-11-20 03:00:00",29791483,239,1
"2014-11-20 03:00:00",5315279,150,2
"2014-11-20 03:00:00",16676403,143,3
"2014-11-20 03:00:00",137175187,108,4
"2014-11-20 03:00:00",30955749,104,5
"2014-11-20 04:00:00",5315279,186,1
"2014-11-20 04:00:00",53708814,140,2
"2014-11-20 04:00:00",36561036,135,3
"2014-11-20 04:00:00",4561993,109,4
"2014-11-20 04:00:00",122388121,96,5
"2014-11-20 05:00:00",23165095,161,1
"2014-11-20 05:00:00",28097175,87,2
"2014-11-20 05:00:00",122388121,85,3
"2014-11-20 05:00:00",18728199,79,4
"2014-11-20 05:00:00",40364499,77,5
"2014-11-20 06:00:00",48836510,130,1
"2014-11-20 06:00:00",77139316,127,2
"2014-11-20 06:00:00",6101177,114,3
"2014-11-20 06:00:00",106090167,84,4
"2014-11-20 06:00:00",4060646,66,5
"2014-11-20 07:00:00",5938241,201,1
"2014-11-20 07:00:00",97464808,164,2
"2014-11-20 07:00:00",43857558,141,3
"2014-11-20 07:00:00",6101177,122,4
"2014-11-20 07:00:00",61644490,116,5
"2014-11-20 08:00:00",97464808,179,1
"2014-11-20 08:00:00",93784494,170,2
"2014-11-20 08:00:00",11682531,151,3
"2014-11-20 08:00:00",88090767,135,4
"2014-11-20 08:00:00",116049086,129,5
"2014-11-20 09:00:00",68210335,142,1
"2014-11-20 09:00:00",137175187,140,2
"2014-11-20 09:00:00",15541192,118,3
"2014-11-20 09:00:00",93784494,115,4
"2014-11-20 09:00:00",51940848,114,5
"2014-11-20 10:00:00",131573117,174,1
"2014-11-20 10:00:00",91081942,168,2
"2014-11-20 10:00:00",94308406,155,3
"2014-11-20 10:00:00",116259421,130,4
"2014-11-20 10:00:00",93232888,123,5
"2014-11-20 11:00:00",91081942,202,1
"2014-11-20 11:00:00",94992306,140,2
"2014-11-20 11:00:00",101120745,138,3
"2014-11-20 11:00:00",86723232,136,4
"2014-11-20 11:00:00",79807626,113,5
"2014-11-20 12:00:00",128519725,188,1
"2014-11-20 12:00:00",114734197,163,2
"2014-11-20 12:00:00",33463484,140,3
"2014-11-20 12:00:00",125083491,130,4
"2014-11-20 12:00:00",62569699,128,5
"2014-11-20 13:00:00",75292590,212,1
"2014-11-20 13:00:00",61925056,177,2
"2014-11-20 13:00:00",16676403,162,3
"2014-11-20 13:00:00",86273519,147,4
"2014-11-20 13:00:00",32377098,125,5
"2014-11-20 14:00:00",26857141,217,1
"2014-11-20 14:00:00",124614349,215,2
"2014-11-20 14:00:00",110976685,169,3
"2014-11-20 14:00:00",27626311,167,4
"2014-11-20 14:00:00",117977942,151,5
"2014-11-20 15:00:00",4110672,266,1
"2014-11-20 15:00:00",77374787,256,2
"2014-11-20 15:00:00",113283932,214,3
"2014-11-20 15:00:00",127958351,163,4
"2014-11-20 15:00:00",85164456,143,5
"2014-11-20 16:00:00",113283932,210,1
"2014-11-20 16:00:00",77374787,195,2
"2014-11-20 16:00:00",117902605,184,3
"2014-11-20 16:00:00",124614349,160,4
"2014-11-20 16:00:00",87229516,159,5
"2014-11-20 17:00:00",7234861,198,1
"2014-11-20 17:00:00",77374787,174,2
"2014-11-20 17:00:00",17878712,152,3
"2014-11-20 17:00:00",133888509,141,4
"2014-11-20 17:00:00",69439796,132,5
"2014-11-20 18:00:00",95996140,169,1
"2014-11-20 18:00:00",6345483,137,2
"2014-11-20 18:00:00",112142417,135,3
"2014-11-20 18:00:00",117718025,120,4
"2014-11-20 18:00:00",19911284,120,5
"2014-11-20 19:00:00",65519398,179,1
"2014-11-20 19:00:00",497764,172,2
"2014-11-20 19:00:00",29245673,137,3
"2014-11-20 19:00:00",413178,133,4
"2014-11-20 19:00:00",45649071,130,5
"2014-11-20 20:00:00",77374787,269,1
"2014-11-20 20:00:00",55381200,196,2
"2014-11-20 20:00:00",16676403,190,3
"2014-11-20 20:00:00",12472346,182,4
"2014-11-20 20:00:00",2639819,180,5
"2014-11-20 21:00:00",2639819,199,1
"2014-11-20 21:00:00",91222505,189,2
"2014-11-20 21:00:00",43855246,156,3
"2014-11-20 21:00:00",33984927,155,4
"2014-11-20 21:00:00",56009546,149,5
"2014-11-20 22:00:00",117301497,258,1
"2014-11-20 22:00:00",5694160,225,2
"2014-11-20 22:00:00",26337733,219,3
"2014-11-20 22:00:00",10770527,195,4
"2014-11-20 22:00:00",52577851,187,5
"2014-11-20 23:00:00",59511789,575,1
"2014-11-20 23:00:00",6345483,288,2
"2014-11-20 23:00:00",116049086,246,3
"2014-11-20 23:00:00",21070014,201,4
"2014-11-20 23:00:00",122079464,198,5
"2014-11-21 00:00:00",59511789,490,1
"2014-11-21 00:00:00",79134636,336,2
"2014-11-21 00:00:00",33596774,245,3
"2014-11-21 00:00:00",58992390,200,4
"2014-11-21 00:00:00",128246403,192,5
"2014-11-21 01:00:00",29791483,353,1
"2014-11-21 01:00:00",7234861,169,2
"2014-11-21 01:00:00",62068426,155,3
"2014-11-21 01:00:00",123842164,155,4
"2014-11-21 01:00:00",9639120,130,5
"2014-11-21 02:00:00",137175187,219,1
"2014-11-21 02:00:00",74952849,94,2
"2014-11-21 02:00:00",69195802,87,3
"2014-11-21 02:00:00",38839327,86,4
"2014-11-21 02:00:00",33596774,80,5
"2014-11-21 03:00:00",74952849,165,1
"2014-11-21 03:00:00",39454183,120,2
"2014-11-21 03:00:00",134358011,114,3
"2014-11-21 03:00:00",45069561,75,4
"2014-11-21 03:00:00",26277198,69,5
"2014-11-21 04:00:00",74952849,247,1
"2014-11-21 04:00:00",7761295,148,2
"2014-11-21 04:00:00",81960712,84,3
"2014-11-21 04:00:00",103275202,84,4
"2014-11-21 04:00:00",138324819,75,5
"2014-11-21 05:00:00",134358011,133,1
"2014-11-21 05:00:00",77139316,132,2
"2014-11-21 05:00:00",141578499,110,3
"2014-11-21 05:00:00",125547509,91,4
"2014-11-21 05:00:00",33039526,80,5
"2014-11-21 06:00:00",15541192,138,1
"2014-11-21 06:00:00",122388121,121,2
"2014-11-21 06:00:00",85566132,99,3
"2014-11-21 06:00:00",132039263,86,4
"2014-11-21 06:00:00",25142712,84,5
"2014-11-21 07:00:00",22962826,120,1
"2014-11-21 07:00:00",100326985,114,2
"2014-11-21 07:00:00",61336461,92,3
"2014-11-21 07:00:00",48270094,88,4
"2014-11-21 07:00:00",34424883,84,5
"2014-11-21 08:00:00",97464808,230,1
"2014-11-21 08:00:00",68150938,130,2
"2014-11-21 08:00:00",82905542,128,3
"2014-11-21 08:00:00",70876649,121,4
"2014-11-21 08:00:00",35817682,115,5
"2014-11-21 09:00:00",11682531,187,1
"2014-11-21 09:00:00",15541192,147,2
"2014-11-21 09:00:00",30933630,138,3
"2014-11-21 09:00:00",20379505,133,4
"2014-11-21 09:00:00",47065920,116,5
"2014-11-21 10:00:00",74952849,342,1
"2014-11-21 10:00:00",70240139,186,2
"2014-11-21 10:00:00",74314315,169,3
"2014-11-21 10:00:00",30933630,162,4
"2014-11-21 10:00:00",33797179,137,5
"2014-11-21 11:00:00",7234861,170,1
"2014-11-21 11:00:00",33797179,154,2
"2014-11-21 11:00:00",124614349,144,3
"2014-11-21 11:00:00",106498387,125,4
"2014-11-21 11:00:00",11361547,124,5
"2014-11-21 12:00:00",129809988,206,1
"2014-11-21 12:00:00",117977942,170,2
"2014-11-21 12:00:00",28739065,168,3
"2014-11-21 12:00:00",106498387,166,4
"2014-11-21 12:00:00",12472346,141,5
"2014-11-21 13:00:00",9639120,203,1
"2014-11-21 13:00:00",123842164,177,2
"2014-11-21 13:00:00",36574688,145,3
"2014-11-21 13:00:00",15541192,143,4
"2014-11-21 13:00:00",16676403,138,5
"2014-11-21 14:00:00",131283302,186,1
"2014-11-21 14:00:00",11361547,166,2
"2014-11-21 14:00:00",30933630,149,3
"2014-11-21 14:00:00",9639120,137,4
"2014-11-21 14:00:00",70913065,133,5
"2014-11-21 15:00:00",131283302,179,1
"2014-11-21 15:00:00",4110672,174,2
"2014-11-21 15:00:00",72632718,164,3
"2014-11-21 15:00:00",10020755,161,4
"2014-11-21 15:00:00",85558599,147,5
"2014-11-21 16:00:00",113283932,302,1
"2014-11-21 16:00:00",11361547,172,2
"2014-11-21 16:00:00",71929773,171,3
"2014-11-21 16:00:00",72632718,138,4
"2014-11-21 16:00:00",78331026,117,5
"2014-11-21 17:00:00",130547450,218,1
"2014-11-21 17:00:00",85633095,169,2
"2014-11-21 17:00:00",77374787,148,3
"2014-11-21 17:00:00",45926523,136,4
"2014-11-21 17:00:00",54214799,134,5
"2014-11-21 18:00:00",77374787,206,1
"2014-11-21 18:00:00",125411948,187,2
"2014-11-21 18:00:00",97389266,145,3
"2014-11-21 18:00:00",3694961,121,4
"2014-11-21 18:00:00",128521783,117,5
"2014-11-21 19:00:00",48470191,198,1
"2014-11-21 19:00:00",57949136,182,2
"2014-11-21 19:00:00",125411948,175,3
"2014-11-21 19:00:00",130547450,158,4
"2014-11-21 19:00:00",97838802,145,5
"2014-11-21 20:00:00",125411948,249,1
"2014-11-21 20:00:00",114737900,212,2
"2014-11-21 20:00:00",77339861,177,3
"2014-11-21 20:00:00",97389266,168,4
"2014-11-21 20:00:00",124259296,161,5
"2014-11-21 21:00:00",91081942,393,1
"2014-11-21 21:00:00",7234861,326,2
"2014-11-21 21:00:00",97389266,247,3
"2014-11-21 21:00:00",21875488,203,4
"2014-11-21 21:00:00",109597580,167,5
"2014-11-21 22:00:00",52660721,306,1
"2014-11-21 22:00:00",36233277,230,2
"2014-11-21 22:00:00",117006290,173,3
"2014-11-21 22:00:00",110106082,163,4
"2014-11-21 22:00:00",25678919,158,5
"2014-11-21 23:00:00",71929773,230,1
"2014-11-21 23:00:00",33596774,199,2
"2014-11-21 23:00:00",108070698,180,3
"2014-11-21 23:00:00",101435898,178,4
"2014-11-21 23:00:00",43399261,173,5
"2014-11-22 00:00:00",52577851,202,1
"2014-11-22 00:00:00",6345483,186,2
"2014-11-22 00:00:00",39526193,185,3
"2014-11-22 00:00:00",18728199,163,4
"2014-11-22 00:00:00",75821100,163,5
"2014-11-22 01:00:00",29791483,233,1
"2014-11-22 01:00:00",59511789,138,2
"2014-11-22 01:00:00",16124295,129,3
"2014-11-22 01:00:00",112142417,111,4
"2014-11-22 01:00:00",98440358,109,5
"2014-11-22 02:00:00",103600156,167,1
"2014-11-22 02:00:00",112142417,162,2
"2014-11-22 02:00:00",52577851,155,3
"2014-11-22 02:00:00",18728199,134,4
"2014-11-22 02:00:00",10297132,121,5
"2014-11-22 03:00:00",5315279,235,1
"2014-11-22 03:00:00",79134636,211,2
"2014-11-22 03:00:00",123842164,107,3
"2014-11-22 03:00:00",88079688,102,4
"2014-11-22 03:00:00",65645933,87,5
"2014-11-22 04:00:00",5315279,274,1
"2014-11-22 04:00:00",117373774,119,2
"2014-11-22 04:00:00",79134636,118,3
"2014-11-22 04:00:00",9660384,106,4
"2014-11-22 04:00:00",124832591,97,5
"2014-11-22 05:00:00",36233277,242,1
"2014-11-22 05:00:00",48836510,181,2
"2014-11-22 05:00:00",5315279,180,3
"2014-11-22 05:00:00",49429733,159,4
"2014-11-22 05:00:00",107209058,155,5
"2014-11-22 06:00:00",49429733,312,1
"2014-11-22 06:00:00",36233277,241,2
"2014-11-22 06:00:00",70240139,126,3
"2014-11-22 06:00:00",102011432,124,4
"2014-11-22 06:00:00",106090167,122,5
"2014-11-22 07:00:00",36233277,201,1
"2014-11-22 07:00:00",55192254,117,2
"2014-11-22 07:00:00",12906922,115,3
"2014-11-22 07:00:00",106090167,112,4
"2014-11-22 07:00:00",91351115,111,5
"2014-11-22 08:00:00",97464808,199,1
"2014-11-22 08:00:00",36233277,175,2
"2014-11-22 08:00:00",48470191,170,3
"2014-11-22 08:00:00",52772551,168,4
"2014-11-22 08:00:00",23326854,130,5
"2014-11-22 09:00:00",131283302,173,1
"2014-11-22 09:00:00",73870155,155,2
"2014-11-22 09:00:00",117961451,150,3
"2014-11-22 09:00:00",131538712,142,4
"2014-11-22 09:00:00",83954147,116,5
"2014-11-22 10:00:00",36233277,157,1
"2014-11-22 10:00:00",10936698,145,2
"2014-11-22 10:00:00",82448685,136,3
"2014-11-22 10:00:00",77522552,130,4
"2014-11-22 10:00:00",123450171,129,5
"2014-11-22 11:00:00",36233277,203,1
"2014-11-22 11:00:00",117301497,145,2
"2014-11-22 11:00:00",67168345,144,3
"2014-11-22 11:00:00",25678919,118,4
"2014-11-22 11:00:00",41798966,115,5
"2014-11-22 12:00:00",12472346,195,1
"2014-11-22 12:00:00",137175187,160,2
"2014-11-22 12:00:00",36233277,151,3
"2014-11-22 12:00:00",97073377,135,4
"2014-11-22 12:00:00",37209969,133,5
"2014-11-22 13:00:00",36233277,288,1
"2014-11-22 13:00:00",29791483,171,2
"2014-11-22 13:00:00",61627054,157,3
"2014-11-22 13:00:00",137175187,141,4
"2014-11-22 13:00:00",21868086,135,5
"2014-11-22 14:00:00",82905542,149,1
"2014-11-22 14:00:00",21868086,140,2
"2014-11-22 14:00:00",74752035,128,3
"2014-11-22 14:00:00",137175187,121,4
"2014-11-22 14:00:00",83735095,120,5
"2014-11-22 15:00:00",125253109,197,1
"2014-11-22 15:00:00",88930,183,2
"2014-11-22 15:00:00",117301497,169,3
"2014-11-22 15:00:00",129072372,160,4
"2014-11-22 15:00:00",16676403,145,5
"2014-11-22 16:00:00",16332862,175,1
"2014-11-22 16:00:00",61644490,174,2
"2014-11-22 16:00:00",7799018,160,3
"2014-11-22 16:00:00",117301497,150,4
"2014-11-22 16:00:00",77443046,135,5
"2014-11-22 17:00:00",65961855,235,1
"2014-11-22 17:00:00",134109810,163,2
"2014-11-22 17:00:00",97073377,138,3
"2014-11-22 17:00:00",71251121,122,4
"2014-11-22 17:00:00",81542604,119,5
"2014-11-22 18:00:00",125411948,208,1
"2014-11-22 18:00:00",82905542,203,2
"2014-11-22 18:00:00",131318750,161,3
"2014-11-22 18:00:00",56462249,153,4
"2014-11-22 18:00:00",26460336,137,5
"2014-11-22 19:00:00",130270245,326,1
"2014-11-22 19:00:00",80775941,213,2
"2014-11-22 19:00:00",77339861,211,3
"2014-11-22 19:00:00",51763538,154,4
"2014-11-22 19:00:00",106557109,149,5
"2014-11-22 20:00:00",5694160,327,1
"2014-11-22 20:00:00",130270245,269,2
"2014-11-22 20:00:00",61644490,240,3
"2014-11-22 20:00:00",118330286,208,4
"2014-11-22 20:00:00",67268928,202,5
"2014-11-22 21:00:00",65961855,205,1
"2014-11-22 21:00:00",96583102,204,2
"2014-11-22 21:00:00",135916314,188,3
"2014-11-22 21:00:00",117801453,158,4
"2014-11-22 21:00:00",10982501,147,5
"2014-11-22 22:00:00",59511789,290,1
"2014-11-22 22:00:00",5020210,191,2
"2014-11-22 22:00:00",78704357,188,3
"2014-11-22 22:00:00",126010230,188,4
"2014-11-22 22:00:00",67033795,182,5
"2014-11-22 23:00:00",36233277,235,1
"2014-11-22 23:00:00",89428650,223,2
"2014-11-22 23:00:00",15541192,210,3
"2014-11-22 23:00:00",22962826,200,4
"2014-11-22 23:00:00",123889295,168,5
"2014-11-23 00:00:00",93311801,254,1
"2014-11-23 00:00:00",89428650,220,2
"2014-11-23 00:00:00",95885873,207,3
"2014-11-23 00:00:00",117026591,189,4
"2014-11-23 00:00:00",112142417,181,5
"2014-11-23 01:00:00",79807626,276,1
"2014-11-23 01:00:00",77339861,237,2
"2014-11-23 01:00:00",4387844,169,3
"2014-11-23 01:00:00",64699430,168,4
"2014-11-23 01:00:00",98435498,135,5
"2014-11-23 02:00:00",77339861,255,1
"2014-11-23 02:00:00",137110644,177,2
"2014-11-23 02:00:00",100637858,159,3
"2014-11-23 02:00:00",78329358,148,4
"2014-11-23 02:00:00",79807626,112,5
"2014-11-23 03:00:00",77339861,238,1
"2014-11-23 03:00:00",54590569,146,2
"2014-11-23 03:00:00",128476994,125,3
"2014-11-23 03:00:00",29791483,122,4
"2014-11-23 03:00:00",89710336,121,5
"2014-11-23 04:00:00",101748138,187,1
"2014-11-23 04:00:00",97855966,144,2
"2014-11-23 04:00:00",56690952,101,3
"2014-11-23 04:00:00",74067634,90,4
"2014-11-23 04:00:00",47060411,73,5
"2014-11-23 05:00:00",101748138,234,1
"2014-11-23 05:00:00",97855966,101,2
"2014-11-23 05:00:00",128476994,97,3
"2014-11-23 05:00:00",106342906,75,4
"2014-11-23 05:00:00",49394233,65,5
"2014-11-23 06:00:00",70240139,185,1
"2014-11-23 06:00:00",112142417,144,2
"2014-11-23 06:00:00",60575815,127,3
"2014-11-23 06:00:00",51435164,116,4
